,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,12.31,54.72,6.13,27.69,0.38,0.10,8.73,3.23,1.90,---,3.94,---,57.17,1.02,0.06,0.00,39.01,26.40,105.38,1.41,2.97,3.40,---,---,---,6.05,71.90,70.07,2023-01-11 00:00:00
1,1~2,9.88,54.18,5.65,27.62,0.38,0.11,8.48,3.11,1.91,---,3.87,---,57.22,0.99,0.07,0.00,37.59,28.56,31.99,1.34,2.91,3.13,---,---,---,5.90,72.03,70.24,2023-01-11 01:00:00
2,2~3,9.31,54.51,5.82,27.81,0.37,0.12,8.48,3.21,1.91,---,4.04,---,55.68,1.07,0.05,0.00,25.66,21.44,25.35,1.34,3.00,2.97,---,---,---,5.59,70.71,68.49,2023-01-11 02:00:00
3,3~4,6.19,54.59,5.79,27.69,0.38,0.09,9.98,3.01,1.91,---,3.65,---,55.40,1.05,0.08,0.00,19.53,16.47,21.30,1.35,2.97,3.12,---,---,---,5.86,70.73,68.36,2023-01-11 03:00:00
4,4~5,4.93,52.78,6.37,27.69,0.38,0.02,10.54,2.84,1.92,---,3.69,---,55.25,0.98,0.06,0.00,21.92,14.90,46.88,1.44,2.94,2.94,---,---,---,6.11,70.85,68.51,2023-01-11 04:00:00
5,5~6,5.00,52.94,6.08,27.94,0.38,0.01,11.15,3.03,1.88,---,3.72,---,55.09,0.97,0.07,0.00,15.65,14.54,25.45,1.46,3.00,2.87,---,---,---,6.56,70.82,68.35,2023-01-11 05:00:00
6,6~7,4.50,52.56,6.56,28.56,0.35,0.03,9.75,2.35,1.14,---,3.65,---,56.61,1.37,0.08,0.00,13.15,13.00,18.77,1.32,3.47,2.73,---,---,---,5.59,70.98,70.22,2023-01-11 06:00:00
7,7~8,4.44,52.91,6.99,29.62,0.12,0.03,12.16,1.68,0.66,---,4.26,---,56.61,1.61,0.08,0.00,14.56,12.81,42.79,1.25,3.47,2.86,---,---,---,6.00,70.29,70.30,2023-01-11 07:00:00
8,8~9,4.25,56.12,7.75,34.07,0.11,0.03,21.81,2.16,1.86,---,5.84,---,56.47,1.08,0.08,0.00,18.17,14.93,28.71,1.28,3.65,3.38,---,---,---,7.93,71.90,71.68,2023-01-11 08:00:00
9,9~10,5.50,62.66,8.29,35.31,0.11,0.01,26.05,2.76,1.85,---,7.38,---,62.29,1.40,0.07,0.00,20.50,17.41,41.03,1.47,3.41,4.19,---,---,---,9.94,76.00,72.39,2023-01-11 09:00:00
10,10~11,8.19,70.97,8.19,37.87,0.12,0.02,29.36,2.76,1.86,---,7.43,---,64.62,1.04,0.08,0.00,16.34,16.57,117.09,1.37,4.13,5.09,---,---,---,10.75,76.55,79.70,2023-01-11 10:00:00
11,11~12,6.87,72.40,9.19,39.13,0.11,0.02,29.30,3.61,1.82,---,7.10,---,66.72,1.14,0.06,0.00,15.99,16.53,39.04,1.35,3.43,5.50,---,---,---,11.92,77.78,82.22,2023-01-11 11:00:00
12,12~13,10.00,72.66,12.17,36.75,0.12,0.03,25.72,3.62,1.85,---,7.19,---,70.47,1.36,0.07,0.00,22.22,17.84,19.01,1.53,3.62,5.12,---,---,---,10.89,79.49,80.39,2023-01-11 12:00:00
13,13~14,6.19,76.03,10.87,39.19,0.11,0.02,31.20,3.19,1.84,---,8.21,---,71.56,1.14,0.08,0.00,20.83,18.93,19.39,1.50,3.64,6.79,---,---,---,11.29,80.50,82.18,2023-01-11 13:00:00
14,14~15,5.44,79.41,11.96,41.93,0.12,0.01,34.93,3.14,1.85,---,8.00,---,74.37,1.16,0.07,0.00,19.78,17.60,35.63,1.62,3.92,6.28,---,---,---,12.66,80.32,84.52,2023-01-11 14:00:00
15,15~16,5.81,81.31,12.10,42.44,0.11,0.01,38.22,3.52,1.90,---,8.06,---,72.57,1.54,0.08,0.00,20.94,18.31,57.43,1.91,3.99,5.96,---,---,---,11.61,81.26,84.40,2023-01-11 15:00:00
16,16~17,6.19,79.25,10.74,40.38,0.13,0.02,40.18,4.63,1.95,---,6.97,---,75.37,1.22,0.06,0.00,18.87,22.45,26.39,1.72,3.69,5.07,---,---,---,9.57,81.60,84.87,2023-01-11 16:00:00
17,17~18,10.25,80.03,11.23,37.93,0.38,0.09,35.00,4.28,2.25,---,5.13,---,68.47,1.36,0.07,0.00,24.00,20.87,23.17,1.75,3.42,4.88,---,---,---,8.92,79.72,84.56,2023-01-11 17:00:00
18,18~19,9.50,71.19,11.02,35.25,0.38,0.08,31.99,4.04,1.88,---,3.62,---,64.25,1.39,0.06,0.00,22.60,20.12,22.58,1.43,3.72,4.50,---,---,---,6.32,77.25,84.85,2023-01-11 18:00:00
19,19~20,11.50,68.21,9.80,33.69,0.38,0.08,28.54,3.39,1.84,---,3.47,---,62.47,1.47,0.07,0.00,24.40,23.31,52.00,1.47,3.23,3.59,---,---,---,6.35,76.52,83.31,2023-01-11 19:00:00
20,20~21,8.44,66.38,8.11,33.06,0.37,0.07,24.92,3.70,1.87,---,4.25,---,61.46,1.32,0.09,0.00,27.47,21.19,45.47,1.57,3.10,3.28,---,---,---,5.54,74.72,82.55,2023-01-11 20:00:00
21,21~22,12.37,64.76,7.21,33.00,0.38,0.07,23.42,3.94,1.82,---,3.37,---,58.20,1.33,0.07,0.00,33.01,25.26,32.16,1.56,3.26,3.44,---,---,---,5.65,75.18,79.36,2023-01-11 21:00:00
22,22~23,10.31,61.96,6.66,31.94,0.38,0.10,11.67,3.53,1.88,---,3.54,---,58.93,1.30,0.06,0.00,37.60,36.18,33.61,1.59,3.21,3.78,---,---,---,5.44,75.11,80.40,2023-01-11 22:00:00
23,23~24,21.94,59.40,7.02,30.13,0.37,0.11,9.92,3.56,1.83,---,3.09,---,58.16,1.19,0.07,0.00,30.43,28.40,54.13,1.35,3.23,3.25,---,---,---,6.09,75.01,77.92,2023-01-11 23:00:00
