,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,14.94,51.15,5.09,24.19,0.37,0.12,8.85,2.33,1.88,---,3.70,---,54.84,1.07,0.07,0.00,31.98,34.65,139.18,1.60,3.05,2.44,---,---,---,5.10,67.53,70.22,2023-02-27 00:00:00
1,1~2,13.50,50.32,5.27,24.00,0.37,0.13,7.96,2.22,1.90,---,2.81,---,53.94,1.36,0.13,0.00,29.27,26.21,57.47,1.65,3.14,2.31,---,---,---,5.11,67.91,70.38,2023-02-27 01:00:00
2,2~3,10.37,50.50,4.93,24.00,0.38,0.13,7.95,2.24,1.92,---,2.91,---,53.87,1.33,0.20,0.00,23.47,20.97,26.45,1.66,3.22,2.35,---,---,---,4.80,66.86,70.03,2023-02-27 02:00:00
3,3~4,9.44,49.91,5.56,24.06,0.37,0.13,10.31,2.28,1.94,---,3.31,---,54.57,1.09,0.17,0.00,18.98,15.76,27.60,1.72,3.20,2.30,---,---,---,5.16,67.57,70.38,2023-02-27 03:00:00
4,4~5,6.50,50.87,5.08,23.94,0.37,0.13,10.29,2.34,1.94,---,3.15,---,53.60,1.05,0.13,0.00,18.07,15.21,45.88,1.78,3.17,2.47,---,---,---,4.80,67.39,69.37,2023-02-27 04:00:00
5,5~6,6.31,50.22,5.20,24.18,0.37,0.14,10.87,2.19,1.88,---,3.03,---,53.86,1.06,0.12,0.00,16.74,15.23,38.63,1.75,3.14,2.44,---,---,---,4.81,67.51,69.68,2023-02-27 05:00:00
6,6~7,4.88,50.25,6.09,24.63,0.26,0.10,9.26,2.05,1.00,---,2.97,---,56.06,1.08,0.19,0.00,14.22,14.37,17.64,1.78,3.60,2.53,---,---,---,5.05,67.20,71.79,2023-02-27 06:00:00
7,7~8,7.00,50.47,6.11,24.62,0.11,0.07,10.54,1.98,0.63,---,3.41,---,56.35,1.20,0.18,0.00,15.56,13.91,33.14,1.75,3.57,2.56,---,---,---,4.90,66.25,71.18,2023-02-27 07:00:00
8,8~9,4.68,50.87,6.21,25.13,0.11,0.06,12.87,1.94,1.89,---,3.09,---,56.26,1.16,0.17,0.00,14.70,14.49,47.07,1.75,3.65,2.79,---,---,---,5.09,67.10,71.16,2023-02-27 08:00:00
9,9~10,4.57,51.53,5.96,25.50,0.10,0.05,13.04,1.93,1.87,---,3.19,---,59.90,1.16,0.18,0.00,15.37,14.56,120.00,1.72,3.54,2.97,---,---,---,4.85,67.87,70.90,2023-02-27 09:00:00
10,10~11,5.75,52.35,6.82,26.50,0.10,0.04,13.33,1.94,1.89,---,3.09,---,61.19,1.17,0.16,0.00,16.06,18.04,72.20,1.84,3.73,3.09,---,---,---,5.73,69.65,71.63,2023-02-27 10:00:00
11,11~12,8.43,55.09,6.40,26.56,0.11,0.05,15.23,1.95,1.88,---,4.88,---,61.63,1.12,0.17,0.00,20.06,23.13,23.47,2.16,3.86,3.06,---,---,---,5.38,68.99,73.28,2023-02-27 11:00:00
12,12~13,9.25,56.09,7.93,26.94,0.10,0.03,14.65,1.96,1.87,---,5.69,---,62.45,1.20,0.17,0.00,25.37,22.43,29.54,1.84,4.00,3.04,---,---,---,5.53,70.17,73.84,2023-02-27 12:00:00
13,13~14,8.50,55.44,7.77,27.37,0.10,0.03,13.17,2.04,1.89,---,5.03,---,62.51,1.87,0.12,0.00,20.35,20.03,34.94,2.00,4.02,2.74,---,---,---,5.28,70.10,74.44,2023-02-27 13:00:00
14,14~15,9.63,56.97,8.12,27.63,0.11,0.05,12.86,2.29,1.87,---,4.90,---,63.53,1.16,0.14,0.00,32.31,21.12,61.16,1.94,3.99,2.57,---,---,---,5.53,69.84,74.81,2023-02-27 14:00:00
15,15~16,8.87,56.56,7.09,28.44,0.11,0.05,12.40,2.15,1.87,---,6.44,---,65.35,1.21,0.14,0.00,28.94,26.57,30.59,1.84,3.92,2.81,---,---,---,5.23,69.97,74.94,2023-02-27 15:00:00
16,16~17,9.75,57.51,6.52,27.81,0.10,0.05,12.80,2.09,1.95,---,5.81,---,64.87,1.11,0.14,0.00,26.62,21.97,28.12,1.78,3.57,2.72,---,---,---,5.73,70.18,74.01,2023-02-27 16:00:00
17,17~18,11.25,57.24,6.65,27.69,0.22,0.06,15.19,2.08,1.94,---,5.45,---,65.31,1.77,0.11,0.00,25.31,19.22,31.19,1.75,3.33,2.47,---,---,---,4.81,69.24,73.59,2023-02-27 17:00:00
18,18~19,11.57,57.25,6.14,27.87,0.37,0.11,16.10,2.27,2.00,---,5.58,---,60.97,2.09,0.06,0.00,28.69,20.03,57.62,1.69,3.11,2.38,---,---,---,5.76,68.38,80.93,2023-02-27 18:00:00
19,19~20,10.18,57.09,5.71,27.69,0.37,0.11,16.21,2.48,2.00,---,5.29,---,57.88,2.33,0.06,0.00,26.57,21.00,43.64,1.69,3.09,2.36,---,---,---,5.47,68.22,79.00,2023-02-27 19:00:00
20,20~21,11.13,56.69,5.04,26.94,0.37,0.11,13.97,2.37,1.98,---,5.31,---,55.81,2.08,0.13,0.00,29.81,23.43,32.03,1.66,3.15,2.26,---,---,---,4.87,68.19,73.20,2023-02-27 20:00:00
21,21~22,10.62,57.82,5.51,26.68,0.37,0.11,15.57,2.21,1.95,---,5.22,---,56.50,2.12,0.17,0.00,30.90,33.85,33.35,1.62,3.23,2.72,---,---,---,5.44,68.38,72.37,2023-02-27 21:00:00
