,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,19.63,62.59,7.37,32.07,0.38,0.09,9.95,5.83,1.70,98.68,2.90,29.66,66.12,2.21,1.27,0.17,81.69,67.96,166.90,3.16,2.73,3.53,4.36,0.71,199.74,9.50,73.98,87.66,2023-10-20 00:00:00
1,1~2,17.50,62.13,7.37,32.18,0.39,0.10,9.59,7.44,1.72,95.85,2.75,29.19,63.91,1.28,1.04,0.16,74.99,64.25,103.48,3.00,2.72,3.77,4.31,0.92,197.06,9.72,72.06,86.35,2023-10-20 01:00:00
2,2~3,9.00,60.66,7.63,31.94,0.39,0.11,9.63,7.21,1.74,95.56,2.63,28.30,64.63,1.18,1.14,0.17,69.72,62.17,66.67,3.06,2.79,3.66,4.27,0.81,195.94,8.97,72.32,86.81,2023-10-20 02:00:00
3,3~4,7.81,60.79,6.93,31.81,0.39,0.11,10.28,6.78,1.70,95.73,2.78,29.45,63.50,1.22,1.10,0.17,54.14,49.79,60.34,3.09,2.79,3.40,4.28,0.81,196.40,9.88,72.22,85.78,2023-10-20 03:00:00
4,4~5,7.81,60.13,7.41,31.82,0.38,0.01,11.48,5.93,1.72,94.47,2.63,28.34,63.50,1.20,1.06,0.16,48.87,46.75,55.52,3.13,2.75,3.89,4.28,1.69,193.41,10.31,69.89,84.72,2023-10-20 04:00:00
5,5~6,7.13,60.25,6.81,31.87,0.39,0.00,11.60,3.53,1.68,94.36,2.65,27.68,64.03,1.11,1.06,0.17,46.24,43.51,52.70,3.12,2.83,3.65,3.12,0.73,193.57,9.33,70.21,85.25,2023-10-20 05:00:00
6,6~7,7.50,60.80,7.38,32.44,0.15,0.02,10.79,3.14,0.96,95.77,2.47,27.45,65.85,0.97,1.15,0.16,44.24,42.52,75.08,3.10,4.04,3.69,0.08,2.73,193.84,9.38,69.79,86.47,2023-10-20 06:00:00
7,7~8,8.62,62.20,7.93,35.31,0.13,0.08,15.82,2.87,0.68,95.87,2.56,27.69,65.62,1.08,1.07,0.09,43.49,40.14,56.66,3.09,4.07,4.35,0.00,6.09,198.15,10.10,70.31,87.35,2023-10-20 07:00:00
8,8~9,10.69,74.20,9.67,42.88,0.13,0.04,49.33,3.08,0.73,106.13,3.25,32.98,69.90,1.28,1.23,0.00,44.68,44.82,57.63,3.12,4.20,7.40,0.00,2.47,205.76,13.56,71.40,90.96,2023-10-20 08:00:00
9,9~10,14.31,86.67,10.80,50.31,0.13,0.06,65.05,4.82,0.72,120.77,5.47,38.24,77.06,0.92,1.24,0.00,43.71,37.23,54.74,3.25,4.22,10.06,0.00,2.84,230.67,23.59,76.63,96.75,2023-10-20 09:00:00
10,10~11,13.25,107.94,14.49,55.37,0.13,0.03,65.86,7.67,0.74,133.75,9.31,42.41,82.03,0.94,1.23,0.00,39.95,40.20,51.81,3.29,5.20,12.40,0.00,5.14,248.17,29.38,80.33,104.69,2023-10-20 10:00:00
11,11~12,11.13,104.11,14.26,54.38,0.14,0.03,73.39,9.36,0.70,139.85,12.94,42.62,84.29,0.89,1.46,0.00,43.57,40.18,53.46,3.31,5.57,12.01,0.00,14.88,254.41,26.25,84.63,107.07,2023-10-20 11:00:00
12,12~13,14.50,105.01,14.00,51.19,0.14,0.06,60.56,10.29,0.72,146.86,13.19,40.73,92.94,1.08,1.23,0.02,40.42,38.31,73.55,3.37,4.23,10.06,0.00,11.76,251.93,23.24,83.98,108.99,2023-10-20 12:00:00
13,13~14,13.50,102.46,14.22,52.87,0.14,0.00,73.94,9.74,0.71,143.22,13.82,44.10,85.30,1.04,1.17,0.17,40.67,37.58,56.38,3.35,3.73,11.06,0.00,2.77,255.94,22.76,82.04,114.69,2023-10-20 13:00:00
14,14~15,13.37,97.48,15.26,53.81,0.14,0.20,63.69,10.44,0.70,145.02,15.28,44.74,85.00,0.94,0.99,0.17,44.68,36.69,41.73,3.31,4.28,11.63,0.00,3.97,259.35,33.91,80.20,109.91,2023-10-20 14:00:00
15,15~16,13.63,97.28,13.27,53.69,0.14,0.09,58.28,10.06,0.68,148.66,17.43,41.51,89.72,1.08,0.97,0.16,41.66,32.89,43.43,3.34,4.41,10.81,0.00,4.84,252.42,31.74,80.75,108.03,2023-10-20 15:00:00
16,16~17,17.37,92.80,12.35,51.19,0.14,0.03,47.31,9.76,0.78,140.48,15.13,38.97,86.38,0.86,0.86,0.17,44.33,32.17,59.30,3.47,3.82,9.69,0.63,2.98,241.18,20.66,82.95,101.34,2023-10-20 16:00:00
17,17~18,12.07,88.40,12.04,46.44,0.40,0.10,54.98,9.27,1.70,130.91,14.78,36.41,79.72,0.98,0.89,0.17,44.32,39.79,61.90,3.41,3.27,5.97,4.54,2.57,231.66,8.75,95.00,92.47,2023-10-20 17:00:00
18,18~19,13.75,81.74,10.83,43.31,0.39,0.10,71.73,8.86,1.74,127.31,13.94,36.50,76.87,1.64,0.88,0.17,48.72,45.84,50.51,3.28,3.06,5.24,4.53,1.00,228.65,7.22,101.63,90.78,2023-10-20 18:00:00
19,19~20,18.12,76.47,9.38,38.94,0.39,0.09,65.37,9.88,1.74,123.48,14.96,37.16,71.36,2.55,2.25,0.16,50.03,50.40,52.27,3.34,2.92,4.66,4.50,1.10,207.59,6.84,89.26,84.10,2023-10-20 19:00:00
20,20~21,14.88,71.38,8.06,36.75,0.39,0.10,59.41,10.40,1.70,121.51,15.22,36.65,69.64,2.44,2.45,0.17,49.14,44.01,132.70,3.19,2.39,4.50,4.48,1.60,198.29,7.29,83.81,80.52,2023-10-20 20:00:00
21,21~22,13.81,68.10,7.08,35.18,0.40,0.11,46.12,8.69,1.71,113.64,13.00,33.59,67.05,2.31,1.42,0.17,55.11,52.72,116.65,3.16,2.37,4.75,4.47,1.06,191.21,6.93,79.58,78.54,2023-10-20 21:00:00
22,22~23,15.19,65.04,6.60,33.69,0.38,0.10,12.82,6.65,1.71,103.27,6.69,31.31,65.27,2.14,0.79,0.17,56.36,50.12,65.25,3.18,2.36,4.34,4.46,0.78,187.69,6.85,78.05,76.87,2023-10-20 22:00:00
23,23~24,23.06,63.43,6.21,32.50,0.39,0.11,9.92,6.40,1.71,99.28,5.78,30.12,63.38,2.13,0.77,0.16,58.21,53.50,158.12,3.19,2.51,3.69,4.45,1.03,186.76,6.37,78.49,75.85,2023-10-20 23:00:00
