,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,13.75,51.36,6.04,28.31,0.36,0.11,9.10,4.34,1.63,89.46,5.34,23.74,60.38,1.05,0.53,0.16,52.55,46.14,154.67,2.66,2.31,3.00,4.40,0.77,173.93,6.31,62.73,76.51,2023-10-30 00:00:00
1,1~2,11.06,51.38,5.68,28.31,0.35,0.10,8.79,4.37,1.65,89.06,5.38,23.97,59.71,0.99,0.53,0.17,44.62,37.32,49.91,2.62,2.33,2.69,4.41,1.03,170.06,6.06,62.52,73.44,2023-10-30 01:00:00
2,2~3,10.44,50.59,5.72,27.88,0.35,0.12,9.29,2.96,1.67,87.94,5.41,23.03,59.50,0.99,0.55,0.17,30.73,28.03,37.45,2.56,2.34,2.56,4.42,1.20,170.33,5.72,63.13,73.43,2023-10-30 02:00:00
3,3~4,8.69,51.08,5.74,27.87,0.36,0.11,9.80,2.82,1.64,88.10,5.09,23.41,59.60,1.03,0.66,0.16,31.68,23.14,30.10,2.60,2.33,2.71,4.41,0.77,172.56,6.06,64.34,73.94,2023-10-30 03:00:00
4,4~5,7.94,50.13,5.70,28.07,0.35,0.11,10.81,2.79,1.68,88.41,4.16,24.22,60.03,0.99,0.58,0.17,24.43,22.19,27.29,2.59,2.34,3.29,4.41,1.51,170.82,6.06,63.87,72.50,2023-10-30 04:00:00
5,5~6,10.25,50.60,5.65,27.87,0.36,0.10,11.10,2.49,1.63,86.61,3.43,23.02,60.16,0.90,0.53,0.17,23.27,21.24,60.98,2.63,2.42,2.91,3.27,0.80,171.51,5.95,64.06,73.31,2023-10-30 05:00:00
6,6~7,6.81,51.26,5.42,28.19,0.15,0.04,9.74,2.07,0.96,88.78,3.41,23.44,61.93,0.86,0.60,0.16,22.44,20.20,29.86,2.53,3.53,3.15,0.20,2.32,173.08,6.12,64.18,73.38,2023-10-30 06:00:00
7,7~8,7.50,53.36,6.11,29.81,0.09,0.04,14.10,1.90,0.64,87.80,3.43,22.09,62.28,1.25,0.57,0.11,21.94,19.62,28.73,2.56,3.44,3.44,0.00,2.81,177.60,6.06,65.16,76.50,2023-10-30 07:00:00
8,8~9,9.44,57.60,6.78,35.81,0.10,0.06,27.24,4.76,1.57,100.40,4.07,29.32,67.01,0.95,0.65,0.00,26.91,22.42,38.36,2.59,4.00,6.28,0.00,2.01,185.00,10.43,65.79,78.56,2023-10-30 08:00:00
9,9~10,10.93,67.53,9.51,39.38,0.09,0.04,36.27,4.51,1.59,111.94,4.84,34.47,72.63,1.06,0.79,0.00,26.46,25.04,59.28,2.85,4.22,8.10,0.00,1.92,210.06,24.61,71.32,81.56,2023-10-30 09:00:00
10,10~11,8.69,75.83,9.55,44.69,0.10,0.01,39.99,4.23,1.58,118.13,6.60,36.85,74.68,1.19,0.78,0.00,27.98,32.40,32.58,2.84,5.03,10.87,0.00,6.35,228.16,28.14,75.38,91.31,2023-10-30 10:00:00
11,11~12,10.88,87.35,12.42,47.75,0.09,0.01,43.14,4.74,1.58,123.49,6.66,36.74,80.09,0.97,0.71,0.00,30.27,30.71,31.59,2.66,5.08,10.62,0.27,13.18,233.67,24.13,76.52,99.69,2023-10-30 11:00:00
12,12~13,12.81,84.14,11.50,49.37,0.10,0.04,44.52,5.42,1.55,127.25,8.56,38.00,80.69,1.02,0.80,0.00,33.82,31.37,52.23,2.69,4.87,10.07,0.00,9.93,224.42,12.19,75.77,104.56,2023-10-30 12:00:00
13,13~14,14.25,82.44,12.64,50.31,0.10,0.05,60.06,5.09,1.57,136.32,15.09,40.33,80.90,1.08,0.80,0.00,38.53,30.34,52.80,2.71,4.60,11.34,0.00,2.07,229.25,13.97,76.28,106.01,2023-10-30 13:00:00
14,14~15,9.56,81.66,12.72,50.82,0.09,0.03,53.91,4.40,1.58,135.37,15.21,39.34,80.82,1.10,1.03,0.00,30.12,26.25,36.26,2.72,4.41,10.78,0.00,2.49,258.19,34.81,76.94,111.24,2023-10-30 14:00:00
15,15~16,9.63,85.38,10.06,52.75,0.10,0.01,52.05,4.24,1.70,138.74,15.70,39.89,83.15,1.50,2.55,0.00,31.41,27.08,35.17,2.66,4.73,10.41,0.00,11.98,256.63,33.65,77.74,111.13,2023-10-30 15:00:00
16,16~17,10.06,82.25,9.62,52.68,0.13,0.05,48.70,4.45,1.79,132.79,13.59,38.26,80.94,1.37,3.22,0.09,33.90,29.84,83.37,2.66,3.94,8.53,0.25,12.01,238.74,21.51,76.64,108.32,2023-10-30 16:00:00
17,17~18,14.87,81.12,10.51,48.38,0.36,0.09,70.37,4.63,2.08,125.18,10.56,36.05,78.57,1.35,3.14,0.17,44.67,34.08,114.22,2.62,3.43,5.56,4.48,1.20,219.19,10.25,73.96,104.55,2023-10-30 17:00:00
18,18~19,16.19,76.71,9.82,42.50,0.36,0.08,85.31,5.69,1.72,122.02,14.44,31.18,76.40,1.44,3.14,0.17,41.20,35.07,46.28,2.66,3.07,4.73,4.46,0.92,210.37,8.56,72.62,99.50,2023-10-30 18:00:00
19,19~20,17.25,68.87,9.68,38.75,0.36,0.12,82.78,7.41,1.64,115.35,14.40,27.29,73.66,1.78,3.25,0.16,45.20,35.62,48.88,2.78,3.03,4.18,4.45,0.91,211.33,8.10,78.23,95.76,2023-10-30 19:00:00
20,20~21,20.94,69.00,8.98,37.56,0.35,0.10,76.49,6.67,1.67,113.46,14.38,27.24,71.84,1.48,3.39,0.17,47.86,41.85,53.03,2.78,2.51,4.63,4.43,0.89,214.17,7.15,84.39,93.87,2023-10-30 20:00:00
21,21~22,20.94,65.09,7.88,34.69,0.36,0.10,64.46,6.35,1.64,109.38,11.75,27.75,69.88,1.53,2.69,0.17,52.73,55.24,128.62,2.78,2.50,4.65,4.41,0.91,201.85,7.41,74.61,91.00,2023-10-30 21:00:00
22,22~23,19.87,63.02,7.19,32.81,0.36,0.11,13.44,5.53,1.67,103.11,8.56,27.59,66.96,1.85,0.89,0.16,61.25,51.95,115.21,2.50,2.47,4.41,4.41,0.74,190.13,6.81,67.09,87.88,2023-10-30 22:00:00
23,23~24,23.69,58.56,6.23,31.69,0.35,0.11,9.93,4.54,1.68,99.89,7.78,26.45,65.66,1.42,0.58,0.17,58.45,55.59,163.33,2.38,2.50,4.15,4.40,1.11,187.20,6.93,66.26,85.49,2023-10-30 23:00:00
