,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,16.69,74.67,7.05,36.94,0.45,0.10,10.28,4.25,2.66,105.85,3.13,29.28,73.44,1.18,1.45,0.17,62.91,55.78,134.76,1.15,3.55,5.72,4.69,1.08,211.16,9.28,70.17,103.21,2023-07-21 00:00:00
1,1~2,9.44,73.16,6.91,36.56,0.46,0.12,10.12,3.69,2.70,105.62,3.06,28.93,73.63,0.86,1.53,0.16,58.40,47.90,95.95,1.19,3.59,5.81,4.69,1.00,209.23,8.38,69.05,104.04,2023-07-21 01:00:00
2,2~3,12.18,73.90,7.02,36.44,0.46,0.11,10.53,2.85,2.68,101.65,3.00,29.24,69.41,0.89,1.45,0.17,50.30,44.00,62.42,1.09,3.61,5.60,4.69,0.84,208.64,8.76,70.50,101.59,2023-07-21 02:00:00
3,3~4,8.50,72.57,7.00,36.12,0.46,0.06,11.77,2.82,2.64,100.01,2.94,28.38,68.69,1.13,1.46,0.16,48.93,39.57,56.58,1.04,3.46,5.34,4.68,1.02,206.51,8.40,68.59,102.06,2023-07-21 03:00:00
4,4~5,6.75,69.32,6.70,36.19,0.46,0.01,11.58,2.76,2.65,99.00,2.88,28.26,67.86,1.21,1.45,0.17,43.71,36.84,50.72,1.03,3.49,5.00,4.68,0.78,202.48,8.40,68.81,97.66,2023-07-21 04:00:00
5,5~6,6.63,70.03,6.51,35.63,0.32,0.01,11.15,3.98,1.94,98.49,2.80,28.80,66.89,0.87,1.36,0.17,39.05,35.14,47.08,1.03,3.55,5.15,3.17,1.79,204.52,9.26,69.20,98.47,2023-07-21 05:00:00
6,6~7,6.50,71.59,7.77,36.25,0.19,0.02,10.67,3.48,1.62,99.88,2.69,28.54,68.65,1.19,1.41,0.07,38.71,31.91,48.37,1.09,3.95,4.98,0.00,7.88,209.19,8.68,69.43,102.22,2023-07-21 06:00:00
7,7~8,7.69,73.72,8.05,41.75,0.19,0.09,19.05,3.55,1.29,105.34,3.25,30.09,72.00,0.98,1.66,0.00,36.97,32.15,64.09,1.06,3.93,6.08,0.00,12.04,215.67,9.09,72.45,103.84,2023-07-21 07:00:00
8,8~9,8.62,88.39,8.73,49.62,0.20,0.10,65.28,3.84,1.33,112.23,4.01,30.82,77.40,0.85,1.75,0.00,34.74,31.74,66.59,1.04,5.05,9.91,0.00,4.37,231.66,16.31,75.97,109.41,2023-07-21 08:00:00
9,9~10,8.44,115.13,10.11,55.44,0.23,1.86,77.63,9.22,1.31,122.94,4.41,38.12,80.41,0.84,1.95,0.00,33.07,29.12,43.51,1.96,5.23,11.31,0.00,4.38,265.64,27.67,83.77,116.72,2023-07-21 09:00:00
10,10~11,10.19,131.48,14.82,60.19,1.50,2.06,78.31,14.00,1.34,131.40,4.90,36.75,89.75,1.21,2.32,0.00,31.37,31.20,42.89,2.38,5.86,14.26,0.00,12.20,292.23,29.34,89.11,135.53,2023-07-21 10:00:00
11,11~12,12.31,144.01,15.10,61.81,1.88,1.87,84.81,18.31,1.29,146.51,5.06,39.92,101.53,3.62,2.52,0.00,33.42,37.27,42.51,2.69,5.28,14.62,0.00,20.51,307.69,29.78,99.00,138.90,2023-07-21 11:00:00
12,12~13,9.37,146.93,14.25,62.81,1.89,1.38,85.87,20.92,1.28,149.09,5.25,42.59,101.25,3.86,2.64,0.00,35.87,30.49,42.88,3.37,5.16,13.59,0.00,16.70,320.07,32.54,105.58,140.94,2023-07-21 12:00:00
13,13~14,10.50,148.25,15.70,62.44,1.91,0.96,101.01,17.20,1.28,147.46,5.47,42.98,99.01,4.09,3.09,0.00,39.62,28.94,39.87,3.06,4.92,13.57,0.00,4.16,312.31,30.06,104.38,138.03,2023-07-21 13:00:00
14,14~15,13.69,142.00,17.80,67.87,1.88,0.90,108.85,14.40,1.29,150.81,4.84,43.82,102.15,4.09,3.12,0.00,36.20,35.17,55.99,3.10,5.54,13.22,0.00,4.83,299.86,26.22,94.05,137.97,2023-07-21 14:00:00
15,15~16,8.06,135.64,15.52,63.50,1.84,1.20,80.27,14.23,1.30,149.75,4.91,43.27,101.57,3.70,2.96,0.00,32.74,34.70,37.75,2.65,5.64,12.43,0.00,12.73,295.88,28.93,89.09,136.53,2023-07-21 15:00:00
16,16~17,8.82,134.50,15.12,59.88,1.11,0.87,57.65,10.89,1.36,143.20,4.88,40.63,97.69,3.81,2.99,0.00,31.96,37.54,35.76,2.85,5.27,11.78,0.00,13.67,280.50,20.82,85.57,133.91,2023-07-21 16:00:00
17,17~18,9.06,132.56,14.60,53.75,0.19,0.05,40.65,9.28,1.96,136.54,4.03,38.49,94.02,1.68,2.90,0.17,31.57,34.29,37.31,2.31,5.01,8.76,0.13,1.04,262.81,14.62,83.76,128.68,2023-07-21 17:00:00
18,18~19,12.12,116.43,14.01,46.94,0.36,0.08,39.76,6.77,2.29,123.77,3.71,33.91,86.15,1.30,2.43,0.16,34.48,37.90,63.47,2.19,4.84,8.24,4.56,0.98,239.21,11.37,76.94,117.10,2023-07-21 18:00:00
19,19~20,10.94,101.16,15.72,42.68,0.45,0.10,40.15,6.39,2.70,121.38,4.84,32.82,83.72,1.38,1.96,0.17,35.39,40.91,68.97,2.22,3.79,7.38,4.72,0.92,234.97,11.60,75.71,118.28,2023-07-21 19:00:00
20,20~21,10.63,95.56,15.22,45.19,0.45,0.11,32.72,6.62,2.67,116.91,4.41,34.12,78.38,1.65,1.99,0.17,41.48,43.71,54.57,2.31,3.37,7.47,4.73,0.77,228.54,11.75,74.76,113.46,2023-07-21 20:00:00
21,21~22,11.00,88.62,10.51,41.69,0.44,0.10,29.57,6.46,2.66,108.00,4.19,30.37,73.44,1.28,1.93,0.16,42.64,49.98,54.24,2.16,3.40,7.00,4.68,1.08,222.61,9.22,71.65,113.79,2023-07-21 21:00:00
22,22~23,10.93,84.23,7.62,37.69,0.44,0.10,11.78,6.28,2.61,94.93,3.78,21.60,69.55,1.17,1.75,0.17,46.77,47.78,69.75,2.12,3.32,6.65,4.68,0.86,220.31,9.15,70.90,113.16,2023-07-21 22:00:00
23,23~24,12.07,80.16,7.31,37.75,0.44,0.11,9.94,5.81,2.66,93.80,2.69,21.44,69.67,1.34,1.74,0.17,53.27,47.12,77.64,1.56,3.40,6.32,4.67,0.96,214.73,8.94,70.20,108.22,2023-07-21 23:00:00
