,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,15.75,85.41,8.59,36.00,0.14,0.09,11.34,4.44,2.17,100.89,2.78,33.84,64.27,0.76,2.08,0.17,87.21,75.91,87.09,2.22,3.43,5.75,4.69,1.53,228.97,11.03,78.19,103.68,2023-07-05 00:00:00
1,1~2,9.81,82.43,8.31,34.81,0.15,0.11,12.19,3.56,1.97,94.80,2.34,31.92,60.54,0.80,1.94,0.16,78.66,66.97,76.94,1.88,3.40,6.00,4.70,1.05,226.98,10.51,77.13,104.69,2023-07-05 01:00:00
2,2~3,8.69,79.84,8.99,33.69,0.14,0.11,13.05,3.14,1.94,93.36,2.47,31.85,59.04,0.75,1.86,0.17,65.85,55.84,71.78,1.62,3.37,5.81,4.70,0.81,223.73,10.56,76.61,101.10,2023-07-05 02:00:00
3,3~4,8.19,75.63,8.67,33.87,0.14,0.11,12.25,2.94,1.95,91.79,2.40,30.78,58.61,0.87,1.75,0.17,57.93,49.40,82.53,1.66,3.38,5.82,4.72,0.97,224.42,10.78,75.94,102.65,2023-07-05 03:00:00
4,4~5,6.87,75.06,8.13,33.69,0.14,0.02,13.05,2.89,1.99,91.47,2.29,30.18,59.00,0.77,1.94,0.16,54.28,46.53,76.27,1.69,3.34,5.69,4.71,1.14,219.45,9.46,75.39,100.21,2023-07-05 04:00:00
5,5~6,6.75,74.97,9.42,33.69,0.14,0.01,12.54,2.92,1.26,91.25,2.19,30.65,58.41,0.72,1.64,0.17,52.37,42.01,55.78,1.68,3.47,5.56,3.03,0.87,220.49,9.95,75.39,101.13,2023-07-05 05:00:00
6,6~7,8.00,74.71,12.54,35.06,0.14,0.01,12.13,2.41,0.96,92.97,2.09,29.88,61.00,1.10,1.78,0.17,49.10,43.39,59.61,1.57,4.06,5.69,0.00,8.27,226.72,10.80,75.82,104.16,2023-07-05 06:00:00
7,7~8,8.31,80.00,12.49,40.44,0.14,0.01,17.37,2.47,0.75,100.83,2.16,33.68,64.99,0.91,2.06,0.06,50.93,41.46,65.81,1.65,4.59,6.78,0.00,15.19,237.03,10.44,77.90,111.40,2023-07-05 07:00:00
8,8~9,10.82,92.58,14.07,52.87,0.15,0.04,43.12,2.50,0.80,115.26,2.44,40.78,72.04,0.82,2.67,0.00,48.22,45.40,84.19,2.16,5.83,9.59,0.00,3.56,265.68,24.25,84.33,118.26,2023-07-05 08:00:00
9,9~10,11.62,121.28,13.52,63.75,0.17,0.92,60.54,5.15,0.74,125.14,4.77,42.47,77.90,1.09,3.86,0.00,46.65,42.55,60.03,2.19,5.61,14.25,0.00,4.80,304.49,30.81,93.92,131.24,2023-07-05 09:00:00
10,10~11,12.50,153.57,16.76,72.31,0.18,1.93,69.36,10.14,0.73,158.36,6.07,50.47,101.82,1.11,3.96,0.00,43.68,37.51,55.60,2.34,6.11,17.23,0.00,10.39,319.02,33.01,96.74,136.38,2023-07-05 10:00:00
