,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,20.12,55.33,4.78,29.25,0.33,0.10,10.65,3.28,2.16,85.60,3.16,25.63,56.81,1.06,0.73,0.16,43.74,43.79,120.99,2.72,2.56,2.59,4.24,0.70,155.93,3.10,62.26,71.00,2023-11-21 00:00:00
1,1~2,14.82,54.49,4.71,28.37,0.33,0.12,10.16,3.19,2.07,84.28,2.84,25.44,56.00,1.12,0.78,0.17,31.21,32.10,121.77,2.72,2.63,2.57,4.23,1.02,152.45,2.99,60.02,69.74,2023-11-21 01:00:00
2,2~3,7.62,54.65,4.85,28.50,0.33,0.12,10.33,2.92,2.08,84.02,2.91,25.32,55.79,1.11,0.74,0.17,21.80,22.45,37.21,2.78,2.60,2.49,4.24,1.18,151.40,2.97,60.57,67.94,2023-11-21 02:00:00
3,3~4,6.81,53.88,4.89,28.44,0.33,0.12,10.97,2.75,2.10,83.83,2.88,24.99,55.96,1.07,0.78,0.16,19.43,18.07,25.27,2.78,2.59,2.59,4.23,0.75,150.24,3.16,59.39,68.19,2023-11-21 03:00:00
4,4~5,6.75,54.12,4.72,28.37,0.33,0.05,12.30,2.45,2.10,83.98,2.84,24.79,56.35,1.03,0.75,0.17,16.94,19.43,22.75,2.84,2.60,2.51,4.23,0.88,150.85,2.91,60.58,67.87,2023-11-21 04:00:00
5,5~6,6.57,53.21,4.65,28.50,0.33,0.01,12.51,2.45,2.04,84.17,3.00,24.36,56.81,1.02,0.85,0.17,15.98,20.15,35.36,2.72,2.69,2.75,4.23,0.94,151.71,3.34,59.40,68.69,2023-11-21 05:00:00
6,6~7,5.68,53.02,4.97,28.25,0.19,0.04,11.11,1.80,1.42,84.29,2.75,23.90,57.64,0.96,0.75,0.16,14.57,15.63,53.63,2.66,3.73,2.72,1.92,2.38,156.21,5.13,60.15,70.63,2023-11-21 06:00:00
7,7~8,6.32,53.45,5.49,29.75,0.07,0.04,16.29,1.77,1.04,86.43,2.84,25.17,58.42,1.08,0.76,0.17,16.00,15.54,28.55,2.65,3.71,2.49,0.00,3.46,157.28,5.37,59.99,71.12,2023-11-21 07:00:00
8,8~9,7.12,55.56,7.07,35.63,0.06,0.03,41.36,2.11,1.29,90.18,3.57,26.65,59.96,1.24,1.40,0.06,18.92,18.77,26.45,3.04,3.94,4.01,0.00,2.15,163.71,7.00,62.51,72.50,2023-11-21 08:00:00
9,9~10,10.13,61.48,7.40,39.00,0.06,0.01,45.83,3.70,0.98,100.10,5.88,27.96,66.26,0.94,0.98,0.00,23.76,19.43,28.01,2.96,4.74,5.12,0.00,1.79,171.04,9.22,65.33,74.06,2023-11-21 09:00:00
10,10~11,12.00,66.87,7.50,42.56,0.07,0.04,44.27,3.20,1.00,104.02,6.93,29.00,68.09,1.15,0.91,0.00,25.75,22.31,43.06,3.04,5.50,4.76,0.00,3.15,180.10,8.75,67.63,79.38,2023-11-21 10:00:00
11,11~12,7.50,73.24,7.78,42.56,0.07,0.07,48.24,3.48,1.08,109.51,6.62,29.42,73.47,1.09,0.93,0.00,23.06,25.01,44.43,2.84,5.24,5.49,0.00,9.00,188.64,9.59,69.55,84.19,2023-11-21 11:00:00
