,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,15.44,53.44,6.58,28.06,0.38,0.11,8.65,2.16,1.91,---,4.59,---,55.90,1.64,0.07,0.00,26.76,34.45,143.31,1.78,3.23,5.01,---,---,---,5.76,69.04,65.52,2023-01-08 00:00:00
1,1~2,14.75,51.90,6.95,27.62,0.38,0.12,8.29,2.08,2.01,---,4.51,---,55.66,1.17,0.07,0.00,24.97,31.45,70.36,1.72,3.24,5.12,---,---,---,5.84,68.59,65.40,2023-01-08 01:00:00
2,2~3,6.56,52.66,6.88,27.57,0.38,0.13,8.40,2.10,1.98,---,4.59,---,54.50,1.98,0.06,0.00,19.97,21.94,27.97,1.81,3.31,5.03,---,---,---,5.48,69.89,63.83,2023-01-08 02:00:00
3,3~4,5.19,51.81,6.91,27.00,0.38,0.12,9.80,2.08,2.00,---,4.54,---,53.62,1.93,0.06,0.00,16.94,17.55,23.46,1.75,3.16,4.71,---,---,---,5.50,69.28,64.35,2023-01-08 03:00:00
4,4~5,5.19,51.66,6.69,27.06,0.38,0.12,10.51,2.14,1.95,---,4.55,---,53.85,1.93,0.07,0.00,15.53,16.50,35.75,1.84,3.16,4.28,---,---,---,5.78,69.30,63.83,2023-01-08 04:00:00
5,5~6,4.94,52.62,6.71,27.06,0.38,0.09,11.49,2.12,1.88,---,4.66,---,53.41,1.94,0.08,0.00,14.56,14.73,51.91,1.82,3.16,3.85,---,---,---,5.65,69.45,64.19,2023-01-08 05:00:00
6,6~7,4.50,50.78,6.89,27.69,0.35,0.02,9.60,1.78,1.22,---,4.41,---,54.80,1.34,0.06,0.00,15.41,13.66,18.59,1.81,3.49,3.97,---,---,---,6.16,68.80,66.39,2023-01-08 06:00:00
7,7~8,3.68,51.69,6.83,27.69,0.11,0.00,11.26,1.66,0.66,---,4.71,---,55.41,1.67,0.09,0.00,14.16,13.17,18.11,1.81,3.59,3.78,---,---,---,5.65,69.86,66.31,2023-01-08 07:00:00
8,8~9,4.63,53.12,7.47,28.12,0.12,0.00,19.53,1.71,1.85,---,6.97,---,55.13,1.41,0.08,0.00,13.87,14.42,48.28,1.81,3.31,3.97,---,---,---,5.78,70.40,66.25,2023-01-08 08:00:00
9,9~10,5.19,56.35,9.92,29.00,0.11,0.00,30.83,1.72,1.85,---,7.60,---,59.22,1.08,0.08,0.00,14.22,15.78,32.68,1.82,3.19,4.19,---,---,---,5.43,71.43,66.66,2023-01-08 09:00:00
10,10~11,6.56,57.53,9.92,29.31,0.11,0.00,32.27,1.74,1.82,---,6.84,---,62.28,1.13,0.05,0.00,15.40,17.75,21.29,1.78,3.40,4.40,---,---,---,5.66,72.07,69.35,2023-01-08 10:00:00
11,11~12,13.25,59.57,10.07,30.32,0.12,0.00,34.79,1.97,1.85,---,6.32,---,59.96,1.11,0.07,0.00,17.95,16.49,46.50,1.81,3.51,4.47,---,---,---,5.86,72.07,71.53,2023-01-08 11:00:00
12,12~13,13.37,60.68,9.73,30.50,0.11,0.01,36.04,1.80,1.84,---,5.59,---,61.23,1.22,0.07,0.00,22.62,22.10,28.04,1.81,3.47,3.72,---,---,---,5.99,72.98,70.22,2023-01-08 12:00:00
13,13~14,10.32,60.85,10.47,32.00,0.11,0.00,36.77,2.39,1.86,---,6.35,---,63.99,1.31,0.06,0.00,20.12,20.97,21.88,1.82,3.38,4.78,---,---,---,6.43,72.82,74.55,2023-01-08 13:00:00
14,14~15,6.93,63.43,9.88,32.37,0.11,0.00,36.95,2.36,1.99,---,7.83,---,64.29,1.18,0.07,0.00,26.00,22.31,86.32,1.75,3.43,4.94,---,---,---,5.52,73.08,76.06,2023-01-08 14:00:00
15,15~16,5.69,62.88,10.12,31.75,0.12,0.02,29.27,3.13,2.42,---,8.35,---,64.40,1.36,0.07,0.00,17.82,18.20,102.21,1.87,3.39,4.81,---,---,---,5.93,72.85,75.75,2023-01-08 15:00:00
16,16~17,7.94,64.21,10.47,32.06,0.13,0.02,26.44,3.28,2.25,---,6.84,---,64.69,1.43,0.07,0.00,20.29,18.40,31.05,1.88,3.21,3.41,---,---,---,5.51,73.35,73.87,2023-01-08 16:00:00
17,17~18,8.37,60.48,10.24,32.32,0.38,0.08,17.09,3.02,2.43,---,4.48,---,61.66,1.75,0.09,0.00,28.25,19.37,24.93,1.93,3.10,3.37,---,---,---,6.36,73.05,71.01,2023-01-08 17:00:00
18,18~19,9.50,61.74,9.35,31.56,0.37,0.08,14.45,3.19,2.08,---,4.84,---,60.47,1.69,0.06,0.00,25.46,23.07,25.97,1.88,2.98,3.16,---,---,---,5.90,71.89,72.96,2023-01-08 18:00:00
19,19~20,9.32,60.16,8.33,32.06,0.38,0.09,14.47,2.89,1.96,---,4.37,---,57.31,1.31,0.07,0.00,21.72,29.12,43.93,1.78,2.94,3.13,---,---,---,5.87,70.72,72.35,2023-01-08 19:00:00
20,20~21,10.56,59.00,6.82,31.00,0.37,0.09,12.32,2.89,1.98,---,4.35,---,56.52,1.33,0.06,0.00,23.48,27.18,56.37,1.81,2.99,3.12,---,---,---,5.50,70.85,71.96,2023-01-08 20:00:00
21,21~22,14.00,58.37,5.77,30.13,0.38,0.08,11.79,2.92,1.98,---,4.15,---,55.88,1.33,0.06,0.00,24.37,27.07,35.63,1.81,3.06,3.46,---,---,---,5.41,70.90,69.32,2023-01-08 21:00:00
22,22~23,18.56,56.51,6.10,30.37,0.37,0.09,9.85,2.90,2.04,---,4.19,---,57.01,1.33,0.07,0.00,27.81,31.43,34.48,1.82,3.01,3.29,---,---,---,6.51,71.03,68.38,2023-01-08 22:00:00
23,23~24,14.25,56.12,5.94,29.81,0.38,0.09,8.87,2.97,2.04,---,4.53,---,55.84,1.05,0.08,0.00,31.34,28.76,125.44,1.81,3.07,3.31,---,---,---,5.53,70.41,68.50,2023-01-08 23:00:00
