,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,14.82,72.63,7.79,33.50,0.48,0.12,13.23,1.89,1.70,97.96,7.41,23.48,67.07,2.79,3.49,0.17,64.11,41.76,67.63,3.22,2.64,4.18,4.28,1.33,235.16,9.22,83.32,117.02,2024-06-20 00:00:00
1,1~2,15.12,66.12,7.98,33.24,0.46,0.10,12.25,2.00,1.66,94.58,6.59,22.90,65.09,1.61,2.89,0.17,60.78,44.54,141.13,3.25,2.69,3.81,4.30,0.75,234.12,9.00,82.40,116.99,2024-06-20 01:00:00
2,2~3,9.38,66.13,8.06,32.42,0.46,0.12,12.33,1.92,1.65,92.73,6.15,22.68,63.90,1.30,2.93,0.16,54.25,40.14,76.47,3.28,2.69,3.38,4.29,1.02,231.33,9.43,81.31,115.21,2024-06-20 02:00:00
3,3~4,8.81,64.06,8.07,32.22,0.47,0.11,12.31,1.94,1.70,91.19,5.26,22.23,63.70,1.24,2.91,0.17,51.31,38.31,44.99,3.28,2.76,3.38,4.31,0.78,229.85,8.70,81.57,115.37,2024-06-20 03:00:00
4,4~5,8.69,64.79,7.98,32.61,0.46,0.01,12.73,1.83,1.69,90.30,5.71,21.63,62.96,1.21,2.98,0.16,48.75,29.81,43.63,3.25,2.76,3.66,4.30,1.16,230.43,9.18,81.70,113.82,2024-06-20 04:00:00
5,5~6,7.87,64.40,8.13,32.33,0.29,0.00,12.23,1.90,1.53,91.05,5.57,21.37,64.11,1.08,3.10,0.17,47.71,29.42,42.75,3.28,2.76,3.93,2.34,0.80,230.39,9.53,81.56,114.45,2024-06-20 05:00:00
6,6~7,8.19,64.53,8.24,32.40,0.19,0.01,16.09,1.53,0.72,92.13,5.16,22.11,64.86,1.03,3.04,0.17,46.21,29.36,40.84,3.31,4.01,3.87,0.09,8.26,230.94,8.82,82.17,113.50,2024-06-20 06:00:00
7,7~8,8.06,69.91,9.96,42.08,0.20,0.00,22.87,1.38,0.67,97.52,5.34,23.99,68.19,1.44,3.29,0.00,47.90,27.65,54.13,3.38,4.26,4.79,0.00,13.28,241.84,10.28,83.36,119.19,2024-06-20 07:00:00
8,8~9,9.38,79.65,9.55,53.80,0.20,0.00,59.38,3.94,1.48,109.91,5.34,28.25,76.32,1.03,3.51,0.00,46.35,27.65,75.87,3.56,4.83,6.52,0.00,3.55,266.38,22.66,88.55,125.33,2024-06-20 08:00:00
9,9~10,11.06,104.16,11.37,62.92,0.19,0.40,69.56,7.62,1.60,123.03,9.00,32.53,81.50,1.09,4.03,0.00,48.65,29.54,47.35,4.37,5.31,8.54,0.00,3.99,292.83,30.78,98.29,131.02,2024-06-20 09:00:00
10,10~11,10.62,131.43,11.62,69.37,0.20,0.63,78.21,7.79,1.68,145.29,17.72,35.14,92.43,1.05,3.25,0.00,53.92,26.64,46.19,4.54,6.88,9.47,0.00,11.49,311.37,30.55,102.61,145.45,2024-06-20 10:00:00
11,11~12,10.19,140.50,11.48,72.85,0.20,0.11,97.15,9.54,2.06,150.07,17.84,38.64,93.59,0.98,5.26,0.00,48.69,26.69,45.78,4.87,6.01,10.37,0.00,18.08,320.26,29.48,103.75,153.02,2024-06-20 11:00:00
12,12~13,10.75,139.19,14.02,69.90,0.19,0.00,92.89,10.36,2.81,148.39,19.03,37.93,91.43,1.35,4.77,0.00,42.04,31.39,43.47,5.09,5.64,9.60,0.00,15.68,315.95,23.40,103.94,155.43,2024-06-20 12:00:00
13,13~14,13.00,138.76,15.55,73.44,0.20,0.00,96.08,10.61,1.81,156.74,21.25,42.38,93.11,1.40,4.61,0.00,42.63,32.88,44.97,5.22,4.07,12.53,0.00,7.18,324.96,27.75,106.29,157.18,2024-06-20 13:00:00
14,14~15,9.56,134.87,15.81,79.00,0.19,0.77,104.82,10.99,1.65,164.07,26.10,41.22,96.75,1.29,4.76,0.00,39.00,30.69,46.24,4.91,5.69,13.06,0.00,4.27,335.88,33.09,106.96,161.56,2024-06-20 14:00:00
15,15~16,10.75,134.66,16.05,76.77,0.19,1.15,91.58,10.48,1.67,163.12,24.15,40.85,98.12,1.21,4.96,0.04,34.73,29.33,60.63,4.44,6.38,12.41,0.00,16.70,330.02,33.29,104.64,157.60,2024-06-20 15:00:00
16,16~17,12.82,136.33,15.50,73.81,0.19,0.12,83.76,10.87,1.79,151.92,22.76,36.88,92.28,1.40,4.48,0.17,38.55,30.14,53.46,4.50,4.26,9.49,0.03,15.33,328.09,34.15,103.47,157.84,2024-06-20 16:00:00
17,17~18,12.25,129.38,15.12,64.84,0.19,0.01,92.11,10.39,1.69,152.99,23.84,36.94,92.21,1.26,4.44,0.17,43.31,30.45,37.13,4.81,3.76,7.60,0.47,0.85,295.80,17.16,101.21,147.99,2024-06-20 17:00:00
18,18~19,12.75,121.25,11.82,55.22,0.36,0.09,88.97,10.22,1.67,149.25,24.53,33.40,91.32,1.90,4.04,0.17,41.36,33.94,41.94,3.19,3.63,5.90,4.37,1.15,274.09,11.21,94.54,139.55,2024-06-20 18:00:00
19,19~20,11.25,113.69,10.54,48.11,0.45,0.11,86.29,10.33,1.71,145.41,23.41,35.67,86.33,3.79,3.94,0.16,42.21,35.48,51.56,2.97,3.45,5.35,4.33,0.87,266.99,11.76,91.38,136.98,2024-06-20 19:00:00
