,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,12.87,63.87,8.58,34.81,0.46,0.11,10.74,4.01,1.68,70.32,1.49,20.91,47.92,1.02,2.29,0.00,61.37,39.69,129.22,3.22,2.83,6.60,4.18,0.89,195.46,7.37,68.92,90.13,2024-08-10 00:00:00
1,1~2,9.31,62.13,8.79,34.32,0.46,0.11,10.62,3.20,1.72,69.33,1.54,20.31,47.48,1.24,2.02,0.00,56.50,35.81,72.88,3.12,2.68,6.63,4.16,0.89,194.10,7.72,68.30,89.25,2024-08-10 01:00:00
2,2~3,8.88,61.00,8.88,34.31,0.46,0.08,11.36,2.70,1.66,67.18,1.44,19.79,45.95,3.61,1.93,0.00,53.69,37.43,46.53,3.22,2.64,6.37,4.18,0.73,192.81,7.41,68.62,88.58,2024-08-10 02:00:00
3,3~4,8.50,61.12,8.70,33.86,0.46,0.10,11.29,2.58,1.67,67.91,1.49,19.74,46.68,3.23,2.30,0.00,50.89,31.24,40.62,3.16,2.63,6.84,4.17,1.16,191.87,7.40,67.94,88.41,2024-08-10 03:00:00
4,4~5,8.31,60.13,8.62,33.44,0.45,0.12,11.77,2.55,1.70,67.17,1.54,19.32,46.31,2.98,2.02,0.00,49.60,28.65,37.94,3.06,2.63,6.85,4.18,0.80,191.73,7.87,67.37,88.44,2024-08-10 04:00:00
5,5~6,7.63,60.19,8.51,33.21,0.37,0.10,12.07,2.43,1.60,66.04,1.40,18.64,46.00,3.16,2.06,0.00,49.62,28.58,38.85,3.12,2.69,6.68,1.65,1.00,189.95,7.10,67.44,87.36,2024-08-10 05:00:00
6,6~7,7.68,61.18,8.17,33.55,0.19,0.08,13.72,2.09,0.72,66.95,1.41,19.04,46.50,3.54,1.95,0.00,44.72,27.46,38.69,3.03,3.18,6.47,0.00,0.76,191.95,7.03,68.18,88.66,2024-08-10 06:00:00
7,7~8,10.32,63.38,8.38,33.50,0.19,0.07,19.62,2.25,0.69,68.84,1.28,19.75,47.81,3.32,2.05,0.00,47.91,27.84,44.03,3.00,3.39,6.69,0.00,0.76,199.44,7.91,69.74,92.76,2024-08-10 07:00:00
8,8~9,9.56,68.50,8.79,35.86,0.20,0.07,79.88,5.31,0.71,74.30,1.50,22.10,50.70,1.39,2.57,0.00,48.23,30.33,71.53,3.10,3.62,7.16,0.00,1.05,207.86,10.41,70.62,96.37,2024-08-10 08:00:00
9,9~10,8.31,71.75,8.73,39.27,0.19,0.07,96.74,8.57,0.69,81.03,1.41,25.85,53.77,1.27,3.34,0.00,53.04,29.02,49.06,3.56,4.44,8.09,0.00,1.23,216.52,15.68,72.16,97.83,2024-08-10 09:00:00
10,10~11,8.00,82.81,9.27,42.36,0.19,0.06,92.07,8.68,0.67,81.04,1.49,24.84,54.71,1.19,3.38,0.00,50.47,27.10,44.56,3.66,4.56,9.53,0.00,0.96,222.22,16.56,72.93,101.69,2024-08-10 10:00:00
11,11~12,7.50,92.94,8.95,43.36,0.20,0.05,96.14,9.11,0.72,91.56,1.51,28.35,61.70,1.48,3.66,0.00,51.08,27.48,42.63,3.62,4.57,9.51,0.00,0.67,216.64,12.04,72.65,100.34,2024-08-10 11:00:00
12,12~13,7.81,90.81,12.59,44.93,0.20,0.06,90.05,8.89,0.71,101.41,2.31,28.18,70.92,1.17,3.37,0.00,46.83,29.80,42.56,3.72,4.43,8.87,0.00,0.88,217.16,11.09,73.06,101.56,2024-08-10 12:00:00
13,13~14,12.00,90.06,12.22,46.60,0.19,0.07,84.18,14.63,0.66,104.11,3.37,27.56,73.18,1.25,2.98,0.00,46.09,30.66,45.31,3.72,4.13,9.28,0.00,0.99,214.67,11.78,72.25,99.27,2024-08-10 13:00:00
14,14~15,16.00,94.13,11.32,47.56,0.20,0.06,77.98,13.52,0.74,106.37,4.85,28.25,73.27,1.58,2.40,0.00,44.47,25.78,37.91,3.12,3.69,9.47,0.00,0.79,214.70,14.03,71.24,98.75,2024-08-10 14:00:00
15,15~16,12.88,90.00,11.31,47.28,0.20,0.07,79.47,13.16,0.68,109.22,4.81,28.94,75.47,1.45,2.90,0.00,45.05,25.95,36.84,3.32,3.75,10.50,0.00,0.95,222.20,13.82,71.75,106.03,2024-08-10 15:00:00
16,16~17,9.19,87.19,10.01,44.64,0.19,0.05,72.12,13.00,0.79,102.69,4.47,25.82,72.40,1.20,3.00,0.00,43.41,24.65,36.38,3.62,3.68,8.03,0.00,0.74,228.79,14.50,75.45,107.77,2024-08-10 16:00:00
17,17~18,9.68,85.37,9.39,43.75,0.19,0.05,40.30,13.64,1.21,102.65,3.35,26.76,72.54,1.19,2.52,0.00,41.02,22.71,44.96,3.60,3.64,8.28,0.33,0.96,222.59,9.90,76.11,105.76,2024-08-10 17:00:00
18,18~19,10.50,81.94,9.55,41.06,0.41,0.11,17.43,10.82,1.72,102.58,2.55,27.13,72.90,1.41,2.52,0.00,42.08,25.26,40.41,3.31,3.50,7.72,4.06,0.92,212.84,7.66,71.26,103.80,2024-08-10 18:00:00
19,19~20,9.88,77.50,8.73,37.39,0.45,0.10,15.92,6.64,1.70,108.74,2.85,27.65,78.24,1.07,2.16,0.00,35.71,27.04,51.41,2.97,3.31,7.69,4.18,0.71,213.05,7.47,75.73,99.61,2024-08-10 19:00:00
20,20~21,10.00,73.94,8.38,37.25,0.44,0.11,15.46,6.86,1.72,96.52,2.69,22.75,71.08,1.10,2.38,0.00,38.85,33.59,69.06,2.97,2.94,7.72,4.16,0.93,212.88,8.09,83.49,91.27,2024-08-10 20:00:00
21,21~22,10.37,75.62,8.44,36.05,0.45,0.11,14.99,7.82,1.76,94.15,2.52,23.09,68.54,1.14,2.46,0.00,44.56,37.13,46.25,3.03,2.81,8.02,4.13,1.49,205.27,7.82,74.91,92.38,2024-08-10 21:00:00
22,22~23,13.57,71.56,7.98,35.59,0.44,0.11,11.81,6.31,1.70,87.42,2.88,19.07,65.47,1.15,2.52,0.00,58.01,41.17,49.62,2.97,2.89,8.19,4.13,0.83,203.24,7.84,71.05,94.48,2024-08-10 22:00:00
23,23~24,17.12,68.13,8.13,34.80,0.43,0.09,10.57,6.00,1.66,80.27,2.19,17.93,60.15,1.04,2.49,0.00,56.92,38.96,54.60,2.93,2.75,7.16,4.11,0.89,196.43,6.96,69.71,89.41,2024-08-10 23:00:00
