,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,14.50,83.93,11.85,36.17,0.42,0.09,12.20,4.24,1.69,---,2.50,---,67.24,3.91,3.64,0.16,85.51,62.93,142.54,3.66,2.70,6.94,4.02,0.98,---,8.59,75.40,107.60,2024-07-22 00:00:00
1,1~2,14.06,82.01,11.88,36.05,0.42,0.10,10.23,4.27,1.68,---,2.59,---,66.84,1.92,3.75,0.17,80.73,52.89,79.54,3.72,2.75,6.44,4.03,0.99,---,8.22,75.22,106.07,2024-07-22 01:00:00
2,2~3,10.88,81.72,11.37,35.14,0.42,0.09,10.85,4.33,1.72,---,2.53,---,65.06,1.02,3.52,0.17,75.70,44.87,68.28,3.68,2.75,6.16,4.02,0.76,---,8.63,75.48,104.92,2024-07-22 02:00:00
3,3~4,9.12,79.12,12.18,35.00,0.43,0.10,10.41,4.16,1.65,---,2.12,---,62.62,1.05,3.86,0.16,70.38,42.18,61.68,3.63,2.75,5.77,4.02,0.77,---,8.43,75.32,105.65,2024-07-22 03:00:00
4,4~5,9.13,78.50,11.69,34.78,0.42,0.05,11.27,4.10,1.77,---,1.66,---,54.27,0.97,3.89,0.17,66.67,39.02,57.44,3.69,2.75,6.07,4.04,1.05,---,7.91,74.82,104.51,2024-07-22 04:00:00
5,5~6,8.56,75.66,11.63,34.58,0.29,0.01,10.87,4.07,1.56,---,1.53,---,53.76,0.90,3.56,0.17,61.95,38.61,55.16,3.62,2.75,6.03,1.46,0.93,---,8.16,74.61,104.07,2024-07-22 05:00:00
6,6~7,8.69,74.53,11.38,39.40,0.16,0.02,13.11,3.83,0.80,---,1.47,---,54.57,0.98,3.62,0.16,60.54,39.90,53.84,3.72,3.75,6.06,0.00,10.93,---,7.87,75.20,107.97,2024-07-22 06:00:00
7,7~8,9.87,80.81,12.13,50.35,0.17,0.55,16.35,3.90,0.68,---,1.40,---,56.28,1.48,4.04,0.09,57.31,37.19,59.41,3.91,4.19,6.94,0.00,13.05,---,12.88,76.27,119.93,2024-07-22 07:00:00
8,8~9,15.94,99.62,13.42,66.51,0.17,0.06,46.64,4.17,0.71,---,2.63,---,71.45,1.45,4.05,0.00,54.24,39.58,58.18,3.96,5.12,7.87,0.00,4.99,---,15.18,81.98,130.51,2024-07-22 08:00:00
9,9~10,13.19,136.10,16.51,74.25,0.17,0.24,59.28,10.72,0.74,---,4.78,---,85.67,1.24,4.05,0.00,49.41,35.28,86.63,4.04,5.69,9.66,0.00,4.57,---,27.88,94.60,143.61,2024-07-22 09:00:00
