,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,23.50,55.48,7.52,30.00,0.39,0.02,10.04,4.34,1.68,85.43,4.35,26.67,54.41,1.41,0.78,0.17,63.55,49.12,125.70,2.59,2.31,3.53,4.40,1.71,175.18,6.37,66.83,75.91,2023-10-17 00:00:00
1,1~2,12.81,55.97,7.68,29.69,0.40,0.02,9.50,3.56,1.70,83.64,2.97,26.26,54.41,1.10,0.79,0.16,46.01,42.24,50.30,2.63,2.36,3.41,4.40,0.66,173.33,6.41,65.54,75.77,2023-10-17 01:00:00
2,2~3,8.75,54.97,7.56,29.56,0.39,0.01,10.29,3.21,1.68,93.59,3.28,26.88,63.43,1.11,0.78,0.17,36.94,43.18,90.95,2.62,2.37,2.87,4.40,0.99,174.62,6.47,66.81,75.07,2023-10-17 02:00:00
3,3~4,7.63,54.83,7.60,29.31,0.39,0.02,10.56,3.19,1.70,93.22,3.46,26.86,62.90,1.21,0.77,0.17,33.97,27.58,103.08,2.53,2.33,3.28,4.39,0.87,173.58,6.43,66.17,74.90,2023-10-17 03:00:00
4,4~5,7.00,55.62,7.95,29.38,0.39,0.00,11.58,3.17,1.67,92.40,3.29,26.29,62.82,1.12,0.77,0.16,31.69,26.11,34.15,2.56,2.34,3.60,4.41,0.98,174.51,6.34,66.33,76.19,2023-10-17 04:00:00
5,5~6,6.75,54.56,7.85,29.37,0.39,0.00,12.04,3.18,1.64,92.12,3.25,26.06,62.81,0.99,0.77,0.17,30.58,25.79,32.40,2.50,2.39,3.34,3.23,0.85,172.60,6.11,65.82,75.25,2023-10-17 05:00:00
6,6~7,7.19,54.47,7.65,30.25,0.16,0.01,10.74,2.91,0.89,92.94,3.25,25.47,64.22,1.28,0.78,0.08,29.27,23.98,28.66,2.47,3.30,3.06,0.03,2.14,175.87,7.37,66.01,75.62,2023-10-17 06:00:00
7,7~8,7.00,55.38,8.09,32.75,0.12,0.02,15.47,3.25,0.64,95.60,3.44,26.50,65.66,1.03,0.77,0.00,30.14,24.18,39.24,2.53,3.20,3.35,0.00,3.40,178.66,7.28,66.80,77.47,2023-10-17 07:00:00
8,8~9,9.06,62.16,9.29,39.63,0.13,0.01,28.05,4.51,0.64,104.68,3.71,33.50,67.47,1.10,0.89,0.00,37.19,26.05,66.34,2.69,3.85,5.74,0.00,2.15,192.50,12.40,68.13,84.19,2023-10-17 08:00:00
9,9~10,10.62,71.05,10.01,43.06,0.13,0.01,33.55,5.77,0.64,113.22,5.38,37.06,70.78,1.10,0.84,0.00,32.99,25.58,35.28,2.72,3.98,6.97,0.00,2.50,234.12,37.29,74.45,91.16,2023-10-17 09:00:00
10,10~11,11.00,78.83,12.79,41.94,0.13,0.00,39.34,7.41,0.61,118.15,6.12,38.66,73.37,1.33,0.92,0.00,28.89,26.92,35.54,2.78,4.89,8.38,0.00,4.88,248.55,41.09,77.78,96.59,2023-10-17 10:00:00
11,11~12,11.25,89.89,15.05,51.12,0.13,0.00,44.11,8.17,0.64,123.46,7.81,40.30,75.35,1.05,0.99,0.00,30.48,26.54,36.71,2.91,5.00,8.72,0.00,12.37,235.54,25.47,80.20,96.00,2023-10-17 11:00:00
12,12~13,11.07,91.41,14.71,53.38,0.13,0.00,43.25,6.50,0.64,125.93,10.72,35.72,79.49,1.02,1.02,0.00,31.46,30.18,53.69,3.00,4.82,8.65,0.00,9.36,226.71,15.71,81.53,96.57,2023-10-17 12:00:00
13,13~14,13.25,89.50,13.93,58.18,0.13,0.01,56.29,10.27,0.64,126.34,10.47,37.12,78.75,1.24,1.22,0.00,34.13,30.77,56.55,2.94,4.73,8.63,0.00,2.01,228.55,14.73,80.92,100.59,2023-10-17 13:00:00
14,14~15,12.43,98.55,14.04,59.32,0.14,0.01,56.10,10.59,0.65,132.45,10.60,40.72,81.13,1.42,1.07,0.00,27.54,26.17,35.06,2.87,4.44,8.44,0.00,2.55,243.25,26.12,82.14,100.56,2023-10-17 14:00:00
15,15~16,10.19,98.78,14.67,57.31,1.33,0.00,48.92,11.14,0.64,132.48,11.03,39.98,81.47,1.46,0.95,0.00,28.18,28.96,33.25,2.84,4.25,8.15,0.00,9.66,265.61,43.07,81.90,104.38,2023-10-17 15:00:00
16,16~17,12.56,88.98,16.44,51.94,0.65,0.02,38.99,9.26,0.77,138.79,14.06,41.26,83.47,0.93,0.95,0.06,31.44,29.89,35.43,2.72,3.51,7.31,0.30,11.92,240.84,21.81,81.46,103.69,2023-10-17 16:00:00
17,17~18,12.44,88.40,15.15,46.12,0.39,0.01,68.28,8.88,1.55,133.28,13.19,37.00,83.09,1.07,0.93,0.17,36.06,36.97,62.69,2.82,3.14,6.72,4.38,2.78,218.44,10.27,80.79,96.87,2023-10-17 17:00:00
18,18~19,18.63,83.02,15.05,42.25,0.40,0.01,83.14,8.83,1.74,129.30,14.57,35.82,78.91,1.23,0.87,0.17,40.19,39.20,76.92,2.90,3.12,4.44,4.46,1.50,211.23,7.75,78.82,94.46,2023-10-17 18:00:00
19,19~20,18.68,75.63,12.32,37.69,0.40,0.02,81.72,9.24,1.70,122.13,14.27,33.96,73.90,1.60,0.94,0.16,45.64,42.99,56.93,2.69,3.07,3.81,4.45,1.04,207.66,6.95,77.72,93.07,2023-10-17 19:00:00
20,20~21,16.88,66.81,9.31,35.19,0.39,0.02,73.40,8.14,1.71,117.53,14.01,31.61,71.91,1.67,0.80,0.17,54.59,46.77,91.73,2.66,2.54,3.63,4.42,0.74,212.78,6.81,81.40,95.16,2023-10-17 20:00:00
21,21~22,18.25,62.42,7.32,33.62,0.39,0.02,56.42,7.54,1.70,114.07,10.93,30.82,72.32,1.56,0.90,0.17,53.12,56.28,153.53,2.59,2.54,3.74,4.41,0.85,208.53,6.50,83.39,90.31,2023-10-17 21:00:00
22,22~23,20.31,61.88,7.05,31.50,0.39,0.01,13.89,7.99,1.71,108.24,5.56,30.25,72.43,1.55,0.79,0.16,63.86,69.36,131.31,2.66,2.49,3.76,4.38,0.72,201.41,7.12,78.80,87.15,2023-10-17 22:00:00
23,23~24,21.88,60.97,6.33,30.31,0.39,0.01,11.10,5.31,1.68,102.29,4.06,29.85,68.38,1.60,0.91,0.17,76.44,60.42,133.32,2.59,2.51,3.28,4.39,1.16,189.42,6.72,72.02,82.97,2023-10-17 23:00:00
