,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,11.06,46.96,5.21,25.13,0.33,0.11,9.95,4.17,1.68,86.59,2.64,19.78,64.17,1.05,0.72,0.17,24.64,22.11,48.26,1.82,4.04,2.06,4.38,1.22,142.04,3.03,55.40,63.13,2024-01-13 00:00:00
1,1~2,7.07,47.57,5.35,25.00,0.33,0.12,9.72,4.22,1.70,85.89,2.51,19.69,63.69,1.10,0.80,0.17,23.91,18.91,58.01,1.78,3.97,2.25,4.39,1.26,141.90,3.50,54.71,63.30,2024-01-13 01:00:00
2,2~3,6.56,46.87,5.51,24.87,0.34,0.13,9.74,2.89,1.69,85.74,2.59,20.44,62.71,1.07,0.80,0.16,27.71,14.97,25.63,1.78,4.15,2.06,4.40,0.90,142.11,2.94,55.31,63.01,2024-01-13 02:00:00
3,3~4,6.37,47.41,5.64,25.00,0.33,0.09,10.12,2.75,1.72,82.48,2.44,19.40,60.64,1.11,1.01,0.17,16.73,14.84,17.34,1.72,4.28,2.10,4.39,0.84,141.46,3.50,54.73,62.93,2024-01-13 03:00:00
4,4~5,5.75,46.75,5.73,24.75,0.34,0.13,13.25,2.75,1.70,82.72,2.44,19.53,60.75,1.07,0.73,0.17,15.42,14.27,35.53,1.75,4.29,1.93,4.41,0.80,141.70,3.09,54.94,62.94,2024-01-13 04:00:00
5,5~6,5.69,47.57,5.23,24.50,0.33,0.12,12.71,2.70,1.69,82.16,2.34,19.40,60.42,1.32,0.76,0.16,14.90,14.04,40.96,1.75,4.34,1.97,4.39,0.84,141.65,3.25,54.90,62.94,2024-01-13 05:00:00
6,6~7,4.88,46.96,5.19,24.94,0.31,0.12,10.81,2.47,1.24,85.15,2.38,19.89,62.88,0.95,0.71,0.17,11.84,13.09,16.01,1.69,5.60,1.94,2.37,1.04,142.19,3.54,54.49,63.50,2024-01-13 06:00:00
7,7~8,4.87,47.97,5.17,24.63,0.07,0.08,12.18,2.32,0.68,83.05,2.34,18.90,61.81,1.05,0.74,0.17,11.83,11.92,15.54,1.62,5.28,2.00,0.01,1.43,142.57,3.65,55.42,63.07,2024-01-13 07:00:00
8,8~9,4.88,48.22,5.49,25.43,0.07,0.07,12.42,2.33,1.64,84.91,2.25,19.41,63.25,1.23,0.77,0.14,12.14,14.42,48.26,1.72,4.72,1.66,0.00,0.83,144.36,3.19,56.48,63.81,2024-01-13 08:00:00
9,9~10,5.62,49.91,5.35,26.25,0.07,0.04,13.45,2.36,1.62,86.01,2.25,19.82,63.94,1.04,0.90,0.00,13.89,15.25,31.33,1.66,4.65,1.84,0.00,0.59,145.94,3.25,57.43,64.37,2024-01-13 09:00:00
10,10~11,9.69,49.84,5.21,27.07,0.07,0.05,14.41,2.28,1.61,87.38,2.25,19.71,65.42,1.18,1.03,0.00,14.13,12.93,20.67,1.81,4.97,1.94,0.00,0.97,147.36,3.41,57.59,65.31,2024-01-13 10:00:00
11,11~12,10.75,51.18,5.06,27.68,0.07,0.04,14.36,2.30,1.64,89.03,2.44,20.12,66.47,0.90,1.03,0.00,15.91,17.28,64.47,1.84,4.96,2.18,0.00,1.12,147.76,3.63,58.16,64.44,2024-01-13 11:00:00
