,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,23.13,65.04,6.61,31.89,0.40,0.12,12.76,4.18,1.66,99.47,4.78,23.34,71.35,1.48,2.68,0.17,64.82,56.85,148.85,2.87,2.18,3.13,4.29,0.99,183.55,6.09,65.78,83.56,2024-05-09 00:00:00
1,1~2,12.37,64.28,6.07,31.11,0.40,0.12,11.16,3.77,1.68,95.51,3.18,23.47,68.86,1.15,2.48,0.16,55.56,49.02,105.30,2.88,2.13,2.87,4.27,0.72,181.57,6.04,66.46,81.50,2024-05-09 01:00:00
2,2~3,9.75,63.96,6.58,30.39,0.40,0.13,11.57,3.68,1.63,90.86,2.76,23.66,64.44,1.18,2.63,0.17,45.12,37.21,48.84,2.78,2.19,2.91,4.28,0.97,178.28,5.78,64.78,80.81,2024-05-09 02:00:00
3,3~4,8.19,63.29,6.22,29.98,0.40,0.08,11.78,3.60,1.63,89.54,2.53,22.37,64.64,1.18,2.47,0.17,41.20,30.17,41.67,2.78,2.12,2.96,4.28,0.92,178.13,5.75,64.74,80.25,2024-05-09 03:00:00
4,4~5,8.00,61.84,6.48,29.66,0.40,0.01,12.99,3.20,1.64,86.99,2.50,21.25,63.24,1.17,2.56,0.17,36.61,29.57,40.47,2.69,2.13,3.19,4.27,0.97,174.73,5.60,63.85,78.38,2024-05-09 04:00:00
5,5~6,7.75,60.87,6.27,29.93,0.25,0.00,12.63,3.24,1.53,84.69,2.44,19.57,62.68,1.02,2.65,0.16,36.05,25.18,38.09,2.68,2.31,3.26,2.09,0.66,174.44,5.90,63.46,78.44,2024-05-09 05:00:00
6,6~7,10.31,60.25,6.32,31.37,0.13,0.05,11.43,3.76,0.68,86.14,2.34,20.15,63.65,1.31,2.44,0.08,31.98,24.27,60.34,2.79,4.37,3.31,0.00,2.27,179.86,5.87,64.69,81.75,2024-05-09 06:00:00
7,7~8,9.94,59.29,7.36,34.56,0.13,0.05,20.35,3.59,0.55,87.02,3.09,19.94,63.99,1.12,2.75,0.00,32.75,23.68,66.44,2.75,4.94,3.37,0.00,2.66,186.06,7.56,65.74,84.31,2024-05-09 07:00:00
8,8~9,9.69,66.28,10.34,42.77,0.13,0.02,70.69,3.74,0.61,99.92,4.44,26.57,68.91,1.41,2.83,0.00,34.44,26.69,38.81,2.90,5.75,4.87,0.00,2.67,195.61,10.31,67.75,88.12,2024-05-09 08:00:00
9,9~10,9.56,72.97,9.22,47.50,0.13,0.02,78.21,4.29,0.63,111.98,6.72,31.55,73.71,1.11,3.45,0.00,34.08,27.60,39.66,2.94,5.76,6.34,0.00,5.18,222.10,18.94,73.38,96.06,2024-05-09 09:00:00
