,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,12.62,71.44,8.88,32.43,0.46,0.08,15.56,4.47,1.59,---,1.99,---,59.20,2.67,2.96,0.16,67.95,43.24,62.91,3.16,2.26,4.43,4.68,0.87,---,11.07,76.20,104.70,2024-07-09 00:00:00
1,1~2,10.63,68.62,8.73,32.29,0.45,0.10,14.64,4.28,1.64,---,1.94,---,54.91,1.45,2.83,0.17,57.75,37.00,53.93,3.09,2.26,3.91,4.67,1.01,---,9.81,75.99,103.41,2024-07-09 01:00:00
2,2~3,11.25,67.12,8.23,32.66,0.45,0.12,15.09,4.17,1.63,---,1.84,---,54.48,1.41,2.89,0.17,54.70,31.48,48.56,3.03,2.32,3.78,4.70,1.37,---,9.91,76.51,103.45,2024-07-09 02:00:00
3,3~4,8.31,66.13,8.47,32.33,0.45,0.06,15.37,3.11,1.62,---,1.78,---,53.48,1.12,2.90,0.16,54.21,29.73,44.70,3.03,2.32,3.59,4.73,1.10,---,10.24,76.82,102.11,2024-07-09 03:00:00
4,4~5,9.00,65.97,8.29,32.26,0.45,0.01,15.29,2.41,1.64,---,1.79,---,54.64,1.19,2.99,0.17,48.54,28.15,67.57,3.07,2.31,3.38,4.72,0.72,---,9.76,76.34,101.54,2024-07-09 04:00:00
5,5~6,7.88,65.34,8.44,32.30,0.29,0.00,14.71,2.31,1.53,---,1.78,---,53.21,1.12,2.83,0.17,44.77,27.29,49.69,3.09,2.44,3.32,2.00,0.92,---,9.78,75.62,101.45,2024-07-09 05:00:00
6,6~7,7.37,65.00,8.28,34.98,0.18,0.08,18.72,1.56,0.67,---,1.65,---,54.66,0.99,3.22,0.16,43.37,26.32,39.89,3.09,3.18,3.37,0.00,7.65,---,10.03,78.32,105.19,2024-07-09 06:00:00
7,7~8,8.63,67.41,8.37,42.14,0.18,0.07,21.93,1.48,0.63,---,3.53,---,59.58,1.04,3.33,0.12,41.82,27.49,41.19,3.16,3.82,4.19,0.00,13.07,---,12.53,80.34,108.73,2024-07-09 07:00:00
8,8~9,11.68,82.91,10.86,55.07,0.18,0.06,36.99,1.88,0.59,---,5.32,---,64.68,1.00,3.53,0.00,41.66,28.34,106.28,3.31,4.57,5.31,0.00,4.08,---,27.50,84.80,115.80,2024-07-09 08:00:00
9,9~10,8.69,115.43,12.16,63.42,0.19,0.24,44.54,2.69,0.60,---,6.59,---,77.17,1.04,3.89,0.00,40.79,25.34,87.20,4.35,5.32,6.78,0.00,3.68,---,31.75,96.04,128.39,2024-07-09 09:00:00
10,10~11,10.31,135.44,15.44,74.50,0.20,0.17,45.63,3.42,0.63,---,6.90,---,80.15,1.29,4.31,0.00,40.84,29.16,45.88,4.37,5.88,6.41,0.05,12.43,---,33.19,99.06,141.26,2024-07-09 10:00:00
11,11~12,11.69,137.15,17.38,75.64,0.19,1.83,52.70,3.26,0.61,---,7.51,---,88.71,1.09,3.86,0.00,40.51,26.93,44.80,4.69,5.38,6.96,2.51,18.61,---,31.78,101.05,148.75,2024-07-09 11:00:00
12,12~13,10.38,136.85,16.61,71.16,0.19,2.12,54.21,4.17,0.59,---,9.21,---,103.49,1.04,4.38,0.00,42.19,24.20,43.41,4.47,5.20,6.79,0.00,15.64,---,29.62,102.20,156.82,2024-07-09 12:00:00
13,13~14,9.68,143.35,17.50,79.96,0.20,2.69,73.85,6.12,0.64,---,8.94,---,106.87,1.17,4.75,0.00,42.95,25.00,43.03,4.37,5.06,7.21,0.00,4.96,---,29.91,104.16,164.37,2024-07-09 13:00:00
14,14~15,9.19,150.12,18.01,85.05,0.19,2.61,71.74,5.38,0.62,---,8.69,---,103.96,1.00,3.99,0.00,36.68,29.12,42.11,4.56,5.69,8.04,0.00,6.15,---,31.19,103.62,164.67,2024-07-09 14:00:00
15,15~16,9.50,138.97,17.84,78.91,0.20,2.10,67.73,5.85,0.61,---,9.34,---,101.36,1.22,3.83,0.13,35.15,32.04,46.90,4.16,5.76,7.87,0.00,19.07,---,27.97,99.33,156.79,2024-07-09 15:00:00
16,16~17,10.50,130.40,17.68,72.44,0.18,1.65,67.26,6.92,0.77,---,7.81,---,98.27,1.05,3.98,0.17,32.30,26.64,72.62,3.88,3.77,7.78,0.01,12.98,---,22.09,97.10,151.92,2024-07-09 16:00:00
17,17~18,11.81,117.22,18.96,63.12,0.19,0.08,104.20,6.77,1.13,---,7.32,---,97.60,1.11,3.54,0.16,37.75,24.45,38.76,3.78,3.60,6.13,0.10,3.96,---,14.41,95.75,136.61,2024-07-09 17:00:00
18,18~19,12.25,114.22,16.71,52.77,0.34,0.10,106.32,7.16,1.59,---,8.34,---,93.47,1.22,3.03,0.17,38.04,30.39,39.97,3.40,3.33,4.78,6.29,0.80,---,12.21,89.68,132.77,2024-07-09 18:00:00
19,19~20,13.44,113.44,14.75,46.00,0.45,0.12,100.82,6.52,1.68,---,8.41,---,89.31,3.16,3.64,0.17,43.94,36.63,46.06,2.97,3.21,3.84,6.49,0.75,---,11.70,88.33,133.68,2024-07-09 19:00:00
20,20~21,12.31,112.96,11.04,42.84,0.44,0.10,95.28,6.19,1.69,---,7.16,---,86.00,3.21,3.84,0.16,48.10,38.39,55.26,2.85,2.77,3.69,6.25,1.14,---,10.65,88.69,131.11,2024-07-09 20:00:00
21,21~22,18.82,97.66,8.41,37.97,0.45,0.11,84.32,5.84,1.62,---,7.00,---,83.73,2.86,3.35,0.17,58.76,45.30,59.79,2.87,2.70,3.75,5.98,0.82,---,10.56,84.39,123.78,2024-07-09 21:00:00
22,22~23,18.43,88.13,8.44,35.22,0.43,0.11,28.81,5.39,1.72,---,6.43,---,78.72,3.04,3.53,0.17,63.46,45.74,69.01,2.84,2.72,4.16,5.09,0.82,---,10.72,83.72,115.61,2024-07-09 22:00:00
23,23~24,16.50,77.25,8.37,33.40,0.43,0.11,16.46,4.88,1.64,---,3.63,---,75.74,2.91,3.42,0.16,66.68,47.00,75.60,2.79,2.56,4.53,5.01,1.50,---,10.44,81.74,109.16,2024-07-09 23:00:00
