,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,16.68,50.78,5.08,25.59,0.35,0.13,9.94,4.25,1.72,82.51,3.22,21.09,58.20,1.03,1.33,0.17,48.21,47.32,201.04,2.35,3.91,2.97,4.38,1.43,152.63,3.09,56.16,72.87,2024-03-05 00:00:00
1,1~2,13.69,51.66,5.16,25.56,0.35,0.13,9.12,3.60,1.75,80.52,3.09,20.07,57.36,1.03,1.32,0.17,35.60,37.13,162.34,2.40,3.90,2.44,4.38,0.70,152.42,2.66,56.58,72.31,2024-03-05 01:00:00
2,2~3,11.25,50.87,5.14,25.25,0.35,0.14,9.59,3.66,1.73,81.14,3.28,21.07,56.79,0.99,1.31,0.16,21.57,21.22,38.56,2.38,3.97,2.53,4.38,1.10,151.81,3.09,56.92,71.13,2024-03-05 02:00:00
3,3~4,6.94,50.56,5.27,25.55,0.36,0.11,9.95,4.05,1.76,80.80,3.34,20.19,57.27,1.28,1.33,0.17,16.07,17.98,18.90,2.34,3.97,2.66,4.38,0.92,151.01,2.94,56.29,71.00,2024-03-05 03:00:00
4,4~5,6.00,49.48,5.21,25.62,0.35,0.04,10.70,4.49,1.72,80.86,3.38,20.54,56.94,1.04,1.37,0.17,15.66,14.98,18.64,2.25,4.04,2.91,4.40,0.86,150.47,2.91,56.47,70.43,2024-03-05 04:00:00
5,5~6,5.94,50.18,5.74,25.73,0.35,0.02,11.89,3.51,1.63,80.24,3.22,19.64,57.38,0.93,1.25,0.16,14.72,15.77,19.49,2.25,4.09,3.12,4.38,1.13,151.16,3.21,56.75,70.38,2024-03-05 05:00:00
6,6~7,5.68,48.57,5.61,25.60,0.21,0.04,10.26,3.18,0.92,81.19,2.96,19.63,58.60,0.84,1.37,0.17,13.34,15.03,24.28,2.31,5.03,2.72,2.14,1.54,151.17,2.82,55.88,70.69,2024-03-05 06:00:00
7,7~8,6.25,50.99,5.34,28.23,0.09,0.05,13.52,2.54,0.59,82.01,2.84,20.64,58.53,1.06,1.25,0.10,14.71,14.54,44.82,2.32,4.90,2.53,0.00,2.69,153.76,3.56,56.59,71.49,2024-03-05 07:00:00
8,8~9,10.94,53.41,5.80,35.56,0.10,0.10,21.91,2.66,1.58,89.79,4.13,22.75,62.91,1.05,1.23,0.00,17.42,19.71,57.93,2.31,4.97,3.38,0.00,2.10,164.88,8.19,58.36,76.32,2024-03-05 08:00:00
9,9~10,12.38,58.82,7.83,40.59,0.09,0.10,29.18,2.85,1.58,101.37,7.35,24.12,69.90,1.10,1.79,0.00,19.75,22.18,48.94,2.56,5.47,4.24,0.00,1.80,177.98,12.78,63.02,78.94,2024-03-05 09:00:00
10,10~11,8.56,64.68,10.04,43.83,0.09,0.10,29.27,3.26,1.61,106.46,6.59,27.22,72.65,1.31,2.77,0.00,21.19,20.45,26.16,2.69,7.36,5.50,0.00,2.24,192.53,13.10,69.96,84.62,2024-03-05 10:00:00
11,11~12,8.87,67.53,9.32,44.15,0.09,0.10,31.43,4.47,1.60,107.86,6.56,29.12,72.18,0.98,3.26,0.00,23.40,21.20,27.53,2.72,7.23,6.56,0.00,2.82,198.40,9.25,72.85,90.50,2024-03-05 11:00:00
12,12~13,12.44,72.04,9.14,43.22,0.09,0.08,29.23,4.06,1.60,110.29,7.32,28.24,74.73,0.97,3.38,0.00,27.69,25.56,49.03,2.65,6.36,5.42,0.00,2.24,195.75,7.96,71.61,90.31,2024-03-05 12:00:00
13,13~14,9.44,71.59,11.01,46.59,0.09,0.03,35.57,4.02,1.60,111.42,8.87,28.19,74.36,0.94,3.49,0.00,24.17,30.02,49.38,2.60,5.74,5.80,0.00,2.55,192.20,8.44,69.58,89.25,2024-03-05 13:00:00
14,14~15,9.31,74.43,10.12,48.66,0.09,0.05,33.47,3.97,1.57,116.74,9.13,28.23,79.38,1.34,3.51,0.00,23.51,20.20,29.59,2.50,5.97,5.41,0.00,2.33,201.59,12.00,69.50,93.45,2024-03-05 14:00:00
15,15~16,8.94,75.41,9.36,49.60,0.10,0.05,37.41,3.93,1.61,114.21,9.25,27.81,77.15,0.98,3.38,0.00,28.98,26.02,26.94,2.62,6.44,5.79,0.00,6.38,208.96,15.25,71.20,95.18,2024-03-05 15:00:00
16,16~17,14.25,76.22,10.55,49.45,0.09,0.04,30.40,3.79,1.72,113.87,8.90,29.13,75.84,1.22,3.54,0.00,25.42,23.71,43.55,2.69,5.63,4.77,0.17,3.09,211.61,14.66,71.63,98.57,2024-03-05 16:00:00
17,17~18,11.44,75.81,11.04,44.18,0.21,0.07,38.44,5.25,1.97,109.74,8.53,26.18,75.03,1.05,2.82,0.15,32.99,24.33,55.10,2.72,5.25,3.63,4.14,3.17,195.33,6.56,69.05,94.43,2024-03-05 17:00:00
