,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,19.38,63.53,6.59,31.01,0.38,0.11,9.81,3.50,1.66,97.78,8.35,24.09,65.34,1.47,3.50,0.17,63.19,49.19,161.63,2.31,3.44,3.78,4.27,0.83,180.15,4.19,66.09,80.51,2024-05-19 00:00:00
1,1~2,18.44,62.31,6.45,30.96,0.37,0.12,9.30,2.82,1.64,94.41,7.16,23.97,63.28,1.14,3.08,0.16,64.51,45.87,83.75,2.22,3.38,3.78,4.28,1.54,179.70,3.72,66.70,79.93,2024-05-19 01:00:00
2,2~3,10.75,61.41,6.70,30.16,0.37,0.11,9.95,2.62,1.63,94.33,7.59,23.35,63.39,1.17,2.75,0.17,57.89,40.10,48.19,2.28,3.43,3.94,4.27,0.96,178.53,3.94,65.92,79.56,2024-05-19 02:00:00
3,3~4,8.56,60.72,6.00,29.89,0.38,0.11,10.10,2.40,1.64,94.50,8.16,23.03,63.31,1.19,2.86,0.17,51.60,35.59,40.69,2.28,3.38,3.43,4.27,0.75,178.06,3.72,65.55,79.38,2024-05-19 03:00:00
4,4~5,8.06,60.31,6.51,30.31,0.37,0.11,11.45,2.42,1.65,89.86,6.40,22.61,60.85,1.16,3.02,0.17,45.69,31.56,40.80,2.31,3.37,4.19,4.28,1.00,178.66,4.04,66.57,78.69,2024-05-19 04:00:00
5,5~6,7.56,60.22,6.19,30.26,0.20,0.09,11.69,2.44,1.53,87.95,3.50,23.31,61.14,1.46,2.96,0.16,41.76,30.49,41.63,2.35,3.44,3.81,2.06,0.70,177.41,4.33,66.23,77.43,2024-05-19 05:00:00
6,6~7,8.25,61.09,6.93,29.88,0.11,0.06,10.96,2.16,0.67,89.16,3.53,23.15,62.48,1.55,2.92,0.13,37.46,34.28,41.50,2.40,4.50,4.07,0.00,0.91,178.38,3.60,66.33,78.94,2024-05-19 06:00:00
7,7~8,7.57,61.38,6.78,31.12,0.11,0.06,30.79,2.21,0.62,88.97,3.28,23.10,62.59,1.19,2.76,0.00,40.76,26.75,41.72,2.25,4.64,4.40,0.00,1.03,181.49,3.97,66.55,81.38,2024-05-19 07:00:00
8,8~9,7.93,65.31,7.87,33.14,0.10,0.04,77.88,2.06,0.65,89.86,3.29,23.27,63.30,1.24,3.18,0.00,42.29,29.02,66.60,2.22,4.87,6.44,0.00,0.74,188.39,3.93,68.78,84.75,2024-05-19 08:00:00
9,9~10,7.38,69.31,8.69,32.67,0.11,0.04,92.25,3.00,0.66,98.20,6.65,23.82,67.73,1.17,3.48,0.00,46.78,33.35,71.71,2.19,5.88,9.65,0.00,0.73,197.89,4.60,69.67,92.25,2024-05-19 09:00:00
10,10~11,8.19,76.01,10.10,34.25,0.11,0.03,96.74,4.01,0.63,110.13,10.38,23.66,76.09,1.37,3.92,0.00,50.55,33.33,48.88,2.31,6.00,10.32,0.00,1.02,206.18,5.03,72.13,96.69,2024-05-19 10:00:00
11,11~12,13.43,79.34,9.90,36.72,0.12,0.02,89.77,4.10,0.63,121.60,13.87,26.03,81.70,1.20,3.74,0.00,49.53,34.42,51.56,2.31,6.06,10.12,0.00,1.54,208.83,4.22,75.04,98.31,2024-05-19 11:00:00
12,12~13,13.44,82.43,10.71,38.65,0.11,0.69,86.98,3.71,0.63,126.66,14.79,31.06,80.81,1.35,3.55,0.00,52.61,35.15,53.22,2.22,6.12,9.19,0.00,0.69,213.71,5.07,77.57,100.56,2024-05-19 12:00:00
13,13~14,10.94,89.56,9.96,39.18,0.12,0.34,98.62,6.26,0.66,128.39,13.62,34.33,80.44,1.06,3.73,0.00,45.84,35.77,56.18,2.22,6.07,11.19,0.00,0.72,215.02,4.83,76.13,103.38,2024-05-19 13:00:00
14,14~15,12.81,90.91,10.31,38.79,0.12,0.25,94.12,10.50,0.63,129.81,16.16,32.15,81.50,1.13,3.41,0.00,38.99,38.02,80.29,2.38,5.81,10.75,0.00,1.00,215.74,4.63,76.33,103.62,2024-05-19 14:00:00
15,15~16,11.88,81.50,10.14,38.59,0.11,0.09,87.96,8.48,0.64,136.14,18.03,33.44,84.67,1.21,3.33,0.02,44.46,37.92,57.65,2.31,4.95,10.06,0.00,0.87,205.70,4.10,71.52,100.12,2024-05-19 15:00:00
16,16~17,11.75,80.97,10.24,38.42,0.11,0.05,76.13,7.49,0.74,132.74,18.41,33.28,81.05,1.00,4.26,0.17,42.83,39.03,49.97,2.50,4.87,7.41,0.00,0.69,204.98,4.33,71.77,98.88,2024-05-19 16:00:00
17,17~18,12.87,81.75,10.52,36.76,0.11,0.03,37.36,6.52,1.16,133.61,18.36,33.63,81.62,1.08,5.00,0.17,43.77,38.98,54.15,2.34,4.69,5.19,0.29,1.10,202.99,4.85,71.45,96.00,2024-05-19 17:00:00
18,18~19,16.88,82.34,8.69,34.32,0.32,0.08,21.08,6.04,1.61,132.55,15.82,33.76,82.97,1.53,4.51,0.16,50.55,42.47,139.94,2.35,3.95,4.56,4.35,0.74,200.31,4.22,70.19,96.13,2024-05-19 18:00:00
19,19~20,18.68,76.32,6.98,33.82,0.38,0.11,17.00,6.69,1.67,124.29,13.28,31.31,79.70,1.94,4.80,0.17,51.47,43.62,90.50,2.31,3.68,4.78,4.32,0.97,204.09,4.60,70.24,99.43,2024-05-19 19:00:00
