,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,16.68,52.34,5.49,27.19,0.40,0.14,8.49,2.77,1.90,---,3.00,---,61.37,1.23,0.12,0.00,26.69,27.55,29.93,1.72,3.27,3.10,---,---,---,5.42,70.31,69.63,2023-02-14 00:00:00
1,1~2,12.00,51.66,5.35,26.81,0.39,0.13,8.03,1.98,1.91,---,2.81,---,59.94,1.22,0.07,0.00,25.63,26.19,26.60,1.69,3.27,3.09,---,---,---,5.57,69.97,68.59,2023-02-14 01:00:00
2,2~3,6.00,50.94,5.26,26.57,0.39,0.13,7.77,1.90,1.91,---,2.85,---,60.56,1.26,0.09,0.00,23.53,17.56,48.95,1.75,3.25,2.91,---,---,---,5.25,70.05,66.05,2023-02-14 02:00:00
3,3~4,5.88,51.53,5.53,26.56,0.39,0.11,9.60,1.94,1.92,---,2.87,---,59.53,1.24,0.18,0.00,20.15,16.45,73.28,1.72,3.17,2.87,---,---,---,5.60,69.37,66.33,2023-02-14 03:00:00
4,4~5,5.31,52.62,5.32,26.44,0.39,0.01,12.49,2.12,1.94,---,2.85,---,59.97,1.18,0.18,0.00,16.16,16.24,111.24,1.78,3.18,2.79,---,---,---,5.14,68.93,64.69,2023-02-14 04:00:00
5,5~6,5.19,52.16,5.49,26.81,0.39,0.02,11.35,1.89,1.89,---,2.78,---,61.04,1.34,0.18,0.00,15.79,15.70,36.05,1.78,3.33,2.87,---,---,---,5.55,69.07,65.10,2023-02-14 05:00:00
6,6~7,4.75,50.65,6.33,27.12,0.31,0.01,9.07,1.51,1.13,---,3.00,---,62.66,0.87,0.07,0.00,14.60,14.34,17.35,1.72,4.27,2.66,---,---,---,5.54,68.46,66.38,2023-02-14 06:00:00
7,7~8,7.50,51.44,7.01,28.13,0.13,0.04,12.31,1.45,0.67,---,3.50,---,65.03,0.97,0.06,0.00,13.03,13.90,17.56,1.75,3.95,2.78,---,---,---,5.31,67.85,66.30,2023-02-14 07:00:00
8,8~9,4.87,53.41,7.94,32.75,0.12,0.03,19.39,2.21,1.88,---,5.28,---,68.46,1.76,0.14,0.00,16.78,17.35,43.81,1.84,3.93,3.25,---,---,---,6.75,68.49,67.79,2023-02-14 08:00:00
9,9~10,6.82,61.47,7.38,34.75,0.11,0.02,24.80,2.66,1.87,---,7.94,---,66.75,1.87,0.09,0.00,15.81,17.66,54.85,1.94,4.11,3.65,---,---,---,9.20,73.88,77.54,2023-02-14 09:00:00
10,10~11,9.68,64.06,9.39,35.81,0.12,0.02,28.19,3.73,1.89,---,8.49,---,68.35,1.93,0.17,0.00,17.38,17.40,28.68,1.94,4.51,3.97,---,---,---,8.69,73.53,82.64,2023-02-14 10:00:00
11,11~12,7.13,66.00,9.48,37.06,0.12,0.03,32.69,4.41,1.88,---,10.57,---,75.34,2.03,0.17,0.00,17.40,21.94,21.04,1.94,3.89,4.22,---,---,---,10.67,75.84,86.75,2023-02-14 11:00:00
