,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,23.63,73.37,6.34,33.88,0.43,0.00,9.14,9.53,2.27,107.14,4.50,34.71,67.93,0.97,1.20,0.17,88.44,72.50,106.53,0.91,3.67,4.94,4.57,0.75,205.20,3.81,78.10,93.38,2023-06-04 00:00:00
1,1~2,17.31,70.64,6.32,33.37,0.42,0.01,9.45,8.47,2.26,106.08,4.50,34.51,67.07,0.98,1.24,0.17,75.62,66.87,80.05,0.87,3.72,4.90,4.59,1.00,206.47,3.59,78.71,94.43,2023-06-04 01:00:00
2,2~3,10.25,71.26,6.44,32.69,0.43,0.01,9.33,7.55,2.27,102.38,4.50,32.41,65.47,1.01,1.20,0.16,69.38,50.98,66.60,0.88,3.74,4.79,4.58,0.76,203.79,4.20,78.42,91.10,2023-06-04 02:00:00
3,3~4,8.75,70.34,6.11,31.87,0.43,0.01,11.52,3.73,2.25,102.07,4.15,32.03,65.89,0.98,1.99,0.17,54.26,46.93,58.87,0.87,3.72,4.59,4.58,1.17,203.11,3.58,77.71,91.87,2023-06-04 03:00:00
4,4~5,10.44,71.21,6.41,32.25,0.43,0.01,12.25,3.67,2.26,102.49,4.10,33.32,65.07,1.09,1.42,0.17,50.19,43.84,54.48,0.88,3.74,5.00,4.59,0.80,200.47,3.50,77.73,89.15,2023-06-04 04:00:00
5,5~6,7.87,70.08,6.22,32.07,0.24,0.01,11.86,3.41,1.25,103.12,4.03,33.25,65.84,1.11,2.24,0.16,48.43,40.11,76.71,0.97,3.81,4.59,2.79,1.04,203.37,4.29,78.84,90.72,2023-06-04 05:00:00
6,6~7,6.07,70.58,6.67,33.00,0.17,0.00,11.56,2.98,0.96,106.04,3.90,33.60,68.54,0.97,2.04,0.12,46.32,37.74,48.62,0.97,3.85,4.54,0.00,0.73,203.96,3.46,78.10,92.91,2023-06-04 06:00:00
7,7~8,6.62,72.18,6.26,33.43,0.17,0.00,21.33,2.52,0.75,106.41,3.82,33.56,69.03,1.17,2.16,0.00,47.07,38.66,136.74,0.97,4.47,4.56,0.00,0.97,206.32,3.75,77.72,94.57,2023-06-04 07:00:00
8,8~9,11.19,73.71,6.21,34.63,0.16,0.00,86.31,3.45,0.78,108.10,3.72,33.56,70.82,1.45,2.25,0.00,48.80,40.97,60.13,1.00,4.49,5.10,0.00,0.89,216.77,3.69,79.79,102.96,2023-06-04 08:00:00
9,9~10,12.06,82.53,7.55,36.75,0.18,0.18,94.17,2.90,0.81,109.80,4.31,33.78,71.71,1.06,2.49,0.00,55.52,45.19,60.39,0.96,5.11,8.65,0.00,1.60,223.04,3.88,81.13,105.97,2023-06-04 09:00:00
