,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,27.00,60.57,6.14,30.94,0.37,0.10,9.35,6.28,1.76,96.21,4.81,30.24,61.16,1.29,0.89,0.17,72.71,53.17,75.67,2.59,2.63,2.84,4.40,0.70,196.47,6.44,66.97,92.49,2023-10-25 00:00:00
1,1~2,16.06,59.66,5.68,30.75,0.35,0.11,9.36,3.61,1.75,94.73,4.66,29.85,60.22,0.98,0.88,0.16,62.44,51.63,152.29,2.53,2.63,3.25,4.40,0.95,195.94,6.59,66.75,92.31,2023-10-25 01:00:00
2,2~3,9.75,60.38,5.61,30.75,0.37,0.10,9.76,3.45,1.76,94.78,4.25,29.75,60.78,1.07,0.80,0.17,52.74,39.20,60.98,2.59,2.64,2.74,4.40,0.90,194.94,6.51,66.68,91.64,2023-10-25 02:00:00
3,3~4,8.75,58.84,5.78,30.44,0.36,0.12,10.36,2.49,1.80,94.15,3.47,30.52,60.16,1.01,0.84,0.17,45.61,35.46,43.29,2.57,2.70,2.60,4.39,0.96,193.67,6.75,66.29,90.00,2023-10-25 03:00:00
4,4~5,8.50,58.87,5.64,30.50,0.36,0.01,11.43,2.63,1.75,93.25,3.21,30.19,59.85,0.99,0.95,0.16,40.17,30.77,40.86,2.37,2.65,3.15,4.41,1.44,193.31,6.80,66.19,89.74,2023-10-25 04:00:00
5,5~6,7.94,58.09,5.62,30.68,0.36,0.01,11.73,2.43,1.70,92.39,3.14,29.97,59.28,1.23,0.75,0.17,38.07,31.06,39.57,2.47,2.74,2.85,3.24,0.77,192.63,6.47,65.82,89.76,2023-10-25 05:00:00
6,6~7,7.06,58.00,5.88,30.82,0.14,0.04,10.57,2.02,0.97,92.67,3.08,28.91,60.68,0.87,0.75,0.16,36.97,29.73,47.47,2.47,3.79,3.13,0.14,2.10,192.60,6.32,66.03,89.06,2023-10-25 06:00:00
7,7~8,8.25,63.02,7.43,33.68,0.10,0.04,19.49,2.32,0.73,96.90,4.04,29.49,63.37,0.96,0.86,0.12,36.65,30.60,71.72,2.41,3.97,3.62,0.00,2.19,197.87,6.66,67.39,91.24,2023-10-25 07:00:00
8,8~9,11.88,71.51,8.73,42.38,0.11,0.01,47.74,6.36,1.69,108.96,5.59,36.99,66.38,0.97,1.08,0.00,45.86,32.91,49.40,2.46,4.92,6.53,0.00,3.26,211.80,14.71,69.43,95.19,2023-10-25 08:00:00
9,9~10,12.06,85.64,10.18,49.25,0.10,0.00,59.90,6.19,1.66,117.08,7.13,38.13,71.82,1.00,1.54,0.00,50.40,31.34,46.42,2.69,5.35,10.00,0.00,2.44,239.62,20.85,77.50,106.07,2023-10-25 09:00:00
10,10~11,14.69,99.21,11.51,55.06,0.12,0.02,61.48,9.77,1.67,129.67,9.71,40.75,79.21,1.22,2.23,0.00,43.88,31.64,43.62,2.63,6.04,12.78,0.00,7.55,251.91,22.34,81.81,111.56,2023-10-25 10:00:00
11,11~12,11.62,105.00,13.14,60.94,0.12,0.04,71.29,9.37,1.69,136.46,12.60,41.64,82.22,1.07,2.37,0.00,47.49,34.45,47.24,2.62,5.78,12.44,0.00,14.66,258.21,23.56,82.89,113.50,2023-10-25 11:00:00
