,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,10.25,68.25,6.91,36.56,0.10,0.09,10.33,2.58,1.68,96.95,2.46,22.91,71.58,0.84,1.64,0.16,62.21,62.85,72.73,2.09,3.03,5.06,4.67,1.06,198.36,9.12,63.40,98.06,2023-07-31 00:00:00
1,1~2,14.12,66.83,7.00,36.31,0.10,0.11,10.15,2.69,1.70,94.08,2.60,23.03,68.45,0.86,1.56,0.17,62.53,46.20,59.14,2.10,3.05,5.00,4.67,0.81,196.52,8.78,62.64,97.04,2023-07-31 01:00:00
2,2~3,11.07,65.13,7.02,35.19,0.10,0.11,10.36,2.55,1.65,92.72,2.56,23.29,66.87,0.82,1.37,0.17,53.30,38.57,51.99,2.09,3.02,4.91,4.67,1.00,191.42,8.44,61.31,93.68,2023-07-31 02:00:00
3,3~4,7.81,63.99,7.09,35.44,0.10,0.10,11.21,2.41,1.68,88.90,2.22,22.40,64.28,0.84,1.46,0.16,50.98,37.32,72.20,2.09,3.02,4.97,4.67,1.09,189.86,8.21,60.76,93.69,2023-07-31 03:00:00
4,4~5,7.00,62.46,7.02,34.93,0.10,0.11,11.58,2.48,1.66,78.21,1.62,21.15,55.44,0.81,1.43,0.17,45.08,35.30,51.16,2.10,3.03,4.75,4.67,0.81,189.22,8.69,60.48,92.27,2023-07-31 04:00:00
5,5~6,6.69,62.33,7.20,34.32,0.10,0.10,11.50,2.35,1.29,78.47,1.53,21.57,55.37,0.80,1.33,0.17,41.22,34.46,43.34,2.09,3.05,4.86,3.35,0.81,187.26,8.19,60.02,91.61,2023-07-31 05:00:00
6,6~7,6.68,62.53,7.40,35.37,0.10,0.07,10.72,1.96,0.95,79.18,1.47,21.55,56.16,0.95,1.42,0.16,38.66,30.02,42.28,2.09,3.64,4.51,0.00,9.00,192.90,7.88,61.56,94.71,2023-07-31 06:00:00
7,7~8,7.69,67.27,7.50,39.56,0.10,0.08,13.90,1.98,0.64,81.59,1.81,21.98,57.80,0.98,1.43,0.03,40.27,28.78,53.02,2.19,4.30,5.12,0.00,14.86,197.68,9.74,62.88,95.32,2023-07-31 07:00:00
8,8~9,9.25,78.94,9.84,48.07,0.10,0.02,37.31,5.44,0.66,97.82,2.57,29.31,65.94,0.90,1.77,0.00,33.20,28.43,50.13,2.19,4.82,8.94,0.00,3.97,225.36,22.78,67.40,103.99,2023-07-31 08:00:00
9,9~10,9.75,117.75,10.63,54.81,0.12,0.02,49.66,4.75,0.72,114.87,3.71,36.06,75.10,0.98,2.45,0.00,34.34,28.64,36.50,2.16,5.51,11.54,0.00,3.87,255.77,26.97,75.86,115.60,2023-07-31 09:00:00
10,10~11,12.13,129.68,13.13,56.62,0.13,0.11,56.13,11.68,0.70,141.32,7.97,39.85,93.50,1.15,3.68,0.00,32.28,27.21,35.25,2.31,5.62,12.27,0.00,9.35,265.87,27.94,77.74,124.81,2023-07-31 10:00:00
11,11~12,13.31,140.96,15.12,59.07,0.12,0.03,63.13,9.52,0.71,150.24,8.25,41.39,100.60,3.40,3.07,0.00,34.12,25.18,34.37,3.59,5.44,11.81,0.00,16.88,274.87,29.13,79.05,129.31,2023-07-31 11:00:00
12,12~13,11.56,140.93,15.10,60.06,0.14,0.01,78.30,13.80,0.65,147.13,7.10,42.06,97.97,3.81,2.52,0.00,36.86,27.96,59.03,3.72,5.23,11.07,0.00,15.35,272.96,23.56,80.99,132.88,2023-07-31 12:00:00
13,13~14,9.56,142.60,15.62,62.00,0.13,0.00,72.85,13.87,0.69,145.26,4.53,44.21,96.52,3.47,2.25,0.00,33.78,26.89,34.67,4.31,5.08,12.85,0.00,4.05,282.88,25.03,83.00,137.62,2023-07-31 13:00:00
