,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,15.75,67.55,6.15,32.31,0.41,0.10,10.75,4.77,2.24,93.68,11.69,26.24,55.75,1.22,2.95,0.17,56.00,56.53,91.51,1.63,3.08,4.23,4.48,1.06,209.22,8.72,83.65,88.41,2023-06-16 00:00:00
1,1~2,11.18,67.41,5.55,32.07,0.42,0.10,10.58,4.57,2.24,90.50,10.51,24.93,55.06,1.18,3.14,0.16,54.50,55.63,124.06,1.59,3.09,4.71,4.48,1.13,210.23,8.25,83.19,89.83,2023-06-16 01:00:00
2,2~3,9.25,65.75,5.76,31.87,0.42,0.10,10.25,5.85,2.26,86.02,9.31,22.87,53.84,1.20,2.92,0.17,50.25,40.72,45.51,1.57,3.12,5.29,4.48,0.79,208.59,8.94,83.43,88.01,2023-06-16 02:00:00
3,3~4,8.44,64.46,5.59,31.38,0.42,0.09,11.63,6.06,2.28,85.81,9.71,22.01,54.09,1.13,2.98,0.16,43.33,33.84,38.49,1.53,3.16,4.46,4.47,0.84,209.30,9.31,83.72,87.90,2023-06-16 03:00:00
4,4~5,8.19,64.10,5.73,32.12,0.41,0.02,12.09,5.22,2.32,85.48,9.57,21.84,54.07,1.13,3.02,0.17,35.80,30.41,36.99,1.50,3.15,4.65,4.46,1.41,204.99,8.12,83.36,84.97,2023-06-16 04:00:00
5,5~6,7.56,64.84,5.74,31.75,0.23,0.00,11.73,4.00,1.40,84.65,9.15,21.56,53.94,1.00,2.92,0.17,34.07,27.91,33.67,1.53,3.15,4.73,2.82,0.90,207.81,8.94,83.84,86.75,2023-06-16 05:00:00
6,6~7,12.94,63.73,8.72,32.00,0.16,0.07,11.39,3.46,1.03,85.83,9.44,21.93,54.46,0.98,2.27,0.16,34.00,25.49,53.79,1.47,3.85,4.34,0.00,4.48,209.26,8.09,83.40,88.54,2023-06-16 06:00:00
7,7~8,9.62,65.58,8.14,34.56,0.15,0.05,15.07,2.49,0.85,88.13,7.59,24.23,56.31,1.34,0.99,0.01,34.25,25.66,47.14,1.47,4.34,4.40,0.00,5.21,216.92,9.07,84.14,93.18,2023-06-16 07:00:00
8,8~9,9.69,73.27,8.17,42.50,0.15,0.03,31.20,3.83,0.89,93.39,6.53,26.92,59.94,0.99,1.20,0.00,35.20,29.63,36.68,1.50,4.84,5.47,0.00,2.70,238.74,16.25,85.93,104.75,2023-06-16 08:00:00
9,9~10,8.75,92.85,9.28,47.82,0.16,0.04,45.40,6.66,0.92,121.88,10.13,36.00,75.75,0.95,1.26,0.00,40.74,29.96,46.22,1.43,5.50,8.57,0.00,2.94,261.47,24.34,90.31,109.78,2023-06-16 09:00:00
10,10~11,9.38,117.51,11.08,51.75,0.17,0.11,49.83,9.39,0.93,143.55,15.84,40.65,87.06,1.31,2.78,0.00,39.39,32.60,44.17,1.88,6.09,11.15,0.00,9.61,267.17,20.54,94.36,111.47,2023-06-16 10:00:00
11,11~12,10.81,129.91,11.69,54.12,0.17,0.14,53.15,12.48,0.96,162.57,16.60,46.93,99.04,2.61,3.71,0.00,41.24,41.66,52.94,2.12,5.42,12.44,0.00,15.50,294.05,27.22,102.52,122.16,2023-06-16 11:00:00
12,12~13,9.75,132.34,13.06,53.69,0.17,0.20,56.76,16.97,1.01,163.93,18.40,51.41,94.12,2.82,4.65,0.00,42.27,36.71,63.73,2.22,5.53,10.09,0.00,12.92,301.77,27.58,106.42,127.09,2023-06-16 12:00:00
13,13~14,9.94,122.07,12.54,52.00,0.59,0.21,54.30,15.67,0.97,162.72,17.88,48.74,96.10,2.83,3.52,0.08,37.37,36.88,40.77,2.38,4.68,9.37,0.20,2.79,284.81,22.19,103.06,120.56,2023-06-16 13:00:00
14,14~15,12.25,112.70,11.70,52.62,0.21,0.07,53.78,8.91,0.79,151.14,17.28,44.93,88.93,2.59,3.05,0.13,37.19,33.02,42.36,2.47,4.41,9.75,0.01,1.79,272.34,23.38,100.10,113.00,2023-06-16 14:00:00
