,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,16.07,63.37,6.54,30.70,0.38,0.10,9.84,2.73,1.66,99.13,4.18,27.94,67.01,2.29,3.39,0.16,67.61,50.41,142.06,2.35,2.69,3.65,4.25,1.13,190.90,3.12,68.94,88.31,2024-05-12 00:00:00
1,1~2,13.62,63.35,6.66,30.21,0.39,0.11,9.79,1.96,1.65,93.96,4.25,25.07,64.64,1.37,2.84,0.17,59.71,47.43,67.03,2.34,2.75,3.29,4.26,0.72,190.71,3.31,68.43,88.81,2024-05-12 01:00:00
2,2~3,11.69,62.24,6.81,30.45,0.39,0.11,10.06,2.00,1.64,89.32,3.50,23.06,62.76,1.40,3.14,0.16,53.07,39.77,48.81,2.31,2.75,3.71,4.26,1.48,192.61,3.47,69.28,89.88,2024-05-12 02:00:00
3,3~4,8.12,61.94,6.87,30.25,0.39,0.12,9.90,1.97,1.59,89.19,2.91,23.19,63.09,1.35,2.75,0.17,51.38,32.70,42.16,2.35,2.69,3.66,4.27,1.05,190.19,3.59,67.71,89.06,2024-05-12 03:00:00
4,4~5,7.38,61.03,7.11,29.77,0.39,0.11,11.64,1.99,1.66,88.56,2.87,22.84,62.85,1.34,3.12,0.17,45.98,30.10,38.31,2.34,2.56,3.97,4.27,0.73,188.94,3.41,67.78,88.44,2024-05-12 04:00:00
5,5~6,6.50,60.54,6.74,29.39,0.23,0.10,11.13,1.99,1.54,88.61,2.85,22.81,62.95,1.68,2.86,0.16,44.51,29.07,37.04,2.31,2.69,3.62,2.22,0.94,187.59,2.97,67.78,86.62,2024-05-12 05:00:00
6,6~7,6.00,60.93,6.80,30.03,0.13,0.05,10.98,1.71,0.66,89.71,2.72,22.98,64.01,1.49,3.27,0.17,41.97,28.24,62.12,2.31,4.69,3.67,0.00,0.71,188.77,3.50,67.13,88.69,2024-05-12 06:00:00
7,7~8,5.75,61.16,6.53,30.46,0.12,0.06,23.77,1.67,0.59,91.02,2.71,23.27,65.04,1.16,3.09,0.03,39.99,26.97,51.62,2.25,4.93,3.92,0.00,0.95,193.69,3.41,68.76,91.12,2024-05-12 07:00:00
8,8~9,6.25,63.31,6.72,31.70,0.13,0.03,79.94,1.62,0.60,91.63,2.88,22.91,65.84,1.16,3.31,0.00,42.65,28.11,43.13,2.25,5.19,5.57,0.00,0.85,200.51,4.02,69.36,96.00,2024-05-12 08:00:00
9,9~10,6.87,68.43,6.64,33.35,0.12,0.02,95.64,5.92,0.63,97.40,5.63,24.57,67.20,1.46,3.76,0.00,43.64,29.87,47.43,2.29,5.88,8.69,0.00,0.84,210.56,3.47,73.08,102.13,2024-05-12 09:00:00
