,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,11.44,50.94,5.98,25.62,0.37,0.09,8.82,2.39,2.13,---,2.88,---,59.09,1.25,0.14,0.00,40.88,44.34,159.27,1.69,2.78,2.81,---,---,---,4.87,68.58,67.66,2023-03-04 00:00:00
1,1~2,16.06,49.81,6.35,25.69,0.38,0.12,8.28,2.45,2.11,---,2.87,---,59.10,1.18,0.10,0.00,31.50,33.40,148.79,1.72,2.80,3.23,---,---,---,5.28,68.78,67.91,2023-03-04 01:00:00
2,2~3,10.07,49.87,5.80,25.00,0.38,0.12,8.24,2.29,2.13,---,2.91,---,59.13,1.15,0.09,0.00,23.02,25.20,79.44,1.75,2.79,2.97,---,---,---,4.93,68.82,67.90,2023-03-04 02:00:00
3,3~4,6.06,49.73,6.23,25.13,0.37,0.13,9.93,2.45,2.15,---,2.72,---,58.56,1.14,0.12,0.00,18.51,18.13,29.94,1.72,2.85,2.96,---,---,---,5.66,68.72,68.31,2023-03-04 03:00:00
4,4~5,5.75,50.15,6.36,25.06,0.38,0.13,10.56,2.39,2.13,---,2.84,---,59.09,1.21,0.15,0.00,16.16,17.50,19.98,1.81,2.85,2.88,---,---,---,5.29,69.25,67.53,2023-03-04 04:00:00
5,5~6,5.00,49.34,6.11,25.31,0.38,0.12,11.02,2.48,2.09,---,2.79,---,58.63,1.22,0.17,0.00,15.16,15.06,20.77,1.84,2.93,2.94,---,---,---,4.87,69.47,69.28,2023-03-04 05:00:00
6,6~7,4.75,50.53,7.71,26.13,0.24,0.01,9.81,2.22,1.25,---,2.81,---,61.37,1.06,0.18,0.00,13.72,14.65,39.97,1.78,3.28,2.99,---,---,---,5.72,68.88,70.91,2023-03-04 06:00:00
7,7~8,4.31,48.97,6.44,26.43,0.11,0.05,14.67,2.14,0.60,---,3.50,---,61.74,1.29,0.17,0.00,15.05,19.05,45.06,1.78,3.32,2.98,---,---,---,5.05,68.73,70.13,2023-03-04 07:00:00
8,8~9,4.81,50.47,6.22,27.82,0.11,0.05,45.58,2.10,0.60,---,3.34,---,61.57,1.36,0.18,0.00,23.13,23.39,20.67,1.79,3.23,3.03,---,---,---,5.17,68.73,69.93,2023-03-04 08:00:00
9,9~10,6.32,53.53,6.86,28.62,0.11,0.05,62.16,2.01,0.58,---,3.91,---,63.28,1.09,0.17,0.00,25.82,23.26,23.59,1.81,3.27,3.37,---,---,---,6.94,68.76,69.12,2023-03-04 09:00:00
10,10~11,8.00,56.48,9.21,29.44,0.11,0.03,62.60,2.84,0.56,---,4.31,---,64.34,1.10,0.23,0.00,28.75,21.58,42.55,1.87,3.19,4.03,---,---,---,6.36,69.20,72.66,2023-03-04 10:00:00
11,11~12,10.18,56.27,8.53,28.75,0.11,0.03,63.18,3.22,0.57,---,4.72,---,64.17,1.19,0.17,0.00,23.60,24.58,55.19,1.75,3.29,3.88,---,---,---,6.91,69.39,74.13,2023-03-04 11:00:00
12,12~13,6.50,64.44,7.93,28.37,0.12,0.03,57.07,2.82,0.57,---,5.94,---,64.37,1.26,0.16,0.00,23.00,27.44,33.92,1.91,3.61,3.06,---,---,---,6.31,70.86,74.75,2023-03-04 12:00:00
13,13~14,10.00,64.18,8.07,29.07,0.11,0.03,55.73,3.07,0.60,---,6.96,---,64.57,1.20,0.17,0.00,22.42,21.77,29.70,1.91,3.69,3.62,---,---,---,7.20,70.08,74.97,2023-03-04 13:00:00
14,14~15,10.00,64.07,7.74,29.12,0.11,0.03,55.89,3.25,0.57,---,6.44,---,65.51,1.17,0.14,0.00,27.71,26.27,34.16,1.90,3.63,3.84,---,---,---,6.80,70.76,74.50,2023-03-04 14:00:00
15,15~16,10.75,61.78,7.70,29.44,0.12,0.04,56.56,2.85,0.63,---,7.85,---,66.67,1.15,0.08,0.00,26.82,28.68,42.78,1.97,3.57,3.95,---,---,---,7.23,70.96,73.68,2023-03-04 15:00:00
