,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,18.38,52.00,5.21,25.25,0.36,0.12,8.76,3.17,2.14,---,2.56,---,57.56,1.16,0.15,0.00,53.04,46.07,141.53,1.87,3.24,3.50,---,---,---,5.68,70.76,75.37,2023-02-23 00:00:00
1,1~2,12.87,51.19,5.53,25.25,0.35,0.12,8.56,3.11,2.10,---,2.50,---,56.19,1.17,0.18,0.00,40.80,36.59,122.37,1.91,3.11,3.18,---,---,---,6.01,70.73,74.85,2023-02-23 01:00:00
2,2~3,8.50,52.35,5.18,25.12,0.38,0.12,8.08,2.23,2.04,---,2.81,---,56.93,1.14,0.18,0.00,26.25,25.24,32.58,1.91,3.27,3.38,---,---,---,5.62,70.00,71.43,2023-02-23 02:00:00
3,3~4,6.44,50.96,5.41,25.56,0.37,0.12,9.74,2.28,2.04,---,2.56,---,55.25,1.23,0.09,0.00,19.31,19.25,20.57,1.90,3.17,3.28,---,---,---,5.26,70.29,71.22,2023-02-23 03:00:00
4,4~5,4.94,51.32,5.60,25.44,0.37,0.02,10.21,2.19,2.07,---,2.62,---,55.56,1.19,0.12,0.00,17.24,16.98,20.65,1.97,3.24,3.37,---,---,---,5.80,70.12,69.69,2023-02-23 04:00:00
5,5~6,5.25,50.44,5.38,25.88,0.37,0.02,10.95,2.22,2.03,---,2.54,---,56.13,1.13,0.17,0.00,16.38,16.88,49.88,2.03,3.24,3.10,---,---,---,5.27,70.20,70.69,2023-02-23 05:00:00
6,6~7,4.19,51.68,6.43,26.37,0.27,0.02,9.00,2.11,1.14,---,2.72,---,58.56,1.04,0.18,0.00,15.72,14.06,34.14,1.97,4.02,3.44,---,---,---,5.53,70.59,72.93,2023-02-23 06:00:00
7,7~8,4.56,50.87,6.35,27.50,0.11,0.02,12.47,1.61,0.69,---,2.75,---,58.31,1.38,0.16,0.00,17.44,15.66,20.79,1.78,4.17,3.59,---,---,---,5.28,70.35,72.88,2023-02-23 07:00:00
8,8~9,6.44,54.88,7.44,31.94,0.10,0.04,17.69,1.98,1.92,---,4.81,---,59.13,1.03,0.18,0.00,25.06,18.96,22.89,1.78,3.89,4.28,---,---,---,8.36,71.55,76.81,2023-02-23 08:00:00
9,9~10,12.12,61.03,8.11,33.87,0.10,0.02,23.09,2.26,1.91,---,6.93,---,60.41,1.04,0.16,0.00,23.91,19.09,58.97,1.91,4.08,5.31,---,---,---,10.95,77.23,79.66,2023-02-23 09:00:00
10,10~11,11.56,68.65,9.27,35.25,0.11,0.08,25.61,2.46,1.91,---,8.85,---,71.18,1.29,0.17,0.00,25.13,23.35,33.10,2.16,4.06,6.22,---,---,---,8.93,77.57,81.78,2023-02-23 10:00:00
11,11~12,7.32,69.97,9.66,36.44,0.10,0.08,28.48,2.73,1.92,---,8.53,---,68.25,1.13,0.17,0.00,32.19,24.69,30.47,2.34,3.76,6.35,---,---,---,9.02,78.94,83.50,2023-02-23 11:00:00
12,12~13,7.87,69.26,9.86,35.44,0.11,0.07,28.54,3.08,1.90,---,8.69,---,72.50,1.07,0.16,0.00,27.41,35.50,56.67,2.31,4.04,5.78,---,---,---,8.79,80.59,88.13,2023-02-23 12:00:00
13,13~14,6.94,76.65,10.47,37.25,0.11,0.06,27.91,3.31,1.91,---,8.00,---,71.37,1.08,0.16,0.00,31.12,26.22,33.53,2.31,4.03,6.69,---,---,---,7.97,79.91,90.15,2023-02-23 13:00:00
14,14~15,8.31,74.62,10.10,39.94,0.11,0.06,29.02,3.62,1.88,---,9.69,---,74.66,1.52,0.15,0.00,24.41,27.08,29.01,2.47,4.17,6.90,---,---,---,11.01,79.43,93.28,2023-02-23 14:00:00
15,15~16,9.50,78.04,9.73,40.87,0.11,0.07,30.49,3.34,1.91,---,9.03,---,72.54,1.80,0.06,0.00,23.02,27.01,57.18,2.32,3.93,6.84,---,---,---,9.95,79.13,93.22,2023-02-23 15:00:00
16,16~17,7.25,75.63,8.99,39.81,0.12,0.07,28.82,3.73,2.01,---,8.87,---,70.09,1.38,0.08,0.00,34.60,36.06,44.68,2.03,3.68,5.57,---,---,---,8.90,78.95,95.50,2023-02-23 16:00:00
17,17~18,9.69,69.37,8.32,37.44,0.24,0.07,46.16,3.45,1.91,---,8.32,---,65.56,1.31,0.06,0.00,40.18,31.25,37.90,1.97,3.36,5.37,---,---,---,7.52,76.96,93.59,2023-02-23 17:00:00
18,18~19,12.12,63.00,8.16,33.94,0.37,0.10,57.33,3.29,2.02,---,5.96,---,63.57,1.60,0.07,0.00,32.98,40.41,131.96,1.90,3.15,4.53,---,---,---,6.90,75.93,92.13,2023-02-23 18:00:00
19,19~20,16.63,65.59,7.08,32.00,0.37,0.10,60.94,2.25,1.98,---,5.07,---,61.94,1.78,0.22,0.00,38.74,37.19,90.05,1.94,3.16,4.00,---,---,---,5.89,74.65,92.87,2023-02-23 19:00:00
20,20~21,16.87,60.25,6.95,30.50,0.37,0.10,57.76,2.80,1.94,---,4.21,---,57.58,1.57,0.17,0.00,39.50,42.16,52.66,2.09,3.12,4.03,---,---,---,6.34,74.87,92.59,2023-02-23 20:00:00
21,21~22,23.25,58.13,6.92,29.62,0.35,0.11,49.18,3.02,1.95,---,3.76,---,57.57,1.52,0.17,0.00,54.97,43.91,160.61,1.91,3.18,3.94,---,---,---,6.11,74.05,90.32,2023-02-23 21:00:00
22,22~23,25.88,56.56,6.69,29.13,0.37,0.10,11.84,3.34,1.94,---,2.87,---,58.47,1.10,0.16,0.00,54.07,58.93,135.70,1.81,3.24,3.34,---,---,---,6.02,72.56,84.16,2023-02-23 22:00:00
23,23~24,18.75,53.41,6.07,27.69,0.36,0.11,8.98,3.84,1.98,---,2.82,---,58.46,1.12,0.17,0.00,49.18,54.94,162.38,1.85,3.22,3.88,---,---,---,5.40,73.01,82.37,2023-02-23 23:00:00
