,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,18.00,61.62,7.78,31.12,0.36,0.10,9.92,7.76,1.67,107.95,12.78,28.80,66.37,1.91,3.16,0.16,88.94,57.09,96.44,2.19,3.32,3.81,4.30,0.96,200.60,4.59,71.72,96.01,2024-05-22 00:00:00
1,1~2,11.87,61.97,7.79,31.47,0.37,0.12,9.31,7.01,1.65,100.61,7.60,28.52,64.49,1.33,2.88,0.17,71.76,51.47,63.91,2.19,3.44,3.78,4.30,0.74,198.83,3.62,70.96,95.75,2024-05-22 01:00:00
2,2~3,9.50,60.94,8.03,31.08,0.36,0.12,9.66,7.09,1.69,98.68,7.02,28.19,63.47,1.28,3.08,0.17,58.90,38.56,141.63,2.15,3.38,3.45,4.29,0.96,198.17,4.50,70.90,94.49,2024-05-22 02:00:00
3,3~4,8.38,59.81,7.87,30.70,0.37,0.12,10.26,6.05,1.63,93.77,4.32,28.56,60.89,1.25,3.07,0.16,50.72,32.91,66.99,2.19,3.38,3.61,4.30,0.95,197.40,3.95,71.13,94.07,2024-05-22 03:00:00
4,4~5,11.12,60.88,8.01,29.68,0.36,0.00,11.72,5.22,1.63,92.53,3.62,27.94,60.97,1.31,3.09,0.17,48.59,33.22,43.07,2.19,3.32,3.81,4.31,0.79,195.73,3.46,70.23,93.50,2024-05-22 04:00:00
5,5~6,7.88,60.87,7.84,29.50,0.19,0.01,11.82,5.43,1.50,90.66,3.35,26.53,60.78,1.77,3.07,0.17,45.63,30.06,39.12,2.25,3.20,3.44,2.33,0.75,196.21,4.06,70.48,93.44,2024-05-22 05:00:00
6,6~7,6.94,61.37,7.86,31.71,0.09,0.03,10.69,4.93,0.69,90.97,3.21,25.31,62.45,1.44,3.10,0.17,41.43,28.32,36.31,2.28,4.87,3.60,0.27,1.83,197.25,4.01,70.29,93.93,2024-05-22 06:00:00
7,7~8,7.37,64.09,7.93,35.71,0.10,0.03,18.29,4.71,0.66,94.46,3.85,26.16,64.45,1.17,3.15,0.16,41.40,28.04,41.72,2.28,5.44,4.16,0.00,3.14,202.60,4.43,72.08,96.57,2024-05-22 07:00:00
8,8~9,11.00,66.60,8.73,45.65,0.09,0.05,41.30,4.70,0.63,103.14,4.75,30.26,68.13,1.06,3.27,0.06,39.07,28.81,61.26,2.25,5.70,6.52,0.00,2.97,215.53,10.35,73.36,99.93,2024-05-22 08:00:00
9,9~10,11.75,76.75,10.77,50.23,0.09,0.06,54.47,5.47,0.66,116.42,8.13,34.63,73.66,1.30,3.32,0.00,40.93,34.43,58.97,2.56,5.51,9.69,0.00,2.57,265.74,36.90,81.83,111.19,2024-05-22 09:00:00
10,10~11,9.81,88.00,11.97,55.88,0.10,0.01,51.09,4.91,0.93,129.31,10.84,38.31,80.16,1.14,3.76,0.00,41.61,32.26,37.43,3.72,5.82,10.56,0.00,6.58,266.77,33.16,84.04,111.82,2024-05-22 10:00:00
11,11~12,10.63,95.88,12.80,57.80,0.10,0.02,50.31,6.75,1.70,133.48,11.97,39.16,82.35,1.02,4.26,0.00,41.95,31.68,42.75,3.72,5.31,10.20,0.00,13.61,263.87,27.49,87.14,110.24,2024-05-22 11:00:00
