,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,12.64,83.09,8.21,33.63,1.17,0.07,21.30,2.93,2.03,104.18,3.04,27.42,73.72,1.01,2.92,0.15,84.32,74.29,103.37,2.41,3.69,7.11,4.64,1.08,223.23,10.28,75.20,105.72,2023-07-17 00:00:00
1,1~2,10.38,77.65,8.56,33.77,1.18,0.07,20.98,2.85,1.97,96.46,2.47,26.47,67.52,1.00,2.72,0.14,84.23,71.12,83.54,2.34,3.68,6.71,4.65,1.09,227.30,11.65,74.81,108.16,2023-07-17 01:00:00
2,2~3,8.63,77.78,8.27,33.11,1.25,0.09,21.10,2.93,2.00,95.60,2.43,25.45,67.72,1.00,2.66,0.15,70.38,59.67,71.06,2.17,3.65,6.57,4.64,0.83,222.99,9.99,74.40,106.71,2023-07-17 02:00:00
3,3~4,8.88,76.62,7.91,32.98,1.17,0.09,22.77,2.46,1.97,95.65,2.39,25.63,67.63,0.98,3.21,0.14,63.78,55.26,64.11,2.18,3.70,6.21,4.65,1.80,225.59,11.67,75.06,107.36,2023-07-17 03:00:00
4,4~5,9.70,77.08,8.80,32.72,1.18,0.08,23.64,2.41,1.99,94.60,2.41,25.18,67.01,0.98,2.41,0.15,59.47,51.03,56.90,2.22,3.77,5.96,4.66,0.82,221.90,10.43,74.99,104.45,2023-07-17 04:00:00
5,5~6,6.44,76.12,7.95,32.66,1.17,0.07,23.05,2.37,1.19,94.76,2.34,25.76,66.66,0.69,2.78,0.15,53.95,46.10,74.55,2.27,3.76,5.79,3.10,1.34,223.04,10.38,75.11,105.75,2023-07-17 05:00:00
6,6~7,7.51,76.78,8.54,33.77,1.26,0.06,21.55,1.92,0.85,96.90,2.20,26.39,68.31,0.80,2.67,0.10,50.63,42.75,64.66,2.34,4.54,5.64,0.00,6.26,226.23,11.49,75.64,105.76,2023-07-17 06:00:00
7,7~8,8.37,80.87,9.76,39.03,1.09,0.01,28.60,1.71,0.64,100.90,2.13,27.63,71.14,1.28,3.09,0.00,51.13,45.91,58.71,2.17,4.84,7.63,0.00,14.59,231.24,9.71,77.45,108.29,2023-07-17 07:00:00
8,8~9,9.95,93.13,12.33,54.13,1.18,0.00,76.42,2.60,0.69,112.75,4.12,30.86,77.77,1.16,3.68,0.00,49.18,44.79,58.15,2.43,6.02,10.20,0.00,4.35,260.26,15.77,84.98,123.33,2023-07-17 08:00:00
9,9~10,11.32,146.36,11.84,61.59,1.33,0.62,102.83,7.57,0.75,128.17,4.48,42.20,81.49,0.87,6.59,0.00,50.18,41.47,56.70,3.36,6.40,12.91,0.00,5.14,315.16,33.03,96.28,134.22,2023-07-17 09:00:00
10,10~11,14.14,179.97,14.03,63.83,1.41,1.71,117.61,8.85,0.93,136.12,4.56,41.89,89.67,1.29,6.52,0.00,48.67,42.01,64.48,3.27,6.73,16.16,0.00,12.05,335.92,28.89,100.61,148.65,2023-07-17 10:00:00
11,11~12,13.87,148.31,12.90,60.62,1.50,1.72,94.71,15.85,0.69,148.59,6.97,43.56,98.06,3.83,4.11,0.00,39.94,35.19,61.72,2.51,5.51,13.42,0.00,17.58,311.21,30.09,92.11,139.43,2023-07-17 11:00:00
12,12~13,11.25,155.10,17.92,65.56,1.79,1.87,82.00,20.19,0.66,165.11,9.00,49.41,106.70,3.92,3.51,0.00,39.23,37.96,46.66,2.38,5.56,13.01,0.00,15.45,330.86,33.44,95.84,154.09,2023-07-17 12:00:00
13,13~14,9.87,161.73,15.94,67.31,1.84,1.81,80.26,21.49,0.73,174.21,15.06,53.65,105.50,4.23,4.04,0.00,41.16,38.15,45.99,2.34,5.16,14.43,0.00,5.00,337.22,34.90,96.43,155.87,2023-07-17 13:00:00
14,14~15,9.94,165.99,17.32,73.69,1.85,1.82,102.68,21.17,0.69,175.14,14.29,53.99,106.86,4.39,3.70,0.00,38.78,39.91,42.97,2.37,5.48,14.94,0.01,5.25,337.60,34.88,98.32,157.53,2023-07-17 14:00:00
15,15~16,10.13,164.17,15.22,69.56,1.80,2.00,83.06,23.09,0.71,177.21,14.68,52.45,110.08,4.45,3.61,0.00,42.80,38.45,45.87,2.50,5.85,15.00,0.00,15.51,339.07,32.72,96.08,160.22,2023-07-17 15:00:00
16,16~17,11.81,158.45,16.38,67.81,0.50,1.83,56.95,22.68,0.85,169.25,11.35,49.87,108.03,3.88,3.31,0.00,37.31,38.27,63.83,2.97,5.40,12.68,0.00,16.63,327.79,27.03,93.34,159.53,2023-07-17 16:00:00
17,17~18,9.56,148.27,14.81,58.25,0.13,0.04,67.55,20.29,1.39,156.35,5.31,46.63,104.41,1.58,2.69,0.16,41.69,39.37,53.38,3.44,5.23,9.26,0.12,2.16,298.31,13.15,90.10,149.16,2023-07-17 17:00:00
18,18~19,10.63,132.61,15.64,49.25,0.12,0.08,68.03,16.19,1.72,147.40,5.07,44.10,98.23,1.27,2.12,0.16,49.13,40.01,49.13,1.78,4.83,9.15,4.65,0.75,270.69,10.82,80.21,139.75,2023-07-17 18:00:00
19,19~20,11.06,116.27,12.95,45.07,0.12,0.10,58.72,10.15,2.13,132.22,6.24,33.90,92.08,1.33,2.11,0.17,50.45,41.42,68.62,1.66,4.23,8.16,4.76,1.27,264.29,9.85,76.68,139.63,2023-07-17 19:00:00
20,20~21,12.81,107.41,12.60,43.06,0.11,0.11,52.95,7.05,2.11,122.87,5.26,30.60,87.01,1.27,1.97,0.16,53.09,48.85,132.32,1.50,3.62,7.63,4.77,0.86,252.73,8.99,72.79,133.97,2023-07-17 20:00:00
