,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,17.82,50.88,6.23,29.15,0.36,0.13,10.45,3.61,1.72,88.48,3.88,23.09,61.51,1.00,2.17,0.16,39.01,35.83,131.46,2.37,2.72,2.56,4.36,1.20,162.62,5.66,61.13,73.82,2024-02-20 00:00:00
1,1~2,8.93,50.71,6.39,28.93,0.35,0.14,9.84,2.72,1.66,87.23,3.06,23.31,60.86,1.01,2.12,0.17,34.59,27.77,81.12,2.35,2.72,3.07,4.38,0.76,161.02,5.75,61.03,71.94,2024-02-20 01:00:00
2,2~3,7.44,49.72,6.21,28.68,0.36,0.14,10.26,2.68,1.65,85.42,3.09,22.16,60.17,1.02,2.11,0.16,22.88,26.34,25.13,2.31,2.71,2.87,4.39,1.01,161.25,5.65,61.92,71.81,2024-02-20 02:00:00
3,3~4,6.56,50.66,6.56,28.39,0.35,0.13,10.74,2.85,1.51,85.68,3.01,22.78,59.89,1.02,2.02,0.17,19.28,18.32,20.98,2.34,2.79,2.84,4.37,0.88,159.85,6.01,60.83,71.25,2024-02-20 03:00:00
4,4~5,6.25,50.19,6.38,28.08,0.35,0.02,11.76,2.56,1.50,84.93,2.99,21.78,60.16,1.08,2.07,0.17,18.23,17.63,20.23,2.32,2.72,2.79,4.38,1.41,159.69,5.15,60.85,71.12,2024-02-20 04:00:00
5,5~6,6.00,50.81,6.43,27.74,0.36,0.03,12.14,2.61,1.49,85.32,2.97,22.66,59.69,0.98,2.15,0.16,18.06,17.72,44.12,2.40,2.79,2.90,4.38,0.79,158.47,5.94,59.89,70.69,2024-02-20 05:00:00
6,6~7,6.07,49.91,6.28,28.83,0.26,0.04,10.42,3.39,1.26,86.13,2.91,21.75,61.47,1.03,1.87,0.17,16.91,20.00,29.21,2.38,3.85,2.72,2.39,1.87,157.48,3.46,59.60,71.50,2024-02-20 06:00:00
7,7~8,6.81,51.12,6.52,32.99,0.09,0.06,16.87,2.16,0.60,87.92,3.12,23.46,61.34,1.17,2.09,0.17,17.16,18.70,22.61,2.34,4.02,2.82,0.13,2.69,159.66,3.57,60.16,72.62,2024-02-20 07:00:00
8,8~9,10.06,53.09,7.56,40.94,0.09,0.06,35.26,2.30,1.60,95.76,5.06,26.29,64.41,1.09,2.08,0.06,28.39,25.64,27.72,2.50,4.02,3.87,0.00,3.69,165.90,6.40,60.95,74.76,2024-02-20 08:00:00
9,9~10,10.50,61.62,8.27,44.73,0.09,0.07,44.87,2.48,1.56,101.84,6.98,26.98,67.88,1.32,3.70,0.00,26.77,21.20,57.20,2.63,4.35,4.56,0.00,1.75,177.72,10.31,65.25,78.12,2024-02-20 09:00:00
10,10~11,8.56,68.94,9.66,53.44,0.09,0.10,48.29,2.86,1.59,109.30,6.40,29.22,73.68,1.14,3.82,0.00,28.41,22.00,30.36,2.81,5.90,5.97,0.00,4.22,192.35,9.38,70.42,85.87,2024-02-20 10:00:00
11,11~12,8.69,76.03,10.12,60.27,0.10,0.30,54.45,3.65,1.61,115.12,7.28,30.06,77.78,1.03,4.06,0.00,28.15,21.96,32.55,2.72,5.79,6.97,0.00,11.54,197.05,7.66,72.81,89.63,2024-02-20 11:00:00
12,12~13,9.56,74.75,10.59,53.26,0.09,0.45,54.24,3.13,1.64,122.56,8.81,31.73,82.02,1.07,3.54,0.00,27.51,24.32,31.29,2.78,5.60,6.44,0.00,10.08,199.41,6.94,74.08,91.56,2024-02-20 12:00:00
13,13~14,8.32,76.10,11.70,54.81,0.09,0.37,51.46,3.88,1.64,126.43,9.69,39.04,77.70,1.02,4.24,0.00,27.33,25.59,45.26,2.84,5.47,7.69,0.00,2.38,207.17,8.56,77.55,93.44,2024-02-20 13:00:00
14,14~15,8.62,80.91,11.19,59.33,0.10,0.18,46.55,3.52,1.60,131.64,10.01,37.95,83.68,1.32,4.33,0.00,22.22,21.76,48.09,2.91,5.91,8.06,0.00,2.53,227.09,11.75,89.25,97.63,2024-02-20 14:00:00
