,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,17.50,56.46,5.77,26.67,0.38,0.12,8.86,2.55,1.59,95.74,3.18,22.15,70.41,1.14,1.99,0.17,42.54,40.93,165.50,2.19,3.57,2.75,4.41,0.75,156.05,3.96,60.45,70.38,2024-03-18 00:00:00
1,1~2,13.50,54.47,5.84,26.73,0.38,0.12,8.44,2.34,1.59,94.48,2.75,21.84,69.89,1.13,1.77,0.16,31.80,28.49,68.53,2.25,3.56,2.81,4.41,1.00,154.52,4.26,59.65,69.81,2024-03-18 01:00:00
2,2~3,11.50,54.43,5.71,26.54,0.38,0.12,9.12,2.54,1.59,93.28,2.87,21.44,68.97,1.16,1.78,0.17,25.68,25.80,31.87,2.22,3.56,2.50,4.40,0.85,154.76,4.28,59.41,69.50,2024-03-18 02:00:00
3,3~4,8.13,53.57,5.86,26.05,0.38,0.09,9.58,2.60,1.65,92.38,2.82,21.25,68.31,1.16,1.88,0.16,24.92,20.81,26.29,2.19,3.63,2.56,4.41,1.03,154.91,4.12,59.88,69.38,2024-03-18 03:00:00
4,4~5,8.19,53.37,6.10,26.08,0.38,0.02,10.64,2.61,1.60,93.17,2.65,21.77,68.75,1.22,1.75,0.17,17.96,20.13,27.28,2.22,3.50,3.10,4.41,0.77,152.38,3.75,58.93,68.12,2024-03-18 04:00:00
5,5~6,8.75,52.41,5.99,26.09,0.38,0.01,11.00,2.60,1.57,90.56,2.60,20.23,67.73,1.10,1.74,0.17,17.96,17.45,59.41,2.31,3.68,3.18,4.41,1.76,153.13,4.10,59.42,68.18,2024-03-18 05:00:00
6,6~7,6.56,53.09,5.60,26.29,0.18,0.02,9.92,1.83,0.93,89.86,2.50,19.96,67.40,1.22,1.74,0.16,16.18,16.29,37.15,2.31,4.75,2.41,2.41,1.71,154.63,4.37,60.03,68.13,2024-03-18 06:00:00
7,7~8,6.31,52.06,6.10,28.36,0.11,0.02,12.49,1.66,0.60,91.49,2.93,21.01,67.55,1.10,1.59,0.16,15.48,18.72,20.06,2.25,4.75,2.44,0.07,3.42,154.25,4.35,59.07,68.69,2024-03-18 07:00:00
8,8~9,6.81,55.76,7.83,33.81,0.11,0.05,22.65,1.38,1.59,95.83,4.19,22.27,69.37,1.14,1.76,0.02,17.88,20.80,32.54,2.38,4.94,3.25,0.00,3.26,161.90,7.65,60.55,71.37,2024-03-18 08:00:00
9,9~10,7.82,59.28,8.39,36.97,0.11,0.05,25.89,1.46,1.58,104.17,4.85,23.25,76.07,1.07,2.08,0.00,19.10,21.16,91.80,2.65,4.88,4.09,0.00,1.83,175.52,14.72,63.02,73.63,2024-03-18 09:00:00
