,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,15.56,70.31,7.01,34.50,0.48,0.12,---,4.12,1.78,104.14,3.47,29.32,71.35,2.13,1.42,0.17,79.95,63.61,79.67,2.88,2.88,3.91,4.76,0.99,197.00,8.82,74.93,84.00,2023-10-06 00:00:00
1,1~2,15.13,67.47,7.25,33.88,0.47,0.11,---,3.16,1.80,103.98,3.28,28.68,72.02,1.07,1.07,0.16,71.32,56.62,157.88,2.78,2.86,3.69,4.75,0.75,198.21,9.87,74.74,83.96,2023-10-06 01:00:00
2,2~3,12.18,66.88,6.94,33.25,0.47,0.08,---,3.13,1.77,104.15,3.25,28.93,71.97,1.11,1.27,0.17,61.46,47.61,66.09,2.84,2.87,3.43,4.75,0.89,194.54,9.15,74.54,81.63,2023-10-06 02:00:00
3,3~4,8.00,64.96,6.86,33.00,0.47,0.00,---,2.98,1.78,102.23,3.23,28.09,70.91,1.08,1.20,0.17,51.94,43.00,47.93,2.82,2.80,3.38,4.75,1.52,191.75,8.32,73.81,80.47,2023-10-06 03:00:00
4,4~5,7.44,63.53,6.57,32.62,0.46,0.02,---,2.38,1.80,102.62,3.08,28.60,70.94,1.08,1.17,0.16,46.22,40.58,45.45,2.81,2.88,3.62,4.75,0.97,192.25,8.59,73.74,80.53,2023-10-06 04:00:00
5,5~6,7.00,61.73,6.97,32.19,0.46,0.01,---,2.42,1.65,103.12,3.23,28.93,70.96,1.07,1.06,0.17,42.19,36.38,42.37,2.78,2.86,3.48,3.56,0.70,190.54,9.00,73.39,79.29,2023-10-06 05:00:00
6,6~7,6.69,62.88,6.83,32.87,0.20,0.03,---,1.87,0.96,102.02,3.27,27.62,71.13,0.90,1.11,0.14,42.46,31.98,65.57,2.84,4.13,3.65,0.00,7.31,194.79,9.19,74.05,81.40,2023-10-06 06:00:00
7,7~8,8.25,66.09,7.77,35.94,0.19,0.04,---,1.65,0.77,104.12,3.35,28.56,72.21,1.28,1.18,0.00,42.51,33.87,53.14,2.91,4.27,4.28,0.00,12.07,201.58,9.81,75.92,84.40,2023-10-06 07:00:00
8,8~9,10.12,81.16,8.07,45.44,0.19,0.03,---,3.98,0.74,119.21,4.50,38.07,76.64,1.10,1.51,0.00,45.64,37.98,51.02,2.81,5.02,9.31,0.00,3.62,208.35,11.41,78.11,87.60,2023-10-06 08:00:00
9,9~10,9.38,94.51,9.96,51.12,0.20,0.05,---,9.74,0.77,127.38,7.82,39.75,79.81,1.34,1.38,0.00,43.08,36.74,47.88,2.69,4.55,11.75,0.00,2.94,230.90,16.09,85.99,94.87,2023-10-06 09:00:00
10,10~11,10.87,101.54,12.87,53.25,0.19,0.18,---,9.89,0.75,139.25,7.93,45.08,86.24,1.05,1.62,0.00,39.45,37.23,41.93,3.19,4.99,13.16,0.00,6.66,241.93,18.93,86.39,103.16,2023-10-06 10:00:00
11,11~12,13.50,111.58,14.55,54.25,0.20,0.34,---,9.45,0.77,144.79,8.56,47.72,88.51,1.12,1.60,0.00,47.58,35.92,62.93,3.25,5.67,13.81,0.00,15.77,257.99,26.98,88.93,104.84,2023-10-06 11:00:00
12,12~13,14.00,114.54,15.00,57.94,0.20,0.04,---,11.58,0.78,152.13,12.22,48.79,91.12,1.09,1.87,0.00,43.18,37.83,58.37,3.22,5.31,11.19,0.00,13.85,264.55,26.25,89.61,108.38,2023-10-06 12:00:00
13,13~14,20.44,112.35,15.81,58.00,0.19,0.21,---,16.03,0.73,156.00,12.35,49.71,93.94,1.11,1.97,0.00,45.43,40.01,48.38,3.12,4.87,14.03,0.00,3.25,270.40,23.66,89.79,116.22,2023-10-06 13:00:00
14,14~15,14.13,115.68,16.03,59.31,0.19,0.65,---,17.39,0.78,161.78,14.71,51.70,95.37,1.06,2.14,0.00,41.42,36.21,42.64,3.22,5.23,13.75,0.00,2.97,289.03,37.90,91.96,116.84,2023-10-06 14:00:00
15,15~16,17.43,119.74,16.47,57.44,0.20,0.64,---,13.97,0.80,152.92,10.79,49.50,92.63,1.01,1.47,0.00,40.09,33.22,42.61,3.13,5.52,13.47,0.00,11.56,296.21,46.66,93.55,116.75,2023-10-06 15:00:00
16,16~17,13.13,109.81,17.01,54.31,0.19,0.32,---,11.87,0.88,148.52,8.77,48.07,91.68,1.26,1.90,0.10,41.79,40.52,68.28,3.06,4.67,11.82,0.30,13.46,268.17,25.62,94.39,112.63,2023-10-06 16:00:00
17,17~18,12.31,105.67,14.35,45.32,0.39,0.09,57.03,9.94,1.61,150.25,12.50,47.02,90.73,1.31,1.27,0.17,41.30,39.90,59.75,3.25,3.52,7.90,4.67,0.76,249.32,11.09,97.77,107.09,2023-10-06 17:00:00
18,18~19,12.81,96.13,10.22,40.06,0.45,0.10,69.89,12.36,1.87,145.75,14.13,44.32,87.30,2.05,1.52,0.17,41.23,35.81,51.52,3.22,3.50,7.35,4.80,0.70,241.28,10.09,95.10,104.72,2023-10-06 18:00:00
19,19~20,14.75,84.34,7.75,37.69,0.45,0.11,63.83,10.07,1.83,135.47,14.03,39.41,82.03,2.99,1.21,0.17,43.49,40.25,53.75,2.97,3.39,6.00,4.79,1.07,226.58,8.35,88.57,99.00,2023-10-06 19:00:00
20,20~21,16.38,75.97,6.96,36.87,0.44,0.11,56.09,8.85,1.86,123.21,10.07,35.25,77.89,2.77,1.15,0.16,48.94,45.13,53.94,2.59,2.85,5.68,4.77,0.90,206.16,7.57,78.56,89.99,2023-10-06 20:00:00
21,21~22,19.62,68.98,6.38,34.31,0.44,0.11,43.45,8.80,1.85,115.79,7.77,33.25,74.77,2.55,1.41,0.17,50.11,50.45,88.91,2.56,2.82,5.03,4.76,1.42,198.47,6.93,74.83,87.23,2023-10-06 21:00:00
22,22~23,14.32,65.71,6.85,33.50,0.43,0.11,11.48,7.61,1.76,109.13,6.41,31.97,70.75,2.71,1.03,0.17,56.01,53.18,156.40,2.56,2.79,4.91,4.72,0.98,195.89,7.82,73.99,84.28,2023-10-06 22:00:00
23,23~24,14.31,64.67,7.16,33.00,0.44,0.10,8.48,5.84,1.77,106.62,6.78,31.05,68.79,2.84,1.24,0.16,69.26,60.42,78.07,2.54,2.85,4.50,4.74,0.83,195.42,7.90,73.33,84.81,2023-10-06 23:00:00
