,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,12.32,65.98,7.11,32.62,0.36,0.10,10.30,3.14,1.77,101.46,2.68,27.81,70.97,2.45,1.67,0.16,57.29,47.08,63.78,2.22,2.96,3.59,4.72,1.18,210.09,9.68,73.80,96.22,2023-09-30 00:00:00
1,1~2,11.93,65.37,6.99,32.13,0.36,0.09,10.59,2.16,1.75,100.83,2.66,27.47,70.70,1.16,1.72,0.17,57.63,49.88,91.49,2.25,2.88,3.35,4.72,0.74,210.46,9.50,73.98,96.42,2023-09-30 01:00:00
2,2~3,7.88,62.88,6.96,32.12,0.36,0.10,10.65,2.13,1.77,99.36,2.78,27.02,69.56,1.19,1.59,0.17,54.55,46.27,56.28,2.25,2.87,3.16,4.74,0.75,208.96,9.28,73.10,96.24,2023-09-30 02:00:00
3,3~4,7.31,62.38,7.13,32.19,0.36,0.11,10.78,2.13,1.78,100.13,2.69,26.85,70.59,1.23,1.66,0.16,48.82,40.55,49.08,2.31,2.89,2.90,4.74,1.20,208.35,9.63,73.51,95.90,2023-09-30 03:00:00
4,4~5,7.38,61.94,7.43,32.19,0.36,0.11,12.01,2.17,1.79,99.29,2.59,27.11,69.59,1.40,1.43,0.17,46.33,35.98,47.60,2.15,2.89,2.97,4.73,1.14,208.73,9.84,73.21,95.54,2023-09-30 04:00:00
5,5~6,6.87,61.03,7.24,31.87,0.35,0.12,12.48,2.27,1.62,99.60,2.82,26.81,69.97,1.20,1.62,0.17,43.11,34.20,56.71,2.07,2.89,2.97,3.53,0.99,206.80,9.32,73.06,94.78,2023-09-30 05:00:00
6,6~7,6.69,61.97,6.69,32.32,0.10,0.06,11.76,1.84,0.97,101.06,2.40,27.00,71.66,1.01,1.60,0.16,40.83,32.86,64.55,2.31,3.58,3.00,0.00,1.06,206.99,8.91,72.98,95.25,2023-09-30 06:00:00
7,7~8,6.69,63.83,7.26,32.75,0.10,0.06,34.27,1.88,0.75,100.81,2.50,26.97,71.34,1.43,1.70,0.08,43.14,32.42,48.16,2.12,3.83,3.35,0.00,0.76,212.42,9.65,74.64,97.44,2023-09-30 07:00:00
8,8~9,7.75,69.25,7.35,33.93,0.10,0.06,35.23,1.87,0.76,104.95,2.56,27.79,74.60,1.27,1.89,0.00,45.91,35.10,51.52,2.10,4.79,3.96,0.00,0.75,222.58,10.22,75.88,105.56,2023-09-30 08:00:00
9,9~10,7.87,70.42,8.20,34.13,0.10,0.05,25.28,1.78,0.75,112.09,2.57,29.34,80.18,1.10,2.25,0.00,46.58,35.98,47.54,2.12,4.83,4.13,0.00,0.94,222.75,9.81,76.52,104.97,2023-09-30 09:00:00
10,10~11,8.38,77.64,8.05,35.25,0.10,0.05,22.59,1.91,0.73,117.57,2.65,28.92,86.00,1.01,2.15,0.00,44.09,36.17,72.56,2.19,4.86,4.38,0.00,0.92,225.26,10.13,76.71,107.09,2023-09-30 10:00:00
11,11~12,9.12,80.85,8.16,37.19,0.11,0.03,25.09,1.82,0.75,124.00,2.69,31.06,90.25,1.28,2.40,0.00,45.43,33.82,41.03,2.16,4.85,4.67,0.00,0.67,226.36,9.81,77.41,107.48,2023-09-30 11:00:00
12,12~13,9.44,80.10,8.75,37.00,0.10,0.02,25.23,2.48,0.75,122.78,2.63,31.90,88.25,1.00,2.37,0.00,43.29,33.77,37.65,2.18,4.82,4.32,0.00,1.03,224.01,9.53,76.94,105.83,2023-09-30 12:00:00
13,13~14,9.94,87.33,7.96,39.18,0.11,0.02,24.45,3.99,0.74,125.06,4.90,33.01,87.15,1.22,2.32,0.00,40.19,34.62,40.25,2.22,4.86,4.56,0.00,0.70,227.13,10.62,77.33,107.79,2023-09-30 13:00:00
14,14~15,10.56,85.12,7.67,39.63,0.10,0.05,24.57,3.90,0.74,138.16,8.91,40.16,89.09,1.07,2.40,0.00,40.83,34.74,50.65,2.22,4.79,4.91,0.00,0.71,238.60,10.25,77.60,118.93,2023-09-30 14:00:00
