,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,14.00,52.59,5.48,26.69,0.38,0.13,9.67,2.44,1.98,---,4.75,---,58.74,1.11,0.10,0.00,33.34,41.79,50.95,1.22,3.31,3.32,---,---,---,5.31,71.24,74.71,2023-02-19 00:00:00
1,1~2,16.31,50.04,5.47,26.13,0.38,0.10,9.28,2.53,1.98,---,4.65,---,57.10,1.23,0.11,0.00,28.47,32.54,133.44,1.18,3.29,3.34,---,---,---,5.79,72.02,72.69,2023-02-19 01:00:00
2,2~3,6.87,48.15,5.42,25.93,0.39,0.12,9.25,2.55,1.99,---,4.53,---,56.78,1.29,0.06,0.00,22.82,23.86,52.56,1.22,3.28,2.87,---,---,---,5.13,71.24,71.00,2023-02-19 02:00:00
3,3~4,6.13,48.28,5.45,25.57,0.38,0.11,10.73,2.50,1.97,---,3.94,---,56.29,1.06,0.08,0.00,17.49,20.10,20.69,1.19,3.21,3.04,---,---,---,5.60,71.10,70.81,2023-02-19 03:00:00
4,4~5,5.75,48.32,5.31,25.43,0.38,0.12,11.36,2.53,1.95,---,3.94,---,57.46,1.07,0.11,0.00,16.25,19.72,19.37,1.28,3.20,3.09,---,---,---,5.15,70.99,70.13,2023-02-19 04:00:00
5,5~6,5.25,48.52,5.59,25.57,0.39,0.09,11.69,2.42,1.95,---,3.96,---,56.38,1.11,0.06,0.00,14.87,17.69,29.82,1.31,3.30,3.44,---,---,---,5.48,70.48,70.50,2023-02-19 05:00:00
6,6~7,4.69,48.26,5.78,25.93,0.29,0.02,10.26,2.08,1.07,---,3.95,---,59.25,1.17,0.10,0.00,13.42,15.02,49.74,1.28,3.67,3.13,---,---,---,5.41,69.82,72.78,2023-02-19 06:00:00
7,7~8,4.62,50.31,5.48,26.25,0.12,0.01,13.56,2.09,0.67,---,4.00,---,60.04,1.06,0.18,0.00,13.66,15.73,22.36,1.22,3.75,3.11,---,---,---,5.37,68.29,72.47,2023-02-19 07:00:00
8,8~9,5.19,50.87,5.42,26.69,0.11,0.00,31.50,2.21,1.94,---,4.53,---,60.23,1.31,0.17,0.00,14.81,21.63,22.51,1.13,3.70,3.63,---,---,---,5.24,67.65,74.94,2023-02-19 08:00:00
9,9~10,9.12,52.26,5.83,28.19,0.12,0.00,40.16,2.30,1.92,---,4.22,---,63.88,0.98,0.17,0.00,15.75,24.84,22.04,1.15,3.64,5.10,---,---,---,5.61,70.52,73.84,2023-02-19 09:00:00
10,10~11,10.57,54.43,6.56,29.12,0.11,0.01,43.21,2.57,1.92,---,4.56,---,64.73,1.03,0.18,0.00,20.97,27.21,54.86,1.19,3.96,4.63,---,---,---,4.94,72.16,75.46,2023-02-19 10:00:00
11,11~12,8.75,53.73,5.99,28.63,0.12,0.01,41.86,2.65,1.91,---,6.43,---,65.19,1.04,0.15,0.00,19.91,28.85,36.29,1.19,3.79,4.81,---,---,---,5.58,70.98,80.29,2023-02-19 11:00:00
12,12~13,12.43,56.18,6.92,28.50,0.11,0.02,29.42,3.19,1.92,---,8.32,---,64.80,1.12,0.08,0.00,28.87,34.78,38.73,1.25,3.61,4.37,---,---,---,5.42,70.42,79.78,2023-02-19 12:00:00
13,13~14,15.00,53.69,6.17,28.50,0.11,0.00,21.94,4.19,2.18,---,8.62,---,63.91,1.06,0.10,0.00,30.16,30.00,51.21,1.22,3.68,4.34,---,---,---,5.11,71.12,78.69,2023-02-19 13:00:00
14,14~15,8.19,54.34,6.50,28.19,0.11,0.00,21.37,5.22,2.33,---,8.44,---,62.66,1.19,0.13,0.00,28.71,35.22,65.02,1.28,3.66,4.00,---,---,---,5.19,71.16,79.06,2023-02-19 14:00:00
15,15~16,10.44,55.78,6.11,30.12,0.12,0.00,23.31,5.22,2.33,---,8.78,---,62.81,1.15,0.07,0.00,26.73,32.90,40.59,1.31,3.69,4.23,---,---,---,5.78,71.23,79.03,2023-02-19 15:00:00
16,16~17,10.31,57.38,5.95,29.50,0.11,0.01,21.61,5.24,2.37,---,8.12,---,63.18,1.02,0.10,0.00,31.84,33.66,49.16,1.22,3.36,3.18,---,---,---,5.01,71.37,78.41,2023-02-19 16:00:00
17,17~18,10.81,62.15,6.18,28.75,0.27,0.03,16.74,5.43,2.17,---,7.29,---,62.13,1.40,0.10,0.00,44.12,39.31,75.35,1.00,3.23,3.04,---,---,---,5.51,69.62,77.46,2023-02-19 17:00:00
18,18~19,10.63,61.78,5.93,28.13,0.38,0.11,13.93,4.27,1.94,---,7.22,---,62.50,1.23,0.13,0.00,33.69,39.35,131.49,0.91,3.04,3.09,---,---,---,4.91,69.29,76.07,2023-02-19 18:00:00
19,19~20,13.56,58.32,5.13,27.68,0.38,0.10,13.63,3.11,1.95,---,5.71,---,59.99,1.19,0.07,0.00,34.09,38.06,95.53,1.03,3.08,3.37,---,---,---,5.19,70.46,73.78,2023-02-19 19:00:00
20,20~21,18.88,53.65,5.65,27.57,0.38,0.11,11.81,3.70,1.94,---,5.57,---,56.92,1.18,0.17,0.00,41.73,48.03,58.57,0.94,3.05,3.00,---,---,---,5.36,70.23,72.31,2023-02-19 20:00:00
21,21~22,21.56,52.34,5.45,26.75,0.37,0.11,11.47,3.56,1.98,---,5.28,---,56.21,1.37,0.18,0.00,51.87,54.31,162.11,0.93,3.20,3.04,---,---,---,4.91,68.82,70.10,2023-02-19 21:00:00
