,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,22.13,54.02,4.84,27.75,0.33,0.09,9.27,4.10,1.54,84.46,4.43,25.25,54.78,1.12,0.68,0.17,46.69,39.10,129.24,2.66,2.57,2.53,4.24,1.18,159.24,5.00,62.18,73.68,2023-11-15 00:00:00
1,1~2,19.81,54.81,4.82,27.69,0.33,0.11,9.17,2.71,1.54,83.90,3.87,25.00,55.03,1.17,0.68,0.16,40.69,30.34,42.73,2.56,2.53,2.93,4.23,0.71,158.51,4.57,61.93,73.51,2023-11-15 01:00:00
2,2~3,8.00,53.57,4.66,27.56,0.34,0.13,9.72,2.65,1.55,82.84,3.79,25.46,53.59,1.16,0.67,0.17,26.42,24.69,55.68,2.53,2.64,2.94,4.25,0.93,158.96,4.69,62.63,73.24,2023-11-15 02:00:00
3,3~4,6.75,54.24,4.99,27.63,0.33,0.12,10.41,2.62,1.54,80.94,3.53,24.66,52.75,1.17,0.71,0.17,28.76,18.46,113.58,2.53,2.63,2.97,4.25,1.57,157.82,5.18,61.51,72.57,2023-11-15 03:00:00
4,4~5,6.63,53.46,4.93,27.75,0.33,0.03,11.07,2.62,1.57,80.85,3.59,23.91,53.35,1.12,0.67,0.16,21.28,17.07,32.95,2.57,2.66,2.66,4.24,0.95,156.81,4.50,61.69,71.94,2023-11-15 04:00:00
5,5~6,6.56,54.35,5.38,27.81,0.33,0.02,11.74,2.57,1.55,82.34,3.53,24.56,54.25,1.07,0.70,0.17,17.73,17.76,21.38,2.53,2.67,2.50,4.25,0.89,157.92,4.79,62.42,72.18,2023-11-15 05:00:00
6,6~7,6.00,53.42,5.23,27.81,0.17,0.00,12.36,1.58,1.32,84.48,3.23,24.41,56.84,0.98,0.68,0.17,16.22,16.40,22.10,2.50,3.47,2.34,1.93,1.32,157.18,4.84,61.61,71.75,2023-11-15 06:00:00
7,7~8,6.50,54.79,5.13,28.88,0.07,0.05,15.46,1.70,0.67,85.44,3.93,25.20,56.31,1.44,0.66,0.03,16.76,16.24,37.94,2.56,3.60,2.97,0.00,3.20,158.29,4.99,61.43,71.94,2023-11-15 07:00:00
8,8~9,6.94,57.44,8.09,34.18,0.07,0.07,24.03,1.75,1.76,88.29,3.91,27.41,56.97,1.14,0.68,0.00,19.59,18.85,51.79,2.53,3.81,4.38,0.00,1.90,166.11,6.50,63.54,75.12,2023-11-15 08:00:00
9,9~10,8.06,62.75,10.10,36.07,0.07,0.07,30.44,2.00,1.69,96.48,4.69,29.54,62.25,1.08,1.17,0.00,20.32,28.05,32.74,2.94,3.78,5.28,0.00,1.45,179.44,7.73,66.75,78.69,2023-11-15 09:00:00
10,10~11,9.00,69.14,10.39,39.12,0.07,0.07,34.10,2.93,1.67,103.88,7.72,30.57,65.59,1.06,1.45,0.00,29.91,24.13,34.31,2.72,4.07,6.44,0.00,3.54,187.85,8.21,67.75,83.25,2023-11-15 10:00:00
11,11~12,16.37,72.49,10.02,41.38,0.08,0.07,35.41,2.99,1.79,109.10,7.62,31.81,69.67,1.34,1.58,0.00,29.03,24.94,35.27,2.90,3.80,6.37,0.00,3.96,188.43,8.60,71.03,83.07,2023-11-15 11:00:00
12,12~13,12.25,69.82,10.98,42.37,0.07,0.06,38.71,2.98,1.69,111.31,8.22,31.31,71.78,1.21,1.59,0.00,26.40,32.92,65.43,2.97,3.92,5.41,0.00,1.61,193.06,8.59,71.48,85.43,2023-11-15 12:00:00
13,13~14,14.38,68.08,10.04,42.63,0.07,0.05,43.81,4.22,1.64,112.27,9.81,33.63,68.83,0.98,1.37,0.00,26.90,36.66,51.00,2.88,3.71,6.52,0.00,2.04,195.00,8.34,72.37,87.44,2023-11-15 13:00:00
14,14~15,15.50,69.83,10.63,42.43,0.07,0.09,43.73,4.49,1.66,115.45,10.75,31.60,73.10,1.02,1.74,0.00,36.98,26.22,43.44,3.00,3.97,6.88,0.00,2.30,203.00,7.53,70.84,95.94,2023-11-15 14:00:00
15,15~16,10.69,69.61,11.38,41.38,0.08,0.08,39.40,4.29,1.76,112.76,10.53,33.67,68.56,1.22,1.65,0.00,32.66,25.84,37.92,3.00,4.25,6.88,0.00,5.58,205.31,8.39,72.65,95.81,2023-11-15 15:00:00
16,16~17,9.56,72.72,11.00,40.56,0.15,0.07,36.64,4.61,1.98,109.36,9.97,31.32,68.07,1.10,1.74,0.13,33.41,30.52,63.89,2.90,3.66,5.50,0.34,4.68,201.74,7.77,71.20,96.50,2023-11-15 16:00:00
17,17~18,18.81,69.68,10.41,38.81,0.34,0.08,51.51,4.83,2.10,109.37,9.59,33.10,66.68,1.54,0.95,0.17,29.03,25.73,50.22,3.00,3.25,4.44,4.32,1.15,199.25,6.28,69.76,94.69,2023-11-15 17:00:00
