,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,12.25,69.48,8.98,33.68,0.41,0.07,11.87,7.31,1.70,99.43,2.87,20.60,75.96,3.15,3.35,0.17,76.01,45.55,90.58,3.12,2.50,4.62,3.99,1.20,220.09,8.69,80.59,104.56,2024-07-08 00:00:00
1,1~2,10.00,67.96,9.03,33.46,0.40,0.11,12.49,5.38,1.65,98.15,2.69,19.81,75.65,1.46,3.49,0.17,77.86,44.40,63.63,3.10,2.56,4.07,3.99,0.73,220.66,7.87,82.15,104.67,2024-07-08 01:00:00
2,2~3,9.62,66.72,8.75,33.06,0.41,0.11,13.46,6.57,1.71,89.17,2.15,18.51,68.51,1.35,3.12,0.16,72.26,39.80,53.42,2.94,2.57,3.87,3.98,0.79,218.16,8.57,80.32,103.43,2024-07-08 02:00:00
3,3~4,8.94,66.81,8.74,31.92,0.41,0.10,13.53,4.53,1.69,79.28,1.79,18.27,59.22,1.14,3.48,0.17,61.79,32.90,49.01,2.93,2.56,4.06,3.99,1.13,216.37,8.25,79.99,102.05,2024-07-08 03:00:00
4,4~5,8.94,66.75,8.86,32.36,0.41,0.03,14.61,3.95,1.66,77.43,1.75,17.64,58.04,1.18,3.07,0.16,55.73,31.58,43.74,2.94,2.58,4.07,3.99,0.89,213.27,7.37,79.33,101.26,2024-07-08 04:00:00
5,5~6,7.68,66.47,8.59,32.08,0.25,0.01,12.89,3.00,1.61,79.46,1.96,18.80,58.70,0.91,3.36,0.17,52.48,30.39,53.64,2.97,2.62,3.87,1.65,1.75,213.24,8.51,78.83,100.94,2024-07-08 05:00:00
6,6~7,10.19,67.00,8.36,35.36,0.14,0.05,15.95,2.36,0.74,82.17,1.85,17.91,62.41,1.48,3.20,0.17,53.70,30.80,70.15,2.91,3.76,4.12,0.00,12.20,218.84,7.65,79.64,104.44,2024-07-08 06:00:00
7,7~8,12.88,69.51,9.25,46.11,0.15,0.05,18.58,2.40,0.66,90.25,4.09,20.28,65.88,1.04,3.56,0.11,53.93,30.89,48.73,3.12,4.14,5.60,0.00,13.35,230.84,12.44,80.87,108.66,2024-07-08 07:00:00
8,8~9,9.56,82.77,9.32,64.40,0.15,0.08,35.19,2.55,0.68,110.74,6.06,31.25,73.43,1.07,4.49,0.00,47.71,29.97,48.47,3.91,5.06,7.09,0.00,3.94,247.79,14.78,85.51,117.98,2024-07-08 08:00:00
9,9~10,11.06,118.56,10.31,75.80,0.17,1.23,47.68,3.20,0.69,121.25,6.10,35.56,79.59,1.20,5.05,0.00,43.67,29.53,44.85,4.37,5.69,8.38,0.00,5.13,300.31,28.28,96.04,130.00,2024-07-08 09:00:00
10,10~11,9.75,130.16,13.73,80.78,0.16,2.01,49.63,3.65,0.72,144.87,7.69,39.96,97.22,1.24,4.72,0.00,43.32,27.11,44.82,4.50,6.62,9.75,0.00,15.34,314.33,31.62,98.65,141.18,2024-07-08 10:00:00
11,11~12,10.38,143.03,13.56,80.69,0.17,2.25,54.16,3.69,0.73,152.85,8.37,40.44,104.04,1.06,4.67,0.00,46.19,28.44,46.34,4.56,6.31,10.18,0.00,18.30,324.07,29.78,100.19,152.12,2024-07-08 11:00:00
12,12~13,9.12,143.16,13.94,78.08,0.17,2.31,59.43,5.43,0.66,155.30,9.41,39.23,106.66,1.17,5.25,0.00,50.10,32.09,72.37,4.54,5.69,9.60,0.00,16.15,334.02,28.94,103.27,159.02,2024-07-08 12:00:00
13,13~14,9.81,145.35,17.50,81.42,0.17,2.69,78.01,7.57,0.69,158.54,10.69,43.51,104.34,1.05,6.20,0.00,47.98,32.90,46.27,4.56,5.01,10.84,0.00,8.26,342.48,31.41,104.65,163.74,2024-07-08 13:00:00
14,14~15,10.50,158.40,17.78,83.64,0.17,2.95,71.14,6.93,0.71,168.68,10.74,46.44,111.50,1.39,5.54,0.00,43.39,31.93,48.58,4.97,5.69,11.78,0.00,4.30,349.32,29.69,105.99,171.38,2024-07-08 14:00:00
15,15~16,10.25,146.81,17.11,81.34,0.17,2.00,71.97,6.45,0.81,---,10.23,---,107.71,1.15,5.05,0.10,40.00,35.24,47.98,4.84,6.38,11.91,0.00,16.97,---,26.72,102.70,163.51,2024-07-08 15:00:00
16,16~17,9.19,118.84,16.21,66.82,0.19,1.55,59.58,6.82,0.82,---,8.22,---,98.16,1.14,3.41,0.16,34.82,31.37,44.82,4.09,4.15,8.97,0.01,15.41,---,25.99,92.66,132.71,2024-07-08 16:00:00
17,17~18,9.50,122.07,14.75,61.12,0.21,0.34,102.81,10.07,1.17,---,7.68,---,95.09,1.22,3.64,0.17,35.52,28.11,48.56,4.13,3.53,6.28,0.06,4.84,---,15.00,91.86,125.96,2024-07-08 17:00:00
18,18~19,10.44,112.66,11.48,53.13,0.39,0.11,116.22,7.88,1.60,---,7.54,---,92.34,1.40,3.85,0.16,39.24,32.00,46.81,3.87,3.34,5.22,5.28,0.91,---,13.82,89.68,127.77,2024-07-08 18:00:00
19,19~20,11.94,106.87,9.78,47.82,0.48,0.11,115.65,8.62,1.67,---,7.71,---,89.22,3.54,3.50,0.17,43.77,38.58,72.14,3.50,3.07,4.78,5.72,0.77,---,10.31,83.18,120.12,2024-07-08 19:00:00
20,20~21,14.31,98.90,9.85,42.65,0.49,0.13,102.01,9.39,1.69,---,5.68,---,87.00,3.22,2.71,0.17,49.39,37.38,70.56,3.35,2.72,4.25,5.77,0.94,---,11.97,81.22,112.88,2024-07-08 20:00:00
21,21~22,14.50,92.76,9.90,35.93,0.48,0.12,85.06,7.96,1.62,---,4.29,---,69.67,2.76,2.86,0.16,54.87,41.40,77.96,3.34,2.57,4.22,5.80,0.98,---,13.22,81.72,112.92,2024-07-08 21:00:00
22,22~23,16.06,80.59,8.75,35.11,0.47,0.12,22.38,6.98,1.66,---,4.07,---,61.94,2.74,3.08,0.17,56.78,47.97,127.53,3.35,2.40,4.41,5.68,0.82,---,11.00,80.10,107.77,2024-07-08 22:00:00
23,23~24,13.19,76.47,8.94,33.92,0.46,0.12,18.35,4.96,1.65,---,2.25,---,60.60,2.69,2.92,0.17,67.54,49.90,77.28,3.12,2.32,4.53,4.80,1.24,---,11.46,77.29,107.60,2024-07-08 23:00:00
