,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,10.75,51.69,5.51,27.08,0.32,0.13,9.03,5.19,1.65,82.23,2.59,20.71,58.93,1.02,1.34,0.17,25.89,28.11,38.65,2.37,3.02,2.62,4.39,0.93,148.08,3.68,58.64,65.50,2024-01-31 00:00:00
1,1~2,7.81,51.34,5.42,26.32,0.33,0.14,8.66,4.90,1.70,82.32,2.50,22.24,57.58,1.14,1.31,0.17,23.18,23.67,103.02,2.32,3.03,2.19,4.41,0.88,147.53,4.00,58.48,64.68,2024-01-31 01:00:00
2,2~3,6.62,50.60,5.48,26.07,0.33,0.14,9.03,4.50,1.68,82.92,2.56,21.90,58.46,1.05,1.37,0.16,20.43,16.80,87.20,2.34,3.03,2.41,4.39,0.88,147.82,3.78,59.12,64.75,2024-01-31 02:00:00
3,3~4,6.13,51.43,5.66,26.28,0.32,0.11,9.44,4.47,1.70,82.99,2.51,21.44,59.04,1.07,1.34,0.17,17.94,14.60,27.23,2.31,3.04,2.60,4.40,0.93,147.72,4.04,58.73,64.44,2024-01-31 03:00:00
4,4~5,5.81,50.13,6.05,26.05,0.33,0.02,10.33,4.42,1.66,82.81,2.50,21.48,58.83,1.08,1.47,0.17,16.44,13.04,17.88,2.35,3.03,2.59,4.40,1.76,146.04,3.65,58.08,63.50,2024-01-31 04:00:00
5,5~6,5.63,50.53,5.58,26.39,0.33,0.03,11.12,4.47,1.66,82.58,2.43,21.27,58.88,0.99,1.34,0.16,15.25,13.91,17.60,2.43,3.10,2.53,4.40,1.10,148.52,4.32,59.43,64.31,2024-01-31 05:00:00
6,6~7,5.00,49.56,5.40,26.38,0.29,0.03,9.70,4.05,1.23,84.83,2.38,21.49,60.96,0.90,1.41,0.17,13.20,13.05,38.54,2.41,4.60,2.93,2.34,1.66,147.68,3.97,58.30,64.57,2024-01-31 06:00:00
7,7~8,4.87,50.81,5.26,27.05,0.06,0.04,13.70,4.14,0.66,84.07,2.59,21.29,60.19,1.06,1.29,0.17,11.50,12.31,35.38,2.41,4.02,3.03,0.00,2.15,149.10,4.59,58.28,64.68,2024-01-31 07:00:00
8,8~9,5.56,51.82,6.67,32.60,0.07,0.09,26.38,3.94,0.66,88.67,2.78,23.30,62.59,1.16,1.34,0.09,12.87,13.75,16.70,2.43,3.91,3.82,0.00,2.66,159.61,10.38,60.90,66.81,2024-01-31 08:00:00
9,9~10,5.00,59.43,6.79,34.73,0.06,0.02,34.07,3.96,0.66,99.50,3.82,25.53,70.15,0.96,1.27,0.00,13.30,13.96,19.57,2.66,4.71,4.90,0.00,1.61,173.08,12.43,65.91,72.07,2024-01-31 09:00:00
10,10~11,8.00,65.20,7.78,37.70,0.07,0.03,32.32,3.27,0.70,99.30,3.62,26.88,68.80,1.00,2.07,0.00,14.37,13.88,28.17,2.69,4.84,5.85,0.00,1.63,183.09,13.66,68.36,78.37,2024-01-31 10:00:00
11,11~12,5.57,70.96,8.42,38.01,0.07,0.01,34.76,3.21,0.65,104.15,3.87,26.90,73.38,0.93,2.18,0.00,16.04,15.89,50.89,2.56,4.35,5.94,0.00,---,---,12.41,70.83,80.88,2024-01-31 11:00:00
12,12~13,5.37,71.50,8.71,37.56,0.07,0.09,35.19,3.18,0.67,106.64,4.13,27.69,74.82,0.88,2.52,0.00,17.29,15.71,26.90,2.56,4.34,5.15,0.00,---,---,8.75,72.65,80.81,2024-01-31 12:00:00
13,13~14,5.75,70.38,8.47,38.98,0.07,0.10,39.10,3.56,0.62,105.72,3.81,27.85,74.06,0.98,2.34,0.00,15.36,17.64,21.57,2.66,4.22,6.35,0.00,1.37,185.66,8.94,71.53,82.06,2024-01-31 13:00:00
14,14~15,7.63,76.28,8.94,41.68,0.07,0.09,38.30,3.76,0.66,107.41,3.97,28.60,74.84,0.92,2.43,0.00,19.98,18.33,22.19,2.56,4.66,5.91,0.00,2.02,190.52,10.00,70.86,85.37,2024-01-31 14:00:00
15,15~16,7.37,75.37,9.25,49.40,0.07,0.10,37.38,4.90,0.66,107.38,4.03,29.14,74.21,1.31,2.62,0.00,17.73,20.34,36.90,2.81,4.85,6.15,0.00,5.83,192.51,8.84,71.61,87.57,2024-01-31 15:00:00
16,16~17,8.44,74.15,9.63,48.20,0.07,0.09,33.75,5.16,0.78,108.96,3.56,29.73,75.67,1.08,2.58,0.05,15.11,15.14,42.77,2.91,4.28,4.94,0.19,3.85,191.22,7.37,72.60,87.38,2024-01-31 16:00:00
17,17~18,8.56,72.29,9.05,38.91,0.28,0.12,34.32,5.40,1.63,106.01,3.38,29.50,73.13,1.07,2.47,0.17,19.03,14.96,21.97,2.88,3.90,4.06,4.31,0.74,183.16,5.82,70.23,84.50,2024-01-31 17:00:00
