,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,20.21,55.36,6.09,29.23,0.33,0.10,9.84,3.16,1.70,90.29,3.71,24.81,61.77,0.97,0.74,0.16,47.12,53.97,132.08,2.53,2.68,2.99,4.26,1.10,168.95,5.96,63.56,80.43,2023-12-01 00:00:00
1,1~2,16.48,55.95,6.01,29.04,0.32,0.10,9.81,2.94,1.72,88.79,2.79,23.16,62.84,0.97,0.66,0.16,33.46,38.02,87.09,2.47,2.73,2.67,4.27,0.73,166.45,5.65,61.08,80.56,2023-12-01 01:00:00
2,2~3,13.12,54.58,5.88,29.05,0.34,0.11,10.40,2.88,1.73,88.34,2.59,23.24,62.51,0.94,0.73,0.17,25.94,24.84,29.90,2.53,2.75,2.24,4.28,1.00,165.55,6.23,60.21,80.07,2023-12-01 02:00:00
3,3~4,8.11,54.12,6.10,28.85,0.33,0.10,10.41,4.00,1.70,84.02,2.66,21.62,59.74,0.96,0.74,0.16,21.48,22.00,22.96,2.50,2.70,2.51,4.28,0.94,163.13,5.90,59.49,78.56,2023-12-01 03:00:00
4,4~5,7.98,53.21,6.05,28.74,0.33,0.02,11.41,2.81,1.72,84.10,2.59,21.60,59.91,0.89,0.82,0.16,18.19,18.97,42.05,2.50,2.72,2.43,4.28,0.94,163.44,6.06,59.98,78.12,2023-12-01 04:00:00
5,5~6,7.29,52.67,6.09,28.67,0.33,0.00,11.67,2.45,1.70,84.96,2.56,21.87,60.53,0.94,0.66,0.17,16.49,17.68,45.71,2.47,2.84,2.57,4.28,1.30,161.70,6.19,59.42,76.69,2023-12-01 05:00:00
6,6~7,7.03,52.71,6.11,28.55,0.19,0.05,10.79,1.77,1.26,85.00,2.53,21.41,61.06,1.16,0.66,0.16,15.44,17.09,19.53,2.31,3.98,2.71,2.30,2.08,160.86,5.79,59.31,75.56,2023-12-01 06:00:00
7,7~8,9.89,55.21,6.80,29.59,0.07,0.05,13.88,1.81,0.66,86.44,2.69,22.62,61.13,1.28,0.64,0.17,16.07,16.59,23.68,2.37,3.81,2.88,0.09,6.13,160.74,6.02,58.46,75.81,2023-12-01 07:00:00
8,8~9,7.22,57.06,7.93,34.01,0.08,0.01,30.63,2.37,1.23,88.65,3.29,23.20,62.16,1.04,0.64,0.16,19.46,19.46,57.20,2.41,3.70,3.59,0.00,2.02,167.27,7.91,62.55,76.32,2023-12-01 08:00:00
9,9~10,9.57,59.97,9.83,36.63,0.06,0.03,43.79,2.43,0.70,96.42,4.80,24.87,66.75,1.27,1.28,0.03,27.27,21.51,33.04,2.53,3.81,4.91,0.00,1.74,181.60,10.13,72.44,76.87,2023-12-01 09:00:00
10,10~11,10.27,63.33,11.55,38.18,0.07,0.05,46.31,2.25,0.66,102.29,5.26,26.54,70.49,1.08,1.32,0.02,27.67,22.24,28.03,2.41,4.16,6.22,0.00,2.16,188.28,10.47,75.88,80.25,2023-12-01 10:00:00
11,11~12,9.26,65.73,8.66,36.99,0.07,0.06,48.31,2.41,0.67,102.57,4.37,25.79,72.41,1.20,1.41,0.03,31.49,21.32,62.37,2.40,3.78,5.94,0.00,3.91,189.42,11.22,70.29,83.88,2023-12-01 11:00:00
12,12~13,10.87,73.62,10.52,39.25,0.08,0.06,48.15,3.76,0.66,103.38,4.84,24.97,73.57,1.08,1.43,0.02,34.28,25.53,134.66,2.50,3.63,5.34,0.00,1.49,189.18,11.90,65.35,86.99,2023-12-01 12:00:00
13,13~14,9.13,72.81,10.52,38.63,0.07,0.06,51.01,4.24,0.68,107.12,6.09,27.66,73.37,1.16,1.33,0.00,29.46,29.35,65.08,2.75,3.51,5.56,0.00,1.42,187.85,11.50,65.06,87.19,2023-12-01 13:00:00
14,14~15,9.12,68.25,11.76,40.31,0.06,0.04,56.34,5.13,1.84,107.94,6.82,28.62,72.50,1.00,1.33,0.00,30.44,26.13,38.52,2.57,3.69,5.47,0.00,2.68,191.63,14.72,64.73,88.07,2023-12-01 14:00:00
15,15~16,8.00,69.78,10.34,41.31,0.07,0.05,51.14,5.11,2.04,109.41,7.25,27.62,74.54,1.73,1.33,0.16,34.19,32.91,27.32,2.68,3.93,5.41,0.00,4.60,191.86,14.41,63.93,89.56,2023-12-01 15:00:00
16,16~17,8.94,66.91,9.44,38.69,0.16,0.07,45.33,4.76,1.39,108.42,6.37,26.50,75.55,1.33,1.33,0.16,29.55,26.81,27.88,2.91,3.63,4.81,0.58,2.14,184.02,11.43,63.46,85.06,2023-12-01 16:00:00
17,17~18,13.31,68.13,10.18,35.62,0.33,0.09,45.01,4.24,2.16,106.95,6.25,26.44,74.26,1.30,1.21,0.17,30.34,30.10,60.83,2.84,3.50,4.18,4.35,1.85,174.36,8.16,61.33,82.50,2023-12-01 17:00:00
18,18~19,12.50,63.62,8.46,31.82,0.33,0.11,46.58,3.58,2.19,102.68,6.04,24.58,72.06,1.01,0.67,0.16,28.85,28.14,63.81,2.75,3.35,3.60,4.32,1.22,168.99,6.84,59.31,80.94,2023-12-01 18:00:00
19,19~20,14.94,59.25,7.01,29.56,0.33,0.08,43.22,4.25,2.20,96.75,5.09,24.26,67.40,1.13,0.66,0.17,30.14,33.64,33.44,2.66,2.97,3.47,4.30,0.91,165.15,6.03,58.41,79.87,2023-12-01 19:00:00
20,20~21,13.94,58.38,6.94,28.06,0.33,0.11,43.20,4.39,2.15,94.63,5.25,23.66,65.72,1.04,0.73,0.16,35.03,38.75,37.26,2.63,2.63,2.93,4.28,1.08,158.19,5.50,57.77,73.95,2023-12-01 20:00:00
21,21~22,13.62,57.78,6.40,27.44,0.32,0.10,37.18,5.63,2.20,93.96,4.68,22.59,66.69,0.96,0.65,0.16,31.69,43.46,82.60,2.62,2.55,3.04,4.27,0.86,152.69,5.66,57.26,69.24,2023-12-01 21:00:00
22,22~23,18.32,55.43,5.26,26.69,0.33,0.12,13.18,5.32,2.19,90.29,5.54,21.53,63.22,1.26,0.67,0.17,42.23,40.72,149.15,2.56,2.64,2.91,4.26,0.66,149.52,5.59,57.69,65.81,2023-12-01 22:00:00
23,23~24,21.18,55.41,5.29,26.00,0.33,0.13,10.29,4.34,2.22,89.44,5.56,21.66,62.22,1.49,0.65,0.17,52.73,44.30,110.14,2.66,2.65,3.00,4.27,1.06,147.29,5.10,57.46,64.25,2023-12-01 23:00:00
