,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,13.06,51.08,5.87,27.44,0.35,0.12,9.15,3.57,1.70,---,8.32,---,62.18,1.14,2.07,0.17,31.91,35.18,100.52,1.84,3.23,2.31,4.41,0.96,---,3.16,59.75,68.51,2023-12-29 00:00:00
1,1~2,10.19,50.48,5.92,27.19,0.36,0.11,9.06,3.38,1.69,---,7.53,---,60.75,1.12,2.16,0.17,32.28,31.72,129.43,1.88,3.17,2.75,4.41,0.92,---,3.38,59.35,68.56,2023-12-29 01:00:00
2,2~3,9.13,50.18,5.34,27.25,0.36,0.13,9.43,3.07,1.69,---,6.71,---,61.60,1.17,2.08,0.16,23.83,32.11,37.00,1.59,3.17,2.57,4.40,0.80,---,3.06,59.26,68.12,2023-12-29 02:00:00
3,3~4,10.50,50.41,5.47,26.93,0.35,0.12,9.71,2.60,1.66,---,6.66,---,60.42,1.16,2.00,0.17,19.90,24.28,26.96,1.56,3.23,2.65,4.41,1.53,---,3.31,59.93,68.19,2023-12-29 03:00:00
4,4~5,6.62,49.81,5.54,26.69,0.35,0.03,11.31,2.69,1.69,---,5.94,---,61.16,1.12,1.52,0.17,19.90,20.30,23.69,1.60,3.16,2.97,4.40,0.70,---,3.29,59.21,67.87,2023-12-29 04:00:00
5,5~6,6.63,50.03,5.71,26.69,0.36,0.01,12.11,2.61,1.66,---,5.22,---,60.50,1.45,1.46,0.16,20.89,16.35,22.66,1.59,3.29,2.97,4.41,1.11,---,2.96,58.61,67.57,2023-12-29 05:00:00
6,6~7,6.68,48.95,5.42,26.94,0.31,0.05,10.59,2.16,1.26,---,3.47,---,62.76,1.01,1.33,0.17,16.38,15.37,32.01,1.56,4.54,2.28,2.36,1.36,---,3.25,59.50,68.19,2023-12-29 06:00:00
7,7~8,6.57,50.06,5.56,27.75,0.09,0.02,14.73,1.99,0.62,---,3.43,---,62.68,1.33,1.58,0.17,13.94,13.82,51.79,1.60,4.35,3.28,0.18,2.75,---,3.34,59.11,68.12,2023-12-29 07:00:00
8,8~9,6.62,53.30,5.48,32.87,0.09,0.05,21.38,2.02,1.63,---,3.82,---,63.22,1.39,1.22,0.17,14.06,14.32,24.80,1.59,4.71,4.41,0.00,5.73,---,4.57,58.69,68.88,2023-12-29 08:00:00
9,9~10,7.38,57.72,5.54,34.25,0.09,0.05,24.35,2.28,1.63,---,6.35,---,65.79,1.36,2.32,0.17,16.30,19.51,26.34,1.59,4.52,4.90,0.00,1.77,---,9.03,62.69,68.93,2023-12-29 09:00:00
10,10~11,7.00,64.41,5.87,36.63,0.09,0.06,26.32,2.08,1.62,---,7.05,---,66.84,0.95,2.62,0.16,20.67,21.82,31.52,1.57,4.66,5.79,0.00,2.36,---,9.31,64.17,73.63,2023-12-29 10:00:00
11,11~12,10.12,66.91,7.71,38.00,0.09,0.10,29.16,2.53,1.67,---,7.34,---,68.66,1.00,2.62,0.12,19.55,22.51,34.69,1.59,4.34,5.99,0.00,3.52,---,8.78,63.14,78.75,2023-12-29 11:00:00
12,12~13,7.69,65.96,9.00,36.12,0.09,0.05,29.98,2.83,1.63,---,9.69,---,70.43,0.98,2.59,0.00,23.06,23.63,63.23,1.59,4.10,5.47,0.00,2.15,---,10.03,64.02,79.62,2023-12-29 12:00:00
13,13~14,12.62,68.95,8.30,36.06,0.09,0.05,34.42,2.58,1.62,---,11.60,---,72.16,1.71,2.29,0.07,19.81,18.63,35.48,1.72,4.53,5.82,0.00,2.04,---,9.79,62.56,78.94,2023-12-29 13:00:00
14,14~15,11.82,69.87,8.17,38.57,0.09,0.05,34.39,2.99,1.63,---,10.78,---,72.73,1.03,2.71,0.00,24.68,20.45,35.56,1.75,5.09,5.93,0.00,1.61,---,9.25,62.90,78.88,2023-12-29 14:00:00
15,15~16,8.68,69.34,8.69,38.75,0.10,0.03,30.61,3.14,1.63,---,9.87,---,76.26,0.96,2.63,0.00,21.31,22.43,35.39,1.78,5.22,5.82,0.00,5.67,---,9.43,62.93,79.68,2023-12-29 15:00:00
16,16~17,10.63,66.65,8.55,37.68,0.13,0.03,30.21,2.91,1.79,---,11.91,---,74.61,0.97,2.64,0.16,23.93,23.63,103.53,1.82,4.79,5.24,0.21,4.45,---,7.62,61.81,80.19,2023-12-29 16:00:00
17,17~18,15.00,67.94,8.38,35.44,0.36,0.08,41.77,3.42,2.13,---,10.76,---,73.59,1.14,3.02,0.17,25.94,27.39,119.25,1.93,4.47,4.20,4.50,3.31,---,5.20,59.35,75.32,2023-12-29 17:00:00
18,18~19,14.75,64.69,8.25,31.94,0.35,0.10,47.04,2.49,1.69,---,8.99,---,72.42,1.42,2.33,0.16,24.24,25.06,39.10,2.00,4.09,4.15,4.44,1.37,---,3.31,55.78,72.87,2023-12-29 18:00:00
19,19~20,11.50,60.88,8.45,30.44,0.36,0.11,44.53,2.44,1.67,---,7.13,---,70.16,1.21,1.51,0.17,24.20,27.55,36.31,1.94,3.85,4.16,4.46,0.90,---,3.66,56.00,71.75,2023-12-29 19:00:00
20,20~21,9.87,57.81,7.81,29.43,0.35,0.10,40.67,2.89,1.65,---,8.71,---,68.73,1.27,1.51,0.17,29.78,31.22,33.96,1.88,3.53,4.02,4.42,0.85,---,3.50,54.93,69.82,2023-12-29 20:00:00
21,21~22,10.50,58.88,6.43,28.50,0.35,0.09,36.50,2.82,1.70,---,8.69,---,65.95,1.23,2.04,0.17,40.21,29.23,42.45,1.87,3.48,3.35,4.41,0.87,---,3.93,54.96,69.43,2023-12-29 21:00:00
22,22~23,14.07,57.90,6.16,27.88,0.36,0.12,12.61,3.23,1.66,---,8.44,---,63.06,1.41,1.85,0.17,35.72,32.97,59.94,1.88,3.58,3.53,4.40,1.13,---,3.85,55.28,71.00,2023-12-29 22:00:00
23,23~24,12.43,55.79,6.17,27.56,0.35,0.13,10.03,2.56,1.69,---,7.32,---,63.93,1.14,1.45,0.16,38.09,39.91,178.61,1.87,3.67,3.37,4.41,0.76,---,3.44,55.61,68.62,2023-12-29 23:00:00
