,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,16.19,74.38,5.98,32.12,0.43,0.10,10.39,6.13,2.25,112.44,8.63,31.09,72.72,1.14,1.10,0.17,80.22,80.62,107.11,1.57,3.65,5.37,4.54,0.71,208.52,4.09,78.78,94.37,2023-06-03 00:00:00
1,1~2,15.50,70.55,6.65,32.00,0.44,0.10,10.16,4.29,2.23,105.31,5.22,29.84,70.25,1.24,1.17,0.17,83.52,65.19,158.87,1.09,3.69,5.40,4.56,1.24,208.27,3.19,78.36,96.20,2023-06-03 01:00:00
2,2~3,13.19,71.85,6.65,32.63,0.43,0.11,10.12,3.76,2.25,102.63,4.78,29.72,68.13,1.40,1.07,0.16,68.94,54.25,70.05,1.06,3.69,5.29,4.55,0.84,206.01,3.56,77.89,93.27,2023-06-03 02:00:00
3,3~4,8.62,69.36,6.23,31.69,0.43,0.11,11.67,3.65,2.20,100.95,3.69,29.01,68.25,1.15,1.11,0.17,60.88,46.03,62.30,1.03,3.69,4.72,4.55,0.86,208.74,4.13,78.64,95.19,2023-06-03 03:00:00
4,4~5,8.32,68.95,6.21,31.81,0.44,0.12,11.81,4.37,2.17,100.03,3.13,28.78,68.12,1.19,1.11,0.17,56.82,44.97,57.14,1.03,3.68,4.96,4.54,1.62,206.80,3.56,78.02,94.44,2023-06-03 04:00:00
5,5~6,7.68,68.38,6.27,31.50,0.26,0.08,11.82,4.44,1.24,99.63,3.02,28.27,68.34,1.03,1.07,0.16,50.44,39.54,53.59,1.16,3.75,4.54,2.73,0.94,204.71,3.37,76.54,94.53,2023-06-03 05:00:00
6,6~7,6.50,69.72,6.33,31.94,0.17,0.07,10.86,4.00,1.00,102.51,2.91,28.40,71.20,1.29,1.17,0.06,49.68,40.02,80.76,1.13,3.91,4.38,0.00,2.33,212.44,3.63,78.73,99.01,2023-06-03 06:00:00
7,7~8,7.25,71.26,5.98,32.56,0.17,0.10,25.26,4.46,0.76,103.49,2.84,29.00,71.65,1.35,1.19,0.00,53.63,39.57,63.68,1.06,4.63,4.46,0.00,6.43,215.34,3.47,78.63,101.47,2023-06-03 07:00:00
8,8~9,9.75,75.98,6.59,34.50,0.18,0.07,136.94,4.50,0.78,104.20,2.88,28.51,72.81,1.59,1.49,0.00,52.32,41.78,64.40,1.72,5.65,5.09,0.00,11.57,225.44,4.34,81.00,107.15,2023-06-03 08:00:00
9,9~10,11.63,82.34,8.61,35.19,0.18,0.06,148.53,4.90,0.80,112.62,3.16,32.90,76.56,1.09,1.79,0.00,56.13,50.44,66.46,2.15,5.94,9.13,0.00,13.82,237.88,11.00,83.91,109.06,2023-06-03 09:00:00
