,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,19.56,51.28,5.79,25.56,0.38,0.12,8.80,2.35,2.08,---,3.34,---,59.28,1.19,0.06,0.00,46.10,36.43,138.70,1.87,3.17,2.77,---,---,---,5.27,69.64,71.81,2023-03-01 00:00:00
1,1~2,15.00,48.68,5.89,25.50,0.37,0.13,8.16,2.31,2.13,---,2.94,---,57.84,1.13,0.07,0.00,31.35,34.44,41.54,1.81,3.17,2.85,---,---,---,4.83,69.70,72.03,2023-03-01 01:00:00
2,2~3,9.50,48.69,5.52,25.63,0.38,0.13,8.14,2.27,2.16,---,3.03,---,57.98,1.11,0.09,0.00,27.24,23.63,24.27,1.85,3.24,2.60,---,---,---,5.03,69.61,71.54,2023-03-01 02:00:00
3,3~4,6.56,48.90,5.67,25.43,0.38,0.14,10.25,2.33,2.16,---,3.00,---,59.09,1.18,0.19,0.00,22.23,17.18,21.33,1.87,3.17,2.61,---,---,---,4.95,69.59,71.87,2023-03-01 03:00:00
4,4~5,5.94,48.69,5.68,25.50,0.37,0.12,10.04,2.31,2.18,---,2.97,---,57.37,1.12,0.18,0.00,16.90,17.63,51.91,1.88,3.20,3.07,---,---,---,4.90,69.65,69.31,2023-03-01 04:00:00
5,5~6,5.50,49.76,5.63,25.57,0.38,0.06,10.83,2.36,2.10,---,2.91,---,57.82,1.09,0.16,0.00,15.62,16.50,28.13,1.90,3.18,2.76,---,---,---,5.49,69.82,70.60,2023-03-01 05:00:00
6,6~7,5.69,48.40,7.35,26.62,0.25,0.01,9.78,1.97,1.10,---,2.87,---,60.18,1.35,0.14,0.00,14.25,14.41,16.53,1.82,3.91,2.58,---,---,---,5.17,69.39,71.71,2023-03-01 06:00:00
7,7~8,5.56,48.81,7.42,27.56,0.11,0.05,11.31,1.72,0.57,---,3.40,---,59.84,1.06,0.11,0.00,14.35,17.33,32.19,1.81,3.99,2.45,---,---,---,5.61,68.87,74.01,2023-03-01 07:00:00
8,8~9,8.25,52.91,8.31,32.82,0.11,0.03,19.38,1.73,0.60,---,4.32,---,61.47,1.27,0.15,0.00,17.81,20.13,115.06,1.75,3.99,4.21,---,---,---,7.95,71.20,74.34,2023-03-01 08:00:00
9,9~10,9.50,60.88,7.63,34.75,0.11,0.02,24.44,2.19,0.60,---,5.41,---,67.29,1.00,0.17,0.00,20.72,19.28,88.38,1.72,3.94,4.59,---,---,---,10.42,74.51,74.59,2023-03-01 09:00:00
10,10~11,6.81,71.56,8.31,36.37,0.11,0.02,26.45,3.16,0.57,---,8.96,---,69.53,1.02,0.17,0.00,25.53,19.81,27.56,2.34,4.67,4.85,---,---,---,9.74,76.22,77.31,2023-03-01 10:00:00
11,11~12,10.19,70.97,8.92,37.56,0.11,0.02,32.77,3.29,0.61,---,8.88,---,75.59,1.02,0.16,0.00,21.43,20.01,22.20,2.22,4.30,4.46,---,---,---,11.11,77.90,81.16,2023-03-01 11:00:00
12,12~13,9.94,71.25,9.80,36.82,0.11,0.03,29.12,3.46,0.57,---,7.56,---,75.80,1.08,0.38,0.00,26.01,27.31,26.71,2.28,4.17,4.63,---,---,---,8.62,79.28,80.85,2023-03-01 12:00:00
13,13~14,12.12,71.30,10.36,38.50,0.12,0.02,29.93,3.44,0.60,---,8.41,---,75.04,1.11,0.16,0.00,26.28,23.41,40.70,2.06,4.09,5.19,---,---,---,8.72,80.22,83.37,2023-03-01 13:00:00
14,14~15,8.38,67.01,14.25,39.56,0.11,0.02,32.07,3.31,0.60,---,7.97,---,69.69,1.18,0.06,0.00,27.94,25.21,60.86,2.38,4.26,4.90,---,---,---,10.03,79.81,85.85,2023-03-01 14:00:00
15,15~16,11.87,67.34,10.32,38.50,0.11,0.03,33.50,3.48,0.61,---,8.46,---,68.78,1.49,0.07,0.00,28.29,24.28,34.77,2.50,4.27,4.79,---,---,---,8.74,78.92,85.90,2023-03-01 15:00:00
16,16~17,9.57,69.25,11.45,38.69,0.11,0.04,32.16,3.89,0.72,---,6.76,---,72.41,0.95,0.11,0.00,30.66,25.81,34.62,2.34,3.89,3.59,---,---,---,8.95,79.95,85.69,2023-03-01 16:00:00
17,17~18,13.93,67.35,10.96,36.62,0.24,0.07,48.59,4.24,1.61,---,6.37,---,69.09,1.26,0.14,0.00,36.54,26.76,34.44,2.00,3.39,3.04,---,---,---,7.42,78.79,82.34,2023-03-01 17:00:00
18,18~19,12.69,63.94,9.91,33.00,0.38,0.11,58.48,5.31,2.13,---,6.88,---,70.06,1.37,0.11,0.00,44.34,27.72,69.93,1.85,3.24,3.21,---,---,---,5.17,74.79,78.88,2023-03-01 18:00:00
19,19~20,14.56,59.55,9.67,31.44,0.37,0.11,58.13,4.81,2.16,---,6.72,---,66.72,1.54,0.10,0.00,40.07,33.06,52.38,1.87,3.16,2.82,---,---,---,5.05,74.80,78.72,2023-03-01 19:00:00
20,20~21,14.38,58.82,8.26,30.31,0.38,0.10,54.01,4.79,2.17,---,7.25,---,60.28,1.38,0.07,0.00,49.61,37.99,112.75,1.91,3.21,2.86,---,---,---,4.96,74.92,78.78,2023-03-01 20:00:00
21,21~22,20.25,55.97,7.97,28.94,0.37,0.12,44.43,4.32,2.16,---,6.84,---,62.10,1.38,0.08,0.00,51.66,41.23,138.33,2.15,3.26,2.85,---,---,---,4.98,73.51,76.50,2023-03-01 21:00:00
22,22~23,14.69,53.00,7.20,29.25,0.38,0.11,13.23,3.92,2.16,---,5.25,---,61.88,1.30,0.18,0.00,61.75,52.75,183.19,2.00,3.30,2.91,---,---,---,5.21,73.69,75.90,2023-03-01 22:00:00
23,23~24,17.06,52.18,5.79,27.62,0.38,0.11,9.66,2.31,2.16,---,3.59,---,60.22,1.37,0.17,0.00,52.74,50.71,162.90,1.85,3.26,2.78,---,---,---,5.50,72.20,74.88,2023-03-01 23:00:00
