,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,18.37,85.75,8.91,36.86,0.46,0.10,15.87,3.73,1.73,---,6.44,---,76.66,3.56,3.94,0.17,87.35,63.96,89.71,3.60,2.94,7.06,2.78,1.21,---,8.31,66.16,114.55,2024-07-16 00:00:00
1,1~2,11.38,81.38,8.69,36.34,0.46,0.08,15.74,3.08,1.73,---,3.81,---,77.20,1.51,3.71,0.16,79.00,52.13,75.60,3.59,3.00,6.37,5.28,0.83,---,8.12,64.32,113.12,2024-07-16 01:00:00
2,2~3,10.06,75.56,8.44,35.41,0.46,0.10,15.29,2.86,1.66,---,3.06,---,70.72,0.91,3.85,0.17,73.69,48.56,66.62,3.63,2.95,5.88,4.97,1.04,---,9.63,64.02,111.02,2024-07-16 02:00:00
3,3~4,9.31,74.56,8.84,35.94,0.45,0.06,18.27,2.80,1.75,---,1.94,---,62.01,0.88,3.26,0.17,70.62,42.63,56.91,3.62,3.00,5.87,4.71,0.90,---,8.34,65.06,111.40,2024-07-16 03:00:00
4,4~5,9.13,74.22,8.67,35.34,0.46,0.01,17.35,2.85,1.70,---,1.91,---,56.37,0.87,3.62,0.16,64.60,40.34,54.37,3.28,3.00,6.38,4.55,1.24,---,8.75,63.65,109.27,2024-07-16 04:00:00
5,5~6,8.25,73.03,8.85,35.41,0.32,0.00,15.78,2.87,1.58,---,2.09,---,57.05,0.86,3.55,0.17,59.48,37.83,52.47,3.10,3.06,5.97,1.95,0.76,---,8.34,63.79,108.53,2024-07-16 05:00:00
6,6~7,8.19,73.87,8.94,39.14,0.20,0.02,20.22,2.42,0.81,---,1.97,---,59.83,0.84,3.09,0.17,58.04,37.46,51.69,3.03,4.01,5.82,0.00,11.11,---,8.20,64.25,111.55,2024-07-16 06:00:00
7,7~8,10.12,76.31,9.46,46.89,0.20,0.06,25.95,1.58,0.66,---,3.37,---,59.59,1.02,3.80,0.04,57.73,37.08,56.68,3.50,4.19,5.86,0.00,13.31,---,11.62,65.22,116.54,2024-07-16 07:00:00
8,8~9,11.25,91.14,10.18,61.98,0.20,0.45,53.61,1.42,0.72,---,5.72,---,68.30,1.13,4.07,0.00,55.30,35.22,70.25,3.62,5.00,7.07,0.00,4.50,---,19.81,68.57,127.88,2024-07-16 08:00:00
9,9~10,12.81,119.43,13.24,66.67,0.21,1.65,72.53,2.85,0.73,---,11.41,---,90.82,1.02,4.05,0.00,53.62,34.63,81.91,3.97,5.13,8.53,0.01,4.90,---,26.47,84.11,139.68,2024-07-16 09:00:00
10,10~11,13.00,153.62,15.42,76.88,0.22,2.39,79.24,12.30,0.66,---,8.16,---,95.29,1.11,4.86,0.00,55.34,32.40,44.94,3.85,6.62,9.18,0.00,14.12,---,26.94,85.89,148.74,2024-07-16 10:00:00
11,11~12,14.00,159.57,16.00,84.15,0.22,2.59,82.83,11.99,0.75,---,8.31,---,100.08,1.10,5.31,0.00,49.77,31.05,42.00,3.90,6.13,10.00,0.00,19.07,---,29.03,88.22,152.01,2024-07-16 11:00:00
12,12~13,12.44,157.62,17.48,77.66,0.22,2.70,85.01,11.98,0.68,---,6.34,---,98.99,1.15,4.93,0.00,49.93,30.63,43.78,3.85,6.01,10.22,0.00,17.30,---,26.97,88.55,158.83,2024-07-16 12:00:00
13,13~14,13.06,163.41,17.63,81.88,0.22,2.70,101.80,13.75,0.68,---,8.84,---,99.95,1.08,4.51,0.00,43.79,27.45,49.16,4.25,4.87,10.45,0.00,4.43,---,25.62,89.81,157.36,2024-07-16 13:00:00
14,14~15,13.07,162.44,18.20,84.43,0.22,1.87,86.08,24.24,0.71,---,10.66,---,100.65,1.28,4.89,0.01,42.71,26.42,45.18,4.93,5.13,10.68,0.00,5.52,---,30.26,87.72,156.92,2024-07-16 14:00:00
15,15~16,11.50,150.93,17.75,74.72,0.22,2.04,69.83,20.11,0.65,---,8.47,---,99.95,1.41,3.14,0.13,36.83,27.87,39.63,4.69,4.93,10.85,0.00,19.60,---,29.81,85.15,149.30,2024-07-16 15:00:00
16,16~17,15.37,156.76,18.89,71.72,0.22,1.68,70.53,19.22,0.86,---,8.06,---,96.02,1.39,3.38,0.04,35.13,30.62,42.19,4.72,4.08,10.34,0.00,13.08,---,25.93,87.94,149.48,2024-07-16 16:00:00
17,17~18,15.13,144.96,17.45,65.91,0.21,0.79,50.39,21.24,1.20,---,7.94,---,97.88,1.17,4.00,0.17,40.05,27.58,42.78,4.75,3.89,8.91,0.47,3.91,---,17.37,93.34,146.35,2024-07-16 17:00:00
18,18~19,16.06,137.28,14.06,53.93,0.38,0.09,45.21,19.10,1.69,---,8.18,---,92.87,1.45,3.72,0.16,36.75,33.12,69.47,4.53,3.75,7.81,4.94,0.73,---,10.73,83.45,143.67,2024-07-16 18:00:00
19,19~20,13.37,124.35,13.51,50.72,0.47,0.10,40.56,17.63,1.73,---,9.26,---,89.40,4.10,3.53,0.17,46.80,40.39,68.85,3.91,3.57,7.90,4.81,0.72,---,9.09,79.98,135.28,2024-07-16 19:00:00
20,20~21,14.44,117.56,13.68,45.93,0.47,0.10,34.41,14.52,1.73,---,7.59,---,87.51,4.09,3.69,0.17,52.31,53.62,57.83,3.81,3.33,7.60,4.67,1.41,---,9.12,77.76,130.76,2024-07-16 20:00:00
21,21~22,14.38,103.50,13.36,41.81,0.46,0.10,31.80,11.14,1.78,---,3.94,---,81.17,4.36,3.75,0.16,59.09,58.73,69.01,3.81,3.01,6.97,4.61,1.00,---,9.82,75.14,128.26,2024-07-16 21:00:00
22,22~23,17.31,95.25,10.14,37.89,0.46,0.11,12.68,9.45,1.70,---,3.03,---,77.57,3.93,3.20,0.17,63.67,64.55,88.80,3.72,3.01,7.59,4.56,0.81,---,8.71,74.90,122.14,2024-07-16 22:00:00
23,23~24,17.75,88.06,9.27,35.75,0.46,0.11,11.03,9.09,1.72,---,2.00,---,66.31,3.63,3.16,0.17,73.58,66.04,156.53,3.41,3.00,7.22,4.54,1.18,---,8.98,73.40,118.36,2024-07-16 23:00:00
