,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,15.07,49.96,5.52,24.19,0.37,0.12,8.44,3.00,1.91,---,2.43,---,58.75,1.03,0.07,0.00,26.56,23.82,93.32,1.69,3.05,5.10,---,---,---,5.27,59.15,67.86,2023-02-01 00:00:00
1,1~2,7.62,49.51,5.25,23.69,0.35,0.12,8.15,2.88,1.88,---,2.76,---,58.05,1.03,0.07,0.00,19.82,21.81,141.83,1.69,3.09,5.07,---,---,---,5.27,58.92,67.16,2023-02-01 01:00:00
2,2~3,5.19,49.49,5.51,23.68,0.36,0.13,8.27,2.94,1.90,---,2.50,---,57.37,1.00,0.06,0.00,16.34,15.81,36.07,1.69,3.17,5.06,---,---,---,5.24,58.79,65.93,2023-02-01 02:00:00
3,3~4,5.37,49.53,5.06,23.69,0.36,0.13,9.74,2.83,1.91,---,2.40,---,55.84,1.06,0.06,0.00,14.93,14.19,15.38,1.68,3.08,5.12,---,---,---,5.32,59.31,66.72,2023-02-01 03:00:00
4,4~5,5.00,49.29,5.38,24.13,0.37,0.04,10.35,2.62,1.90,---,2.57,---,56.60,1.01,0.07,0.00,13.88,13.46,15.44,1.75,3.11,5.10,---,---,---,4.87,58.48,66.27,2023-02-01 04:00:00
5,5~6,4.82,49.84,5.45,24.68,0.37,0.02,10.92,2.62,1.90,---,2.47,---,56.25,1.01,0.06,0.00,13.06,13.73,42.95,1.75,3.23,4.96,---,---,---,5.28,59.16,66.53,2023-02-01 05:00:00
6,6~7,4.37,49.54,6.30,24.63,0.33,0.05,9.17,2.22,1.12,---,2.37,---,58.18,1.60,0.07,0.00,12.10,12.56,47.20,1.79,3.95,4.66,---,---,---,4.88,58.05,67.84,2023-02-01 06:00:00
7,7~8,4.56,50.71,7.11,26.00,0.10,0.04,11.01,2.15,0.69,---,2.68,---,58.53,0.95,0.06,0.00,11.47,14.24,15.29,1.75,3.95,4.78,---,---,---,5.27,59.57,68.37,2023-02-01 07:00:00
8,8~9,5.19,53.18,7.21,30.06,0.11,0.02,26.01,2.00,1.90,---,5.04,---,59.97,1.24,0.07,0.00,12.19,15.03,16.20,1.71,4.08,5.16,---,---,---,7.98,60.64,70.98,2023-02-01 08:00:00
9,9~10,4.63,57.91,9.16,32.38,0.10,0.08,31.90,1.76,1.89,---,5.62,---,61.65,1.15,0.05,0.00,13.40,12.10,23.69,2.00,4.08,6.09,---,---,---,9.52,66.26,72.19,2023-02-01 09:00:00
10,10~11,4.75,61.38,9.51,33.31,0.10,0.10,32.55,2.36,1.87,---,6.85,---,65.31,0.91,0.06,0.00,14.72,15.91,47.06,1.88,4.26,6.62,---,---,---,11.69,70.12,75.77,2023-02-01 10:00:00
11,11~12,7.12,64.72,10.21,33.37,0.11,0.03,36.56,3.17,1.88,---,6.65,---,70.04,1.05,0.07,0.00,19.56,15.06,21.95,2.03,4.12,7.45,---,---,---,11.54,71.63,78.94,2023-02-01 11:00:00
12,12~13,5.44,66.25,9.53,33.88,0.10,0.05,33.26,3.44,1.91,---,7.09,---,70.41,1.08,0.06,0.00,17.97,16.25,16.30,2.06,3.97,6.15,---,---,---,11.03,70.21,78.62,2023-02-01 12:00:00
13,13~14,8.25,65.00,9.78,34.06,0.10,0.02,35.33,3.47,1.88,---,6.94,---,69.09,1.00,0.06,0.00,18.57,13.28,17.51,2.13,3.77,6.59,---,---,---,10.06,69.64,79.63,2023-02-01 13:00:00
14,14~15,5.87,65.65,10.06,35.88,0.10,0.05,39.22,4.22,1.88,---,7.29,---,74.34,1.02,0.06,0.00,15.59,13.50,45.60,2.25,4.08,6.84,---,---,---,10.39,69.14,84.61,2023-02-01 14:00:00
