,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,18.50,57.75,5.89,32.29,0.36,0.11,---,5.91,1.47,84.81,4.19,20.18,60.44,0.98,2.28,0.17,50.64,40.30,99.78,2.29,3.44,3.68,4.40,1.04,161.00,2.87,56.85,81.57,2024-03-31 00:00:00
1,1~2,15.19,56.57,5.80,32.31,0.36,0.11,---,2.61,1.50,86.65,3.74,20.83,62.08,0.96,2.27,0.17,44.33,37.12,81.55,2.25,3.50,3.09,4.39,1.20,159.30,3.03,56.06,80.37,2024-03-31 01:00:00
2,2~3,11.87,56.25,6.05,31.61,0.36,0.12,---,1.86,1.52,84.91,3.35,20.01,61.55,0.94,2.15,0.16,38.54,30.03,115.20,2.28,3.50,2.85,4.40,0.78,158.67,3.69,55.60,79.81,2024-03-31 02:00:00
3,3~4,8.13,54.05,5.64,30.67,0.36,0.12,---,1.81,1.50,84.63,3.38,20.40,60.85,0.96,2.27,0.17,31.76,24.85,47.72,2.28,3.50,3.25,4.40,0.98,158.60,3.16,56.58,78.94,2024-03-31 03:00:00
4,4~5,7.69,54.23,6.08,30.43,0.36,0.11,---,1.77,1.52,84.90,3.31,19.72,61.87,0.98,2.08,0.17,28.89,24.49,29.56,2.15,3.50,3.53,4.40,0.72,156.45,2.83,55.64,78.07,2024-03-31 04:00:00
5,5~6,7.31,53.58,5.94,30.46,0.35,0.12,---,1.83,1.44,84.79,3.19,20.19,61.41,1.35,2.31,0.16,26.78,23.91,27.43,2.22,3.50,3.03,4.39,1.58,155.66,3.19,55.40,77.18,2024-03-31 05:00:00
6,6~7,6.25,53.39,5.86,30.61,0.10,0.06,---,1.51,0.81,86.84,3.22,20.19,63.43,1.25,2.06,0.13,27.43,22.63,26.07,2.22,4.31,3.10,1.98,0.89,155.20,2.89,56.37,76.62,2024-03-31 06:00:00
7,7~8,6.37,53.99,5.84,30.47,0.10,0.06,---,1.37,0.73,86.50,3.18,19.65,63.67,1.50,2.36,0.15,24.66,21.65,31.13,2.19,4.25,3.56,0.52,0.93,155.68,3.27,56.06,76.57,2024-03-31 07:00:00
8,8~9,8.13,52.79,6.22,30.54,0.09,0.04,---,1.60,1.57,92.19,3.19,21.52,67.48,1.08,1.97,0.14,25.10,22.17,34.12,2.28,4.25,4.65,0.40,1.06,153.50,3.50,54.88,75.62,2024-03-31 08:00:00
9,9~10,8.81,52.84,7.40,31.01,0.09,0.03,---,1.40,1.55,96.53,4.84,19.84,71.85,1.07,2.14,0.00,25.64,23.34,52.28,2.19,4.64,7.22,0.00,0.69,155.96,2.88,56.29,76.75,2024-03-31 09:00:00
