,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,22.00,50.69,5.98,25.31,0.38,0.12,8.81,2.33,2.08,---,4.72,---,60.40,1.13,0.17,0.00,41.67,42.03,154.07,1.53,2.81,2.22,---,---,---,5.13,68.21,66.63,2023-03-06 00:00:00
1,1~2,11.68,49.16,6.14,25.12,0.37,0.12,8.83,2.29,2.10,---,4.09,---,59.63,1.22,0.14,0.00,31.75,34.94,130.25,1.56,2.82,2.25,---,---,---,5.03,67.98,65.40,2023-03-06 01:00:00
2,2~3,10.44,49.02,5.91,24.88,0.38,0.13,8.58,2.17,2.10,---,3.66,---,59.02,1.13,0.10,0.00,24.16,24.71,62.68,1.56,2.88,2.19,---,---,---,5.43,68.24,65.28,2023-03-06 02:00:00
3,3~4,5.94,47.91,6.15,24.87,0.38,0.13,10.28,2.33,2.07,---,3.60,---,58.55,1.19,0.09,0.00,20.50,17.34,100.30,1.57,2.76,2.34,---,---,---,4.93,67.90,65.28,2023-03-06 03:00:00
4,4~5,5.62,49.00,5.86,24.88,0.37,0.09,10.72,2.30,2.09,---,3.87,---,59.81,1.27,0.06,0.00,17.62,16.39,68.03,1.72,2.81,2.16,---,---,---,5.33,67.81,65.09,2023-03-06 04:00:00
5,5~6,5.44,48.91,5.92,25.25,0.38,0.02,11.42,2.20,2.04,---,3.82,---,58.59,1.14,0.07,0.00,17.16,16.33,45.88,1.75,2.89,2.28,---,---,---,5.28,67.19,66.07,2023-03-06 05:00:00
6,6~7,7.19,48.77,7.78,25.75,0.23,0.01,9.41,1.72,0.92,---,3.74,---,59.87,1.15,0.12,0.00,15.72,14.38,16.61,1.78,3.51,2.28,---,---,---,5.25,67.37,68.00,2023-03-06 06:00:00
7,7~8,5.25,49.92,7.82,27.06,0.11,0.02,12.07,1.66,0.57,---,3.72,---,60.51,1.41,0.20,0.00,16.84,14.40,17.37,1.78,3.68,2.56,---,---,---,4.94,67.76,69.00,2023-03-06 07:00:00
8,8~9,5.69,52.00,8.60,33.13,0.11,0.02,18.99,1.87,0.59,---,5.72,---,60.99,1.11,0.18,0.00,21.44,19.57,25.41,1.75,3.67,3.87,---,---,---,8.79,72.10,71.18,2023-03-06 08:00:00
9,9~10,5.93,56.43,9.65,35.18,0.11,0.03,24.12,2.38,0.60,---,6.44,---,65.19,1.13,0.16,0.00,23.25,21.78,57.78,1.75,3.75,4.38,---,---,---,12.75,74.78,70.73,2023-03-06 09:00:00
10,10~11,6.25,63.16,9.42,36.50,0.11,0.02,27.59,2.39,0.56,---,6.66,---,70.47,1.16,0.19,0.00,19.91,17.53,47.27,1.84,4.60,5.45,---,---,---,13.82,76.71,75.18,2023-03-06 10:00:00
11,11~12,7.63,66.99,10.72,39.07,0.10,0.06,31.80,2.81,0.60,---,5.96,---,73.03,1.20,0.75,0.00,29.44,23.38,30.95,1.88,4.03,5.30,---,---,---,9.83,76.57,78.85,2023-03-06 11:00:00
12,12~13,9.87,68.51,10.30,39.12,0.11,0.06,28.74,3.20,0.56,---,8.19,---,75.78,1.24,0.74,0.00,28.78,30.22,32.96,1.84,3.76,5.13,---,---,---,9.80,77.88,81.12,2023-03-06 12:00:00
13,13~14,9.75,69.31,10.88,39.81,0.11,0.06,28.89,3.38,0.60,---,8.53,---,72.63,1.55,0.81,0.00,25.38,29.00,31.10,1.75,3.66,5.22,---,---,---,11.18,76.97,80.91,2023-03-06 13:00:00
14,14~15,6.63,72.81,10.67,40.94,0.11,0.07,30.88,3.30,0.57,---,8.47,---,74.15,1.17,0.76,0.00,26.63,29.02,62.10,2.13,3.79,5.43,---,---,---,13.92,78.54,81.24,2023-03-06 14:00:00
15,15~16,9.37,71.97,6.98,40.94,0.11,0.06,32.23,3.93,0.61,---,9.91,---,76.63,1.14,0.65,0.00,21.49,31.54,33.56,1.78,3.94,5.85,---,---,---,13.82,78.93,85.23,2023-03-06 15:00:00
16,16~17,11.19,71.13,8.83,39.75,0.12,0.04,28.70,4.13,0.63,---,9.53,---,73.41,1.08,0.61,0.00,25.63,23.56,32.43,1.97,3.60,4.78,---,---,---,9.65,78.45,84.46,2023-03-06 16:00:00
17,17~18,12.81,68.91,8.85,37.75,0.22,0.05,45.94,4.04,1.20,---,8.06,---,74.37,1.17,0.06,0.00,32.10,23.56,36.67,1.81,3.10,3.57,---,---,---,7.17,77.56,80.13,2023-03-06 17:00:00
18,18~19,12.38,66.24,6.62,33.62,0.37,0.08,63.34,4.21,2.04,---,6.44,---,74.34,1.34,0.06,0.00,34.35,30.84,44.09,1.78,2.76,2.84,---,---,---,6.75,74.18,77.91,2023-03-06 18:00:00
19,19~20,12.75,63.35,5.58,31.00,0.37,0.10,64.20,3.78,2.07,---,6.69,---,70.44,1.67,0.28,0.00,31.03,30.47,47.03,1.91,2.78,2.78,---,---,---,5.05,70.84,76.37,2023-03-06 19:00:00
20,20~21,12.44,60.53,4.40,29.50,0.38,0.09,55.19,4.22,2.04,---,6.56,---,65.72,1.38,0.75,0.00,49.14,35.88,148.69,2.43,2.76,2.65,---,---,---,5.06,68.79,75.09,2023-03-06 20:00:00
21,21~22,23.12,58.59,4.27,28.32,0.36,0.10,45.25,4.42,2.07,---,5.28,---,65.63,1.38,0.71,0.00,43.11,47.03,167.36,3.03,2.85,2.82,---,---,---,5.19,68.89,73.88,2023-03-06 21:00:00
22,22~23,21.00,56.13,4.21,27.12,0.37,0.10,11.88,4.40,2.04,---,2.97,---,62.34,1.31,0.72,0.00,50.71,55.23,171.64,2.60,2.89,2.72,---,---,---,6.02,68.62,72.00,2023-03-06 22:00:00
23,23~24,17.81,51.75,4.13,25.44,0.37,0.10,10.10,3.76,2.07,---,2.68,---,63.00,1.26,0.71,0.00,62.09,53.71,171.02,1.59,2.87,2.65,---,---,---,5.37,68.35,70.22,2023-03-06 23:00:00
