,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,19.00,61.15,6.29,31.19,0.40,0.11,9.48,7.49,1.71,80.07,2.28,26.45,51.34,1.47,0.76,0.17,70.80,54.06,86.64,3.16,2.64,3.78,4.71,0.93,184.07,7.46,68.45,79.47,2023-10-13 00:00:00
1,1~2,19.50,59.49,5.90,30.69,0.40,0.11,8.88,6.49,1.73,76.65,1.69,23.86,51.10,1.17,0.77,0.16,61.28,42.94,52.13,3.25,2.60,3.75,4.72,0.74,182.15,7.63,67.62,78.53,2023-10-13 01:00:00
2,2~3,11.19,57.93,6.07,30.75,0.40,0.10,9.55,5.95,1.67,75.93,1.68,24.10,50.15,1.11,0.81,0.17,48.02,39.95,136.80,3.18,2.68,3.40,4.71,0.90,181.09,6.81,67.60,78.16,2023-10-13 02:00:00
3,3~4,8.69,58.78,5.77,30.37,0.40,0.10,9.82,5.99,1.71,76.45,1.69,23.82,50.94,1.19,0.79,0.17,40.22,34.72,52.50,3.22,2.63,3.29,4.72,1.03,180.72,7.50,67.70,77.56,2023-10-13 03:00:00
4,4~5,8.62,59.44,6.28,30.50,0.40,0.02,11.26,5.59,1.71,76.31,1.66,24.28,50.37,1.07,0.79,0.16,36.61,29.08,35.36,3.22,2.64,3.44,4.72,0.68,181.14,7.50,67.69,77.37,2023-10-13 04:00:00
5,5~6,7.50,57.17,6.00,30.50,0.40,0.01,11.44,4.56,1.62,76.34,1.72,23.87,50.75,1.01,0.83,0.17,35.78,29.46,35.26,3.22,2.70,3.65,3.56,1.57,179.39,6.47,67.89,76.85,2023-10-13 05:00:00
6,6~7,7.13,56.75,5.97,30.94,0.16,0.04,10.63,2.74,0.89,79.93,1.53,26.18,52.22,0.90,0.75,0.17,32.66,28.59,36.80,3.16,3.70,3.22,0.11,2.54,182.69,7.21,67.83,78.52,2023-10-13 06:00:00
7,7~8,7.43,59.48,6.81,33.13,0.14,0.05,16.27,2.67,0.64,79.83,1.69,25.79,52.35,1.19,0.77,0.06,35.31,27.01,60.04,3.25,4.10,3.85,0.00,6.31,187.07,7.51,68.67,81.04,2023-10-13 07:00:00
8,8~9,9.50,66.45,9.44,40.43,0.14,0.07,32.88,5.37,0.68,88.25,3.24,28.26,56.75,0.83,0.80,0.00,33.56,30.07,53.16,3.21,4.31,6.81,0.00,2.28,197.64,11.03,70.31,85.40,2023-10-13 08:00:00
9,9~10,9.57,77.97,10.07,45.88,0.14,0.04,36.25,7.59,0.67,95.55,5.51,30.51,59.53,0.76,0.98,0.00,34.01,27.87,38.57,3.60,4.87,8.84,0.00,2.13,211.32,13.09,74.90,90.94,2023-10-13 09:00:00
10,10~11,10.31,89.88,11.55,51.56,0.15,0.05,40.22,7.75,0.65,101.99,5.90,34.78,61.31,0.85,0.93,0.00,35.55,29.63,36.41,3.47,5.40,12.31,0.00,6.91,220.43,12.19,79.17,99.75,2023-10-13 10:00:00
11,11~12,12.19,93.58,13.80,53.50,0.14,0.28,50.06,7.54,0.70,113.13,7.69,39.28,66.16,1.08,1.06,0.00,40.70,30.12,38.65,3.34,5.31,11.85,0.00,14.91,228.24,12.69,80.63,103.53,2023-10-13 11:00:00
12,12~13,11.81,97.34,14.42,56.19,0.15,0.20,50.63,8.46,0.66,112.32,8.04,38.88,65.40,0.91,0.99,0.00,43.23,37.83,41.73,3.38,5.09,9.90,0.00,11.69,229.98,14.50,81.77,103.95,2023-10-13 12:00:00
13,13~14,16.31,106.23,14.70,51.37,0.15,0.14,57.28,11.06,0.67,117.02,11.05,40.06,65.91,0.85,1.04,0.00,36.17,34.96,71.55,3.40,4.78,11.53,0.00,3.12,249.28,22.47,89.63,107.80,2023-10-13 13:00:00
14,14~15,14.56,99.59,13.95,48.25,0.15,0.37,57.39,12.08,0.68,119.38,11.88,43.97,63.53,0.91,0.93,0.00,32.71,33.47,41.03,3.44,4.27,11.59,0.00,2.65,259.31,25.90,93.43,110.13,2023-10-13 14:00:00
15,15~16,13.75,96.47,13.16,49.19,0.15,0.00,51.07,12.46,0.64,113.17,9.47,41.20,62.50,0.88,0.90,0.00,36.97,34.41,41.63,3.50,4.42,12.07,0.00,6.41,259.41,22.22,93.94,112.25,2023-10-13 15:00:00
16,16~17,14.63,94.70,12.27,49.50,0.15,0.01,44.62,11.16,0.75,112.55,12.91,39.08,60.56,1.33,0.90,0.03,34.93,38.76,40.69,3.44,3.89,9.62,0.31,7.35,238.11,15.03,83.18,109.03,2023-10-13 16:00:00
