,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,16.93,65.44,5.11,33.56,0.39,0.10,11.55,3.37,2.26,---,6.03,---,67.29,1.30,0.07,0.16,84.37,75.66,95.91,1.22,3.02,5.56,---,---,---,3.81,86.30,112.35,2023-05-06 00:00:00
1,1~2,15.07,63.87,5.42,32.25,0.38,0.10,11.17,3.42,2.30,---,4.22,---,67.77,1.25,0.07,0.17,89.33,66.50,139.95,1.07,3.02,5.56,---,---,---,3.97,85.70,108.21,2023-05-06 01:00:00
2,2~3,9.87,64.19,5.07,32.06,0.39,0.09,11.19,3.39,2.29,---,4.69,---,66.92,1.12,0.12,0.16,68.93,58.81,105.59,1.09,3.05,5.32,---,---,---,3.69,85.89,107.16,2023-05-06 02:00:00
3,3~4,9.88,63.09,5.41,31.63,0.39,0.10,13.24,3.09,2.31,---,4.28,---,66.87,1.18,0.07,0.17,65.26,53.06,61.80,1.09,3.08,5.09,---,---,---,4.06,85.34,106.55,2023-05-06 03:00:00
4,4~5,8.81,62.87,5.36,31.43,0.39,0.11,13.21,3.29,2.27,---,4.06,---,67.78,1.20,0.08,0.17,61.69,47.81,59.16,1.13,3.08,4.84,---,---,---,3.50,85.45,105.35,2023-05-06 04:00:00
5,5~6,6.69,62.64,5.57,31.50,0.25,0.09,13.74,3.09,1.52,---,3.97,---,68.19,1.08,0.08,0.16,58.37,45.88,54.90,1.15,3.08,4.54,---,---,---,3.88,85.11,106.16,2023-05-06 05:00:00
6,6~7,6.06,63.46,5.18,32.38,0.12,0.07,11.99,2.82,1.20,---,3.97,---,70.06,1.13,0.07,0.05,57.51,41.12,53.50,1.16,3.08,4.15,---,---,---,3.72,85.37,107.21,2023-05-06 06:00:00
7,7~8,7.87,64.72,5.29,32.56,0.13,0.06,39.49,2.82,0.95,---,3.87,---,71.41,1.32,0.08,0.00,53.19,40.35,56.70,1.16,3.68,4.13,---,---,---,4.00,85.00,108.94,2023-05-06 07:00:00
8,8~9,8.94,70.28,5.27,32.75,0.12,0.05,110.42,7.38,1.92,---,4.37,---,73.97,1.04,0.08,0.00,53.68,41.81,86.49,1.12,3.89,5.27,---,---,---,4.28,86.63,117.63,2023-05-06 08:00:00
9,9~10,9.00,76.35,7.10,34.38,0.13,0.05,126.09,9.05,1.86,---,8.35,---,79.75,1.12,0.08,0.00,51.63,41.32,52.96,1.16,4.05,9.10,---,---,---,12.34,88.47,124.25,2023-05-06 09:00:00
10,10~11,15.13,85.50,8.73,36.43,0.14,0.04,133.12,6.49,1.84,---,9.78,---,83.56,1.20,0.08,0.00,51.88,43.53,54.97,1.19,5.08,11.50,---,---,---,11.32,90.88,130.06,2023-05-06 10:00:00
11,11~12,13.93,87.43,8.71,39.94,0.13,0.03,140.84,4.11,1.80,---,16.13,---,85.03,3.52,0.08,0.00,55.13,46.59,65.11,1.18,5.14,11.84,---,---,---,10.49,91.89,127.12,2023-05-06 11:00:00
12,12~13,13.94,92.09,7.69,40.88,0.12,0.02,143.90,4.17,1.77,---,11.43,---,81.34,3.37,0.07,0.00,54.50,46.28,57.86,1.16,5.12,10.04,---,---,---,10.50,91.04,126.01,2023-05-06 12:00:00
13,13~14,11.06,100.48,5.99,40.25,0.14,0.03,143.64,4.28,1.79,---,12.01,---,79.56,3.43,0.08,0.00,57.07,44.69,58.83,1.06,5.05,10.91,---,---,---,13.84,94.30,131.40,2023-05-06 13:00:00
14,14~15,12.25,107.62,8.24,42.43,0.13,0.02,145.29,6.77,1.78,---,8.77,---,82.35,3.55,0.09,0.00,45.36,42.93,86.42,1.06,5.12,10.59,---,---,---,32.69,94.39,136.00,2023-05-06 14:00:00
15,15~16,13.69,105.84,12.36,42.00,0.14,0.04,125.70,8.08,1.81,---,9.79,---,81.43,3.32,0.08,0.00,45.69,39.25,54.36,1.13,4.63,10.40,---,---,---,27.66,92.93,134.25,2023-05-06 15:00:00
16,16~17,11.94,111.38,11.43,41.57,0.14,0.03,104.60,7.48,1.88,---,14.25,---,81.82,3.31,0.07,0.00,47.49,42.01,54.52,1.28,4.53,8.85,---,---,---,20.50,93.47,133.78,2023-05-06 16:00:00
17,17~18,12.50,103.22,9.25,40.50,0.13,0.03,76.65,9.18,2.02,---,13.69,---,83.84,1.69,0.07,0.11,48.75,42.41,55.55,1.19,4.42,8.03,---,---,---,8.06,94.11,133.72,2023-05-06 17:00:00
18,18~19,14.56,98.00,6.86,38.75,0.39,0.09,23.41,9.12,2.19,---,12.71,---,85.88,1.70,0.07,0.17,47.75,43.62,51.70,1.09,4.11,5.15,---,---,---,6.72,92.41,128.37,2023-05-06 18:00:00
19,19~20,15.06,90.37,7.07,38.18,0.40,0.10,16.80,8.06,2.36,---,13.07,---,83.10,1.75,0.07,0.16,50.01,47.84,77.07,1.06,3.12,4.82,---,---,---,6.04,89.69,121.23,2023-05-06 19:00:00
20,20~21,18.00,81.13,5.55,35.75,0.39,0.10,14.96,6.85,2.41,---,9.75,---,73.65,1.76,0.06,0.17,51.18,46.75,66.65,1.04,3.07,4.24,---,---,---,6.56,85.30,113.22,2023-05-06 20:00:00
21,21~22,15.75,81.75,5.59,34.75,0.39,0.11,14.08,7.23,2.44,---,13.25,---,71.16,1.74,0.08,0.17,56.81,54.15,143.28,1.06,3.12,4.66,---,---,---,5.87,84.82,110.87,2023-05-06 21:00:00
22,22~23,17.44,73.22,5.54,33.25,0.39,0.10,12.59,6.99,2.40,---,9.87,---,67.50,1.43,0.07,0.17,65.00,56.88,98.12,1.09,3.08,5.19,---,---,---,6.28,85.34,109.44,2023-05-06 22:00:00
23,23~24,22.75,72.72,5.25,31.82,0.39,0.11,11.90,6.35,2.38,---,4.94,---,65.77,1.34,0.07,0.16,63.07,61.40,80.04,1.06,3.14,4.78,---,---,---,5.34,84.24,107.00,2023-05-06 23:00:00
