,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,18.06,60.38,7.54,29.34,0.38,0.12,10.10,2.96,1.61,94.04,5.59,24.97,63.48,1.23,3.42,0.17,46.78,41.46,133.09,2.35,2.13,2.34,4.30,1.53,172.78,5.53,61.85,78.81,2024-05-14 00:00:00
1,1~2,13.50,57.94,7.13,28.58,0.37,0.12,9.13,2.93,1.65,93.14,4.81,25.38,62.95,1.17,2.49,0.17,35.43,34.14,87.57,2.28,2.12,2.31,4.28,1.07,170.93,5.65,62.28,76.44,2024-05-14 01:00:00
2,2~3,10.81,58.03,7.31,28.22,0.38,0.13,9.90,2.54,1.64,90.74,4.28,25.00,61.46,1.16,2.65,0.16,28.08,31.09,36.49,2.31,2.13,2.01,4.29,0.76,171.05,4.98,62.96,76.44,2024-05-14 02:00:00
3,3~4,9.07,57.78,7.32,28.21,0.38,0.12,10.14,2.36,1.65,87.70,4.19,23.11,60.40,1.16,2.41,0.17,26.51,21.78,27.50,2.28,2.19,2.68,4.30,0.96,171.58,5.49,62.44,76.74,2024-05-14 03:00:00
4,4~5,7.93,56.94,7.46,27.67,0.37,0.00,11.31,2.38,1.65,87.58,3.50,23.28,60.80,1.13,2.29,0.17,25.13,22.97,27.10,2.31,2.12,2.56,4.28,0.90,170.17,4.94,62.70,76.82,2024-05-14 04:00:00
5,5~6,8.00,55.19,7.46,28.06,0.22,0.01,11.33,2.36,1.52,85.89,2.65,22.18,61.06,1.51,2.48,0.17,23.26,20.14,53.40,2.41,2.38,2.41,2.31,0.97,169.81,5.47,62.54,76.87,2024-05-14 05:00:00
6,6~7,6.07,54.37,7.23,29.20,0.11,0.06,10.39,1.67,0.66,85.15,2.70,20.60,61.85,1.40,2.44,0.14,21.83,18.15,26.03,2.38,4.68,2.22,0.14,1.39,171.96,5.31,62.83,78.25,2024-05-14 06:00:00
7,7~8,7.00,55.28,7.49,31.73,0.10,0.04,14.47,1.65,0.59,87.43,2.99,21.72,62.72,1.18,2.29,0.00,21.80,17.81,27.82,2.37,4.63,2.75,0.00,2.79,172.94,5.41,62.25,79.19,2024-05-14 07:00:00
8,8~9,7.31,57.32,8.32,38.07,0.10,0.03,23.69,2.75,0.61,96.02,5.34,23.15,67.53,1.20,2.22,0.00,28.02,20.56,40.02,2.56,5.12,3.62,0.00,5.14,180.91,7.21,64.46,82.50,2024-05-14 08:00:00
9,9~10,9.00,62.91,9.29,42.19,0.09,0.02,27.59,2.35,0.62,105.47,8.13,25.28,72.06,1.49,2.39,0.08,23.56,23.42,58.70,2.60,4.69,4.69,0.00,1.36,195.55,11.16,68.47,86.50,2024-05-14 09:00:00
