datetime,stationA,stationB,total,Available
2024-05-09 20:00:00,15,19,34,34.0
2024-05-09 21:00:00,13,21,34,34.0
2024-05-09 22:00:00,17,17,34,34.0
2024-05-09 23:00:00,17,23,40,40.0
2024-05-10 00:00:00,1,27,28,28.0
2024-05-10 01:00:00,19,23,42,42.0
2024-05-10 02:00:00,19,25,44,44.0
2024-05-10 03:00:00,23,27,50,50.0
2024-05-10 04:00:00,23,29,52,52.0
2024-05-10 05:00:00,23,27,50,50.0
2024-05-10 06:00:00,19,27,46,46.0
2024-05-10 07:00:00,17,25,42,42.0
2024-05-10 08:00:00,15,21,36,36.0
2024-05-10 09:00:00,3,19,22,22.0
2024-05-10 10:00:00,5,21,26,26.0
2024-05-10 11:00:00,9,23,32,32.0
2024-05-10 12:00:00,17,23,40,40.0
2024-05-10 13:00:00,15,29,44,44.0
2024-05-10 14:00:00,21,27,48,48.0
2024-05-10 15:00:00,23,21,44,44.0
2024-05-10 16:00:00,19,23,42,42.0
2024-05-10 17:00:00,17,25,42,42.0
2024-05-10 18:00:00,7,21,28,28.0
2024-05-10 19:00:00,13,17,30,30.0
2024-05-10 20:00:00,21,19,40,40.0
2024-05-10 21:00:00,29,21,50,50.0
2024-05-10 22:00:00,15,19,34,34.0
2024-05-10 23:00:00,11,27,38,38.0
2024-05-11 00:00:00,7,31,38,38.0
2024-05-11 01:00:00,11,27,38,38.0
2024-05-11 02:00:00,19,31,50,50.0
2024-05-11 03:00:00,21,31,52,52.0
2024-05-11 04:00:00,21,31,52,52.0
2024-05-11 05:00:00,23,29,52,52.0
2024-05-11 06:00:00,23,29,52,52.0
2024-05-11 07:00:00,17,29,46,46.0
2024-05-11 08:00:00,19,29,48,48.0
2024-05-11 09:00:00,15,23,38,38.0
2024-05-11 10:00:00,13,23,36,36.0
2024-05-11 11:00:00,11,21,32,32.0
2024-05-11 12:00:00,17,21,38,38.0
2024-05-11 13:00:00,13,15,28,28.0
2024-05-11 14:00:00,15,19,34,34.0
2024-05-11 15:00:00,17,25,42,42.0
2024-05-11 16:00:00,9,23,32,32.0
2024-05-11 17:00:00,11,23,34,34.0
2024-05-11 18:00:00,13,23,36,36.0
2024-05-11 19:00:00,11,25,36,36.0
2024-05-11 20:00:00,11,27,38,38.0
2024-05-11 21:00:00,31,27,58,58.0
2024-05-11 22:00:00,9,25,34,34.0
2024-05-11 23:00:00,11,25,36,36.0
2024-05-12 00:00:00,13,25,38,38.0
2024-05-12 01:00:00,15,25,40,40.0
2024-05-12 02:00:00,15,27,42,42.0
2024-05-12 03:00:00,17,29,46,46.0
2024-05-12 04:00:00,17,31,48,48.0
2024-05-12 05:00:00,17,31,48,48.0
2024-05-12 06:00:00,13,25,38,38.0
2024-05-12 07:00:00,13,27,40,40.0
2024-05-12 08:00:00,17,23,40,40.0
2024-05-12 09:00:00,19,25,44,44.0
2024-05-12 10:00:00,19,27,46,46.0
2024-05-12 11:00:00,17,27,44,44.0
2024-05-12 12:00:00,41,29,70,70.0
2024-05-12 13:00:00,17,31,48,48.0
2024-05-12 14:00:00,11,29,40,40.0
2024-05-12 15:00:00,19,23,42,42.0
2024-05-12 16:00:00,15,25,40,40.0
2024-05-12 17:00:00,15,29,44,44.0
2024-05-12 18:00:00,17,23,40,40.0
2024-05-12 19:00:00,19,21,40,40.0
2024-05-12 20:00:00,13,27,40,40.0
2024-05-12 21:00:00,13,27,40,40.0
2024-05-12 22:00:00,15,27,42,42.0
2024-05-12 23:00:00,17,29,46,46.0
2024-05-13 00:00:00,45,27,72,72.0
2024-05-13 01:00:00,21,29,50,50.0
2024-05-13 02:00:00,23,29,52,52.0
2024-05-13 03:00:00,51,29,80,80.0
2024-05-13 04:00:00,23,29,52,52.0
2024-05-13 05:00:00,23,27,50,50.0
2024-05-13 06:00:00,23,29,52,52.0
2024-05-13 07:00:00,21,27,48,48.0
2024-05-13 08:00:00,17,23,40,40.0
2024-05-13 09:00:00,3,27,30,30.0
2024-05-13 10:00:00,15,23,38,38.0
2024-05-13 11:00:00,13,19,32,32.0
2024-05-13 12:00:00,13,25,38,38.0
2024-05-13 13:00:00,13,27,40,40.0
2024-05-13 14:00:00,11,21,32,32.0
2024-05-13 15:00:00,11,29,40,40.0
2024-05-13 16:00:00,17,29,46,46.0
2024-05-13 17:00:00,15,25,40,40.0
2024-05-13 18:00:00,11,23,34,34.0
2024-05-13 19:00:00,3,21,24,24.0
2024-05-13 20:00:00,7,13,20,20.0
2024-05-13 21:00:00,13,17,30,30.0
2024-05-13 22:00:00,17,23,40,40.0
2024-05-13 23:00:00,17,25,42,42.0
2024-05-14 00:00:00,41,27,68,68.0
2024-05-14 01:00:00,17,29,46,46.0
2024-05-14 02:00:00,19,29,48,48.0
2024-05-14 03:00:00,21,29,50,50.0
2024-05-14 04:00:00,21,29,50,50.0
2024-05-14 05:00:00,21,29,50,50.0
2024-05-14 06:00:00,19,27,46,46.0
2024-05-14 07:00:00,13,23,36,36.0
2024-05-14 08:00:00,17,15,32,32.0
2024-05-14 09:00:00,3,19,22,22.0
2024-05-14 10:00:00,7,21,28,28.0
2024-05-14 11:00:00,9,17,26,26.0
2024-05-14 12:00:00,11,19,30,30.0
2024-05-14 13:00:00,13,21,34,34.0
2024-05-14 14:00:00,17,25,42,42.0
2024-05-14 15:00:00,11,23,34,34.0
2024-05-14 16:00:00,15,23,38,38.0
2024-05-14 17:00:00,11,27,38,38.0
2024-05-14 18:00:00,3,19,22,22.0
2024-05-14 19:00:00,7,15,22,22.0
2024-05-14 20:00:00,13,19,32,32.0
2024-05-14 21:00:00,13,19,32,32.0
2024-05-14 22:00:00,11,13,24,24.0
2024-05-14 23:00:00,13,23,36,36.0
2024-05-15 00:00:00,13,27,40,40.0
2024-05-15 01:00:00,17,27,44,44.0
2024-05-15 02:00:00,21,29,50,50.0
2024-05-15 03:00:00,21,29,50,50.0
2024-05-15 04:00:00,21,31,52,52.0
2024-05-15 05:00:00,23,29,52,52.0
2024-05-15 06:00:00,21,31,52,52.0
2024-05-15 07:00:00,21,29,50,50.0
2024-05-15 08:00:00,17,21,38,38.0
2024-05-15 09:00:00,3,17,20,20.0
2024-05-15 10:00:00,9,21,30,30.0
2024-05-15 11:00:00,37,25,62,62.0
2024-05-15 12:00:00,13,15,28,28.0
2024-05-15 13:00:00,21,23,44,44.0
2024-05-15 14:00:00,19,29,48,48.0
2024-05-15 15:00:00,23,25,48,48.0
2024-05-15 16:00:00,55,29,84,84.0
2024-05-15 17:00:00,21,31,52,52.0
2024-05-15 18:00:00,17,27,44,44.0
2024-05-15 19:00:00,11,23,34,34.0
2024-05-15 20:00:00,9,19,28,28.0
2024-05-15 21:00:00,13,23,36,36.0
2024-05-15 22:00:00,9,27,36,36.0
2024-05-15 23:00:00,7,27,34,34.0
2024-05-16 00:00:00,19,29,48,48.0
2024-05-16 01:00:00,21,27,48,48.0
2024-05-16 02:00:00,23,29,52,52.0
2024-05-16 03:00:00,23,33,56,56.0
2024-05-16 04:00:00,23,33,56,56.0
2024-05-16 05:00:00,23,31,54,54.0
2024-05-16 06:00:00,23,33,56,56.0
2024-05-16 07:00:00,19,33,52,52.0
2024-05-16 08:00:00,13,21,34,34.0
2024-05-16 09:00:00,3,13,16,16.0
2024-05-16 10:00:00,7,23,30,30.0
2024-05-16 11:00:00,11,21,32,32.0
2024-05-16 12:00:00,31,29,60,60.0
2024-05-16 13:00:00,17,31,48,48.0
2024-05-16 14:00:00,19,31,50,50.0
2024-05-16 15:00:00,17,27,44,44.0
2024-05-16 16:00:00,19,31,50,50.0
2024-05-16 17:00:00,23,27,50,50.0
2024-05-16 18:00:00,11,29,40,40.0
2024-05-16 19:00:00,3,23,26,26.0
2024-05-16 20:00:00,11,15,26,26.0
2024-05-16 21:00:00,13,13,26,26.0
2024-05-16 22:00:00,15,25,40,40.0
2024-05-16 23:00:00,19,23,42,42.0
2024-05-17 00:00:00,23,31,54,54.0
2024-05-17 01:00:00,21,27,48,48.0
2024-05-17 02:00:00,23,31,54,54.0
2024-05-17 03:00:00,25,31,56,56.0
2024-05-17 04:00:00,25,29,54,54.0
2024-05-17 05:00:00,25,29,54,54.0
2024-05-17 06:00:00,25,29,54,54.0
2024-05-17 07:00:00,23,29,52,52.0
2024-05-17 08:00:00,23,19,42,42.0
2024-05-17 09:00:00,33,13,46,46.0
2024-05-17 10:00:00,15,15,30,30.0
2024-05-17 11:00:00,5,17,22,22.0
2024-05-17 12:00:00,9,21,30,30.0
2024-05-17 13:00:00,11,19,30,30.0
2024-05-17 14:00:00,19,19,38,38.0
2024-05-17 15:00:00,23,27,50,50.0
2024-05-17 16:00:00,29,25,54,54.0
2024-05-17 17:00:00,29,29,58,58.0
2024-05-17 18:00:00,25,25,50,50.0
2024-05-17 19:00:00,25,13,38,38.0
2024-05-17 20:00:00,17,9,26,26.0
2024-05-17 21:00:00,17,15,32,32.0
2024-05-17 22:00:00,27,9,36,36.0
2024-05-17 23:00:00,25,15,40,40.0
2024-05-18 00:00:00,25,17,42,42.0
2024-05-18 01:00:00,25,29,54,54.0
2024-05-18 02:00:00,25,31,56,56.0
2024-05-18 03:00:00,33,29,62,62.0
2024-05-18 04:00:00,33,29,62,62.0
2024-05-18 05:00:00,33,29,62,62.0
2024-05-18 06:00:00,33,27,60,60.0
2024-05-18 07:00:00,33,27,60,60.0
2024-05-18 08:00:00,31,25,56,56.0
2024-05-18 09:00:00,29,19,48,48.0
2024-05-18 10:00:00,23,19,42,42.0
2024-05-18 11:00:00,17,23,40,40.0
2024-05-18 12:00:00,23,19,42,42.0
2024-05-18 13:00:00,19,25,44,44.0
2024-05-18 14:00:00,15,25,40,40.0
2024-05-18 15:00:00,19,27,46,46.0
2024-05-18 16:00:00,25,31,56,56.0
2024-05-18 17:00:00,21,29,50,50.0
2024-05-18 18:00:00,15,25,40,40.0
2024-05-18 19:00:00,11,21,32,32.0
2024-05-18 20:00:00,15,19,34,34.0
2024-05-18 21:00:00,13,31,44,44.0
2024-05-18 22:00:00,17,33,50,50.0
2024-05-18 23:00:00,17,27,44,44.0
2024-05-19 00:00:00,17,29,46,46.0
2024-05-19 01:00:00,19,29,48,48.0
2024-05-19 02:00:00,49,31,80,80.0
2024-05-19 03:00:00,17,31,48,48.0
2024-05-19 04:00:00,25,29,54,54.0
2024-05-19 05:00:00,57,31,88,88.0
2024-05-19 06:00:00,23,31,54,54.0
2024-05-19 07:00:00,23,33,56,56.0
2024-05-19 08:00:00,25,31,56,56.0
2024-05-19 09:00:00,21,31,52,52.0
2024-05-19 10:00:00,17,31,48,48.0
2024-05-19 11:00:00,17,31,48,48.0
2024-05-19 12:00:00,19,29,48,48.0
2024-05-19 13:00:00,19,31,50,50.0
2024-05-19 14:00:00,17,31,48,48.0
2024-05-19 15:00:00,19,27,46,46.0
2024-05-19 16:00:00,21,25,46,46.0
2024-05-19 17:00:00,19,21,40,40.0
2024-05-19 18:00:00,11,25,36,36.0
2024-05-19 19:00:00,15,21,36,36.0
2024-05-19 20:00:00,17,21,38,38.0
2024-05-19 21:00:00,17,23,40,40.0
2024-05-19 22:00:00,13,25,38,38.0
2024-05-19 23:00:00,13,25,38,38.0
2024-05-20 00:00:00,15,29,44,44.0
2024-05-20 01:00:00,17,29,46,46.0
2024-05-20 02:00:00,17,27,44,44.0
2024-05-20 03:00:00,19,29,48,48.0
2024-05-20 04:00:00,19,31,50,50.0
2024-05-20 05:00:00,19,31,50,50.0
2024-05-20 06:00:00,15,29,44,44.0
2024-05-20 07:00:00,19,29,48,48.0
2024-05-20 08:00:00,13,27,40,40.0
2024-05-20 09:00:00,17,27,44,44.0
2024-05-20 10:00:00,7,21,28,28.0
2024-05-20 11:00:00,13,21,34,34.0
2024-05-20 12:00:00,17,25,42,42.0
2024-05-20 13:00:00,25,19,44,44.0
2024-05-20 14:00:00,7,17,24,24.0
2024-05-20 15:00:00,7,25,32,32.0
2024-05-20 16:00:00,9,27,36,36.0
2024-05-20 17:00:00,13,27,40,40.0
2024-05-20 18:00:00,11,27,38,38.0
2024-05-20 19:00:00,7,19,26,26.0
2024-05-20 20:00:00,9,17,26,26.0
2024-05-20 21:00:00,13,21,34,34.0
2024-05-20 22:00:00,11,23,34,34.0
2024-05-20 23:00:00,9,29,38,38.0
2024-05-21 00:00:00,15,27,42,42.0
2024-05-21 01:00:00,15,29,44,44.0
2024-05-21 02:00:00,19,31,50,50.0
2024-05-21 03:00:00,21,29,50,50.0
2024-05-21 04:00:00,21,29,50,50.0
2024-05-21 05:00:00,21,31,52,52.0
2024-05-21 06:00:00,19,27,46,46.0
2024-05-21 07:00:00,19,27,46,46.0
2024-05-21 08:00:00,17,29,46,46.0
2024-05-21 09:00:00,19,15,34,34.0
2024-05-21 10:00:00,9,23,32,32.0
2024-05-21 11:00:00,11,19,30,30.0
2024-05-21 12:00:00,15,27,42,42.0
2024-05-21 13:00:00,13,27,40,40.0
2024-05-21 14:00:00,13,27,40,40.0
2024-05-21 15:00:00,11,29,40,40.0
2024-05-21 16:00:00,13,31,44,44.0
2024-05-21 17:00:00,15,25,40,40.0
2024-05-21 18:00:00,21,23,44,44.0
2024-05-21 19:00:00,21,25,46,46.0
2024-05-21 20:00:00,11,19,30,30.0
2024-05-21 21:00:00,3,11,14,14.0
2024-05-21 22:00:00,27,13,40,40.0
2024-05-21 23:00:00,15,19,34,34.0
2024-05-22 00:00:00,15,19,34,34.0
2024-05-22 01:00:00,17,19,36,36.0
2024-05-22 02:00:00,21,23,44,44.0
2024-05-22 03:00:00,23,29,52,52.0
2024-05-22 04:00:00,25,29,54,54.0
2024-05-22 05:00:00,25,29,54,54.0
2024-05-22 06:00:00,25,29,54,54.0
2024-05-22 07:00:00,27,27,54,54.0
2024-05-22 08:00:00,27,27,54,54.0
2024-05-22 09:00:00,13,15,28,28.0
2024-05-22 10:00:00,11,11,22,22.0
2024-05-22 11:00:00,21,19,40,40.0
2024-05-22 12:00:00,21,25,46,46.0
2024-05-22 13:00:00,23,25,48,48.0
2024-05-22 14:00:00,23,15,38,38.0
2024-05-22 15:00:00,17,19,36,36.0
2024-05-22 16:00:00,21,25,46,46.0
2024-05-22 17:00:00,25,25,50,50.0
2024-05-22 18:00:00,25,19,44,44.0
2024-05-22 19:00:00,13,19,32,32.0
2024-05-22 20:00:00,9,11,20,20.0
2024-05-22 21:00:00,15,17,32,32.0
2024-05-22 22:00:00,15,17,32,32.0
2024-05-22 23:00:00,11,29,40,40.0
2024-05-23 00:00:00,19,29,48,48.0
2024-05-23 01:00:00,19,29,48,48.0
2024-05-23 02:00:00,23,31,54,54.0
2024-05-23 03:00:00,25,31,56,56.0
2024-05-23 04:00:00,27,31,58,58.0
2024-05-23 05:00:00,27,31,58,58.0
2024-05-23 06:00:00,27,31,58,58.0
2024-05-23 07:00:00,19,29,48,48.0
2024-05-23 08:00:00,13,27,40,40.0
2024-05-23 09:00:00,11,19,30,30.0
2024-05-23 10:00:00,13,17,30,30.0
2024-05-23 11:00:00,21,17,38,38.0
2024-05-23 12:00:00,13,23,36,36.0
2024-05-23 13:00:00,15,27,42,42.0
2024-05-23 14:00:00,11,19,30,30.0
2024-05-23 15:00:00,19,23,42,42.0
2024-05-23 16:00:00,21,31,52,52.0
2024-05-23 17:00:00,19,29,48,48.0
2024-05-23 18:00:00,15,25,40,40.0
2024-05-23 19:00:00,3,25,28,28.0
2024-05-23 20:00:00,7,19,26,26.0
2024-05-23 21:00:00,13,19,32,32.0
2024-05-23 22:00:00,19,21,40,40.0
2024-05-23 23:00:00,19,25,44,44.0
2024-05-24 00:00:00,17,23,40,40.0
2024-05-24 01:00:00,19,29,48,48.0
2024-05-24 02:00:00,21,29,50,50.0
2024-05-24 03:00:00,25,29,54,54.0
2024-05-24 04:00:00,25,29,54,54.0
2024-05-24 05:00:00,27,25,52,52.0
2024-05-24 06:00:00,29,29,58,58.0
2024-05-24 07:00:00,27,25,52,52.0
2024-05-24 08:00:00,19,29,48,48.0
2024-05-24 09:00:00,19,25,44,44.0
2024-05-24 10:00:00,17,25,42,42.0
2024-05-24 11:00:00,17,21,38,38.0
2024-05-24 12:00:00,19,23,42,42.0
2024-05-24 13:00:00,17,27,44,44.0
2024-05-24 14:00:00,19,27,46,46.0
2024-05-24 15:00:00,17,29,46,46.0
2024-05-24 16:00:00,25,29,54,54.0
2024-05-24 17:00:00,23,27,50,50.0
2024-05-24 18:00:00,21,25,46,46.0
2024-05-24 19:00:00,19,25,44,44.0
2024-05-24 20:00:00,11,21,32,32.0
2024-05-24 21:00:00,19,17,36,36.0
2024-05-24 22:00:00,23,21,44,44.0
2024-05-24 23:00:00,13,23,36,36.0
2024-05-25 00:00:00,15,23,38,38.0
2024-05-25 01:00:00,15,29,44,44.0
2024-05-25 02:00:00,21,31,52,52.0
2024-05-25 03:00:00,25,31,56,56.0
2024-05-25 04:00:00,25,31,56,56.0
2024-05-25 05:00:00,25,31,56,56.0
2024-05-25 06:00:00,19,29,48,48.0
2024-05-25 07:00:00,19,29,48,48.0
2024-05-25 08:00:00,23,29,52,52.0
2024-05-25 09:00:00,17,31,48,48.0
2024-05-25 10:00:00,19,27,46,46.0
2024-05-25 11:00:00,19,31,50,50.0
2024-05-25 12:00:00,19,31,50,50.0
2024-05-25 13:00:00,21,29,50,50.0
2024-05-25 14:00:00,23,21,44,44.0
2024-05-25 15:00:00,17,17,34,34.0
2024-05-25 16:00:00,21,21,42,42.0
2024-05-25 17:00:00,23,21,44,44.0
2024-05-25 18:00:00,17,23,40,40.0
2024-05-25 19:00:00,13,19,32,32.0
2024-05-25 20:00:00,41,25,66,66.0
2024-05-25 21:00:00,21,23,44,44.0
2024-05-25 22:00:00,19,27,46,46.0
2024-05-25 23:00:00,17,25,42,42.0
2024-05-26 00:00:00,21,27,48,48.0
2024-05-26 01:00:00,23,27,50,50.0
2024-05-26 02:00:00,27,31,58,58.0
2024-05-26 03:00:00,27,31,58,58.0
2024-05-26 04:00:00,27,31,58,58.0
2024-05-26 05:00:00,27,31,58,58.0
2024-05-26 06:00:00,29,31,60,60.0
2024-05-26 07:00:00,57,31,88,88.0
2024-05-26 08:00:00,23,31,54,54.0
2024-05-26 09:00:00,51,29,80,80.0
2024-05-26 10:00:00,19,25,44,44.0
2024-05-26 11:00:00,15,21,36,36.0
2024-05-26 12:00:00,21,19,40,40.0
2024-05-26 13:00:00,25,15,40,40.0
2024-05-26 14:00:00,27,23,50,50.0
2024-05-26 15:00:00,23,23,46,46.0
2024-05-26 16:00:00,25,27,52,52.0
2024-05-26 17:00:00,21,29,50,50.0
2024-05-26 18:00:00,25,29,54,54.0
2024-05-26 19:00:00,23,27,50,50.0
2024-05-26 20:00:00,21,27,48,48.0
2024-05-26 21:00:00,31,25,56,56.0
2024-05-26 22:00:00,27,29,56,56.0
2024-05-26 23:00:00,27,29,56,56.0
2024-05-27 00:00:00,43,25,68,68.0
2024-05-27 01:00:00,25,29,54,54.0
2024-05-27 02:00:00,25,29,54,54.0
2024-05-27 03:00:00,33,29,62,62.0
2024-05-27 04:00:00,33,29,62,62.0
2024-05-27 05:00:00,33,27,60,60.0
2024-05-27 06:00:00,33,27,60,60.0
2024-05-27 07:00:00,25,29,54,54.0
2024-05-27 08:00:00,25,25,50,50.0
2024-05-27 09:00:00,13,25,38,38.0
2024-05-27 10:00:00,17,25,42,42.0
2024-05-27 11:00:00,25,23,48,48.0
2024-05-27 12:00:00,25,27,52,52.0
2024-05-27 13:00:00,45,25,70,70.0
2024-05-27 14:00:00,25,27,52,52.0
2024-05-27 15:00:00,29,29,58,58.0
2024-05-27 16:00:00,23,27,50,50.0
2024-05-27 17:00:00,21,29,50,50.0
2024-05-27 18:00:00,19,27,46,46.0
2024-05-27 19:00:00,13,27,40,40.0
2024-05-27 20:00:00,21,23,44,44.0
2024-05-27 21:00:00,25,23,48,48.0
2024-05-27 22:00:00,23,27,50,50.0
2024-05-27 23:00:00,21,27,48,48.0
2024-05-28 00:00:00,25,27,52,52.0
2024-05-28 01:00:00,27,25,52,52.0
2024-05-28 02:00:00,33,31,64,64.0
2024-05-28 03:00:00,33,31,64,64.0
2024-05-28 04:00:00,33,31,64,64.0
2024-05-28 05:00:00,33,27,60,60.0
2024-05-28 06:00:00,31,29,60,60.0
2024-05-28 07:00:00,21,31,52,52.0
2024-05-28 08:00:00,23,27,50,50.0
2024-05-28 09:00:00,23,27,50,50.0
2024-05-28 10:00:00,27,25,52,52.0
2024-05-28 11:00:00,19,29,48,48.0
2024-05-28 12:00:00,19,29,48,48.0
2024-05-28 13:00:00,25,27,52,52.0
2024-05-28 14:00:00,47,25,72,72.0
2024-05-28 15:00:00,23,29,52,52.0
2024-05-28 16:00:00,25,25,50,50.0
2024-05-28 17:00:00,19,27,46,46.0
2024-05-28 18:00:00,23,21,44,44.0
2024-05-28 19:00:00,23,21,44,44.0
2024-05-28 20:00:00,19,23,42,42.0
2024-05-28 21:00:00,19,23,42,42.0
2024-05-28 22:00:00,15,25,40,40.0
2024-05-28 23:00:00,11,21,32,32.0
2024-05-29 00:00:00,19,21,40,40.0
2024-05-29 01:00:00,25,27,52,52.0
2024-05-29 02:00:00,53,25,78,78.0
2024-05-29 03:00:00,29,25,54,54.0
2024-05-29 04:00:00,29,31,60,60.0
2024-05-29 05:00:00,29,29,58,58.0
2024-05-29 06:00:00,29,27,56,56.0
2024-05-29 07:00:00,21,29,50,50.0
2024-05-29 08:00:00,15,15,30,30.0
2024-05-29 09:00:00,9,17,26,26.0
2024-05-29 10:00:00,21,21,42,42.0
2024-05-29 11:00:00,17,17,34,34.0
2024-05-29 12:00:00,19,21,40,40.0
2024-05-29 13:00:00,45,19,64,64.0
2024-05-29 14:00:00,23,21,44,44.0
2024-05-29 15:00:00,23,23,46,46.0
2024-05-29 16:00:00,23,23,46,46.0
2024-05-29 17:00:00,33,19,52,52.0
2024-05-29 18:00:00,33,19,52,52.0
2024-05-29 19:00:00,11,19,30,30.0
2024-05-29 20:00:00,11,15,26,26.0
2024-05-29 21:00:00,11,15,26,26.0
2024-05-29 22:00:00,25,21,46,46.0
2024-05-29 23:00:00,25,21,46,46.0
