時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
17~18,16.63,105.81,14.22,52.24,0.19,0.08,---,9.34,2.02,142.08,12.37,38.78,90.93,1.17,3.93,0.17,35.87,35.19,50.43,2.88,5.25,2.47,4.46,0.80,225.79,6.71,84.73,104.94,2024-04-03 17:00:00
18~19,17.62,95.38,10.84,42.69,0.40,0.12,---,9.76,1.66,142.98,13.84,38.91,90.23,1.57,4.29,0.17,44.02,35.48,50.65,2.47,5.07,2.22,4.44,0.98,211.96,3.67,78.08,102.80,2024-04-03 18:00:00
19~20,14.25,85.22,10.86,38.76,0.40,0.11,---,8.55,1.62,136.66,18.13,33.96,84.57,2.18,3.85,0.16,40.77,41.72,46.13,2.37,4.75,2.25,4.41,0.75,205.45,2.87,75.73,101.07,2024-04-03 19:00:00
20~21,13.50,82.44,10.68,36.92,0.40,0.12,---,8.55,1.57,129.97,14.50,33.27,82.20,1.88,3.93,0.17,42.86,44.58,118.48,2.44,4.37,2.22,4.39,1.15,204.35,3.46,76.59,98.00,2024-04-03 20:00:00
21~22,16.31,77.44,9.80,35.68,0.39,0.12,---,6.83,1.59,124.37,10.69,31.80,81.88,1.81,3.82,0.17,44.26,48.44,131.90,2.41,4.38,2.07,4.39,0.90,201.20,3.60,76.50,93.81,2024-04-03 21:00:00
22~23,16.38,73.43,7.63,34.44,0.40,0.10,---,6.27,1.59,111.12,4.75,31.21,75.16,1.79,2.96,0.16,54.24,58.06,68.25,2.43,4.43,2.34,4.38,1.62,198.09,3.10,76.39,92.25,2024-04-03 22:00:00
23~24,17.31,71.06,7.13,33.48,0.38,0.08,---,5.47,1.63,104.57,3.53,30.16,70.88,1.88,2.94,0.17,66.12,59.52,100.68,2.44,4.33,2.12,4.36,0.77,193.51,3.15,75.26,89.06,2024-04-03 23:00:00
0~1,13.19,68.69,7.40,33.08,0.39,0.12,---,3.69,1.59,103.08,3.12,29.31,70.65,1.45,2.90,0.17,63.16,49.53,139.03,2.31,4.25,2.19,4.37,1.20,189.89,3.16,74.69,85.81,2024-04-04 00:00:00
1~2,14.81,67.78,7.23,32.38,0.39,0.11,---,2.88,1.57,101.29,2.97,29.19,69.13,1.07,3.04,0.16,53.76,39.93,66.01,2.38,4.37,2.06,4.37,1.04,188.64,3.53,74.84,84.26,2024-04-04 01:00:00
2~3,8.63,66.88,7.32,31.25,0.39,0.11,---,1.59,1.57,102.45,2.94,29.15,70.36,1.09,3.12,0.17,48.41,36.40,49.50,2.37,4.31,1.97,4.37,0.76,185.22,3.09,74.04,83.81,2024-04-04 02:00:00
3~4,8.06,66.06,7.13,31.00,0.39,0.12,---,1.77,1.60,100.69,2.94,29.07,68.68,1.14,2.83,0.17,44.45,37.35,43.62,2.32,4.32,2.00,4.38,1.03,184.64,2.97,74.24,82.88,2024-04-04 03:00:00
4~5,7.56,65.69,7.45,30.47,0.39,0.12,---,1.66,1.59,98.71,2.81,27.50,68.40,1.10,3.10,0.16,40.10,37.10,42.62,2.37,4.18,1.82,4.37,1.01,180.43,3.25,72.83,80.24,2024-04-04 04:00:00
5~6,7.06,63.71,7.13,30.71,0.37,0.12,---,1.65,1.56,98.57,2.85,26.94,68.78,1.12,2.68,0.17,38.04,33.45,68.25,2.41,4.13,1.83,4.38,0.65,179.97,3.00,72.73,79.44,2024-04-04 05:00:00
6~7,6.00,61.85,6.92,30.57,0.12,0.08,---,1.42,0.87,98.58,2.68,26.38,69.52,1.30,2.99,0.12,36.65,29.04,36.35,2.40,5.00,1.91,1.88,0.87,179.56,3.16,72.72,79.19,2024-04-04 06:00:00
7~8,6.50,62.12,7.12,31.08,0.12,0.07,---,1.36,0.56,100.22,2.69,26.87,70.66,1.31,2.84,0.00,36.85,25.84,36.97,2.38,5.19,2.16,0.00,0.87,181.28,3.44,73.40,79.93,2024-04-04 07:00:00
8~9,6.75,61.94,9.07,31.34,0.13,0.07,---,1.34,1.53,102.16,2.78,27.28,72.10,1.15,2.97,0.00,37.70,27.00,39.72,2.34,5.31,2.44,0.00,1.46,187.78,3.93,75.26,82.76,2024-04-04 08:00:00
9~10,7.94,71.26,9.96,32.37,0.12,0.04,---,1.39,1.57,108.32,2.97,29.20,76.15,1.38,3.94,0.00,45.42,31.07,48.96,2.28,5.87,2.50,0.00,0.92,193.86,2.97,76.73,87.12,2024-04-04 09:00:00
10~11,9.75,84.31,10.90,33.91,0.13,0.06,---,1.27,1.56,114.94,3.03,32.43,79.48,1.01,3.44,0.00,39.77,32.95,51.54,2.29,6.50,3.12,0.00,0.76,201.57,3.97,78.36,90.19,2024-04-04 10:00:00
11~12,11.81,85.75,9.45,36.20,0.13,0.04,---,1.71,1.55,116.23,3.53,31.72,80.98,1.15,3.20,0.00,39.43,35.85,50.02,2.25,6.32,2.78,0.00,1.01,201.71,3.25,77.62,92.00,2024-04-04 11:00:00
12~13,10.75,86.75,9.18,37.74,0.12,0.02,---,2.11,1.54,116.70,3.56,32.64,80.50,1.31,2.99,0.00,38.98,36.18,59.35,2.31,5.93,2.81,0.00,1.21,201.73,2.93,77.60,91.93,2024-04-04 12:00:00
13~14,10.00,89.00,9.78,37.27,0.13,0.04,---,2.20,1.53,116.90,3.78,32.74,80.38,1.22,3.24,0.00,34.07,35.22,81.28,2.37,5.26,2.51,0.00,0.72,198.60,4.60,77.14,88.82,2024-04-04 13:00:00
14~15,10.94,87.68,10.12,36.70,0.13,0.06,---,1.89,1.56,117.72,3.63,33.42,80.67,1.11,2.80,0.06,33.48,31.43,51.07,2.47,5.13,2.16,0.00,0.93,200.40,3.28,76.90,92.49,2024-04-04 14:00:00
15~16,11.31,88.01,9.83,36.10,0.13,0.07,---,4.38,1.59,116.35,4.03,33.46,78.86,1.06,3.14,0.17,30.95,30.82,42.72,2.53,5.00,2.12,0.06,0.64,196.57,3.60,73.71,92.19,2024-04-04 15:00:00
16~17,14.69,82.78,9.68,35.86,0.13,0.05,---,4.32,1.71,114.09,3.09,32.75,78.25,1.44,3.29,0.17,29.67,26.71,49.71,2.69,5.06,1.87,0.13,0.87,193.76,3.78,74.37,88.75,2024-04-04 16:00:00
17~18,15.50,78.43,9.56,35.95,0.18,0.07,---,4.35,1.98,113.22,3.10,32.12,78.00,1.11,3.32,0.17,30.02,24.83,57.60,2.66,5.00,1.94,4.12,1.47,191.33,3.15,75.78,85.50,2024-04-04 17:00:00
18~19,14.75,74.16,9.05,34.20,0.39,0.11,---,4.43,1.59,108.06,3.81,28.67,75.58,1.43,2.75,0.16,33.32,28.75,36.77,2.47,4.81,1.81,4.46,0.96,187.18,3.32,76.43,80.63,2024-04-04 18:00:00
19~20,11.81,74.78,9.79,33.42,0.39,0.10,---,4.90,1.63,107.37,6.81,27.11,73.45,1.91,2.62,0.17,33.06,28.41,68.92,2.37,4.32,1.76,4.42,0.81,183.34,3.34,73.20,79.81,2024-04-04 19:00:00
20~21,12.44,73.03,10.45,33.07,0.38,0.11,---,5.15,1.61,104.61,7.00,26.73,70.88,1.72,2.67,0.17,37.24,35.78,120.74,2.31,3.93,1.77,4.40,0.97,180.26,3.09,72.56,78.38,2024-04-04 20:00:00
21~22,13.00,67.47,7.54,31.81,0.39,0.11,---,4.73,1.62,104.23,6.94,25.54,71.75,1.56,2.49,0.17,43.52,39.49,59.38,2.44,3.94,1.78,4.40,0.98,178.16,3.57,71.94,75.87,2024-04-04 21:00:00
22~23,12.31,66.59,6.73,30.98,0.39,0.12,---,4.40,1.59,99.14,5.15,25.70,68.29,1.50,2.67,0.16,41.40,39.32,50.94,2.44,4.00,1.78,4.39,0.94,175.92,3.25,71.67,74.56,2024-04-04 22:00:00
23~24,14.63,61.10,6.82,29.93,0.38,0.12,---,3.50,1.61,96.10,2.91,26.75,66.44,1.56,2.51,0.17,44.35,33.73,51.53,2.50,3.50,1.60,4.40,0.89,172.44,3.06,69.70,73.07,2024-04-04 23:00:00
0~1,16.87,59.18,6.52,28.86,0.39,0.12,---,2.61,1.61,94.70,2.82,25.62,66.26,1.27,2.55,0.17,43.61,32.60,99.09,2.47,3.50,1.53,4.40,0.78,170.39,3.00,68.91,72.00,2024-04-05 00:00:00
1~2,11.32,57.87,6.75,29.15,0.39,0.12,---,1.96,1.58,93.54,2.75,25.38,65.41,0.94,2.55,0.16,42.87,34.02,112.16,2.47,3.50,1.63,4.41,1.12,168.26,3.87,68.41,70.63,2024-04-05 01:00:00
2~3,8.37,58.16,6.84,28.64,0.39,0.10,---,1.84,1.62,90.62,2.84,23.28,64.50,1.05,2.61,0.17,38.15,25.51,47.78,2.50,3.50,1.44,4.39,1.32,166.63,3.44,68.78,70.61,2024-04-05 02:00:00
3~4,7.69,59.16,6.83,28.25,0.38,0.10,---,1.78,1.58,89.86,2.87,23.84,63.15,0.98,2.84,0.17,32.27,23.62,34.54,2.40,3.44,1.65,4.39,0.90,165.69,3.19,68.78,70.20,2024-04-05 03:00:00
4~5,7.31,57.59,6.31,28.07,0.39,0.12,---,1.69,1.60,89.77,2.88,23.41,63.48,0.95,2.14,0.16,30.80,21.86,29.78,2.38,3.44,1.53,4.40,0.72,163.05,3.34,67.82,69.44,2024-04-05 04:00:00
5~6,7.06,57.06,6.45,27.75,0.36,0.11,---,1.79,1.51,89.00,2.94,23.32,62.74,1.03,2.46,0.17,30.61,21.02,27.77,2.43,3.50,1.56,4.39,1.06,162.79,3.25,67.91,68.87,2024-04-05 05:00:00
6~7,6.13,56.76,6.36,27.93,0.12,0.06,---,1.51,0.86,92.09,2.65,23.90,65.54,1.02,2.31,0.17,28.62,20.03,53.03,2.41,4.25,1.60,2.28,1.09,164.16,3.35,68.32,69.43,2024-04-05 06:00:00
7~8,6.31,57.12,7.29,28.09,0.11,0.05,---,1.47,0.61,89.99,2.69,23.10,64.20,1.10,2.45,0.17,27.09,18.75,49.13,2.41,4.18,1.65,0.13,0.66,164.72,3.65,68.52,70.07,2024-04-05 07:00:00
8~9,6.63,57.78,8.22,28.42,0.11,0.02,---,1.46,1.53,90.83,2.76,22.62,65.45,1.35,2.27,0.17,27.86,20.78,29.56,2.40,4.13,1.69,0.02,0.95,163.65,3.51,67.23,70.12,2024-04-05 08:00:00
9~10,6.93,58.50,10.53,29.93,0.11,0.02,---,1.73,1.51,91.57,3.96,21.00,66.61,1.11,2.36,0.09,27.67,24.84,29.54,2.63,4.06,1.50,0.00,0.68,163.80,3.18,67.58,70.94,2024-04-05 09:00:00
10~11,8.13,61.41,9.51,30.88,0.12,0.04,---,1.42,1.53,95.76,4.53,21.96,69.27,1.16,2.25,0.00,25.94,19.90,30.68,2.97,4.25,1.97,0.00,1.07,169.42,4.00,68.63,75.00,2024-04-05 10:00:00
11~12,8.44,60.59,9.24,30.81,0.11,0.03,---,1.50,1.53,99.72,3.47,23.79,72.46,1.09,2.58,0.00,27.57,22.52,38.37,2.97,4.31,1.63,0.00,1.46,169.43,3.50,67.83,76.75,2024-04-05 11:00:00
12~13,9.31,68.85,8.53,31.40,0.12,0.03,---,1.64,1.53,99.82,3.07,24.15,72.60,1.10,2.56,0.00,31.85,25.07,46.04,2.84,4.75,2.09,0.00,0.65,170.57,3.19,67.95,77.75,2024-04-05 12:00:00
13~14,10.62,69.09,8.38,31.93,0.12,0.04,---,1.95,1.55,97.90,3.40,24.06,70.44,1.06,2.32,0.00,24.25,22.03,66.69,2.94,4.75,1.78,0.00,0.88,171.97,3.50,69.42,77.62,2024-04-05 13:00:00
14~15,8.19,67.38,8.45,31.17,0.12,0.04,---,1.90,1.56,105.80,3.47,28.66,73.67,1.27,2.24,0.00,25.47,20.82,59.55,2.97,4.75,1.87,0.00,0.86,164.12,3.22,62.87,77.32,2024-04-05 14:00:00
15~16,8.13,67.97,8.05,31.49,0.12,0.05,---,1.93,1.56,111.24,3.50,28.85,78.89,1.10,2.27,0.04,25.75,26.41,32.88,2.62,4.63,1.63,0.00,0.91,158.21,3.63,58.06,75.25,2024-04-05 15:00:00
16~17,8.75,69.50,8.50,30.68,0.12,0.05,---,3.16,1.62,108.53,3.00,29.15,76.38,1.51,2.36,0.16,29.02,23.26,29.16,2.69,4.19,1.75,0.33,0.65,156.25,3.90,58.04,72.81,2024-04-05 16:00:00
17~18,11.37,68.15,9.34,30.65,0.17,0.05,---,2.85,1.96,101.58,3.10,22.30,76.18,1.63,2.10,0.17,27.03,22.38,46.21,2.53,4.12,1.69,4.44,0.86,159.44,3.16,58.89,75.56,2024-04-05 17:00:00
18~19,14.44,64.29,8.33,29.56,0.38,0.09,---,2.85,1.61,100.19,4.30,21.76,74.13,1.32,2.23,0.16,27.44,24.34,57.69,2.44,4.00,1.63,4.45,1.11,162.57,3.80,58.17,78.07,2024-04-05 18:00:00
19~20,11.75,64.46,6.84,29.33,0.38,0.08,---,2.86,1.58,98.52,4.47,22.65,71.40,1.34,2.31,0.17,31.09,25.24,35.44,2.43,3.69,1.62,4.42,1.18,159.17,3.26,58.14,75.81,2024-04-05 19:00:00
20~21,11.56,60.29,6.17,29.24,0.38,0.11,---,2.97,1.58,98.09,4.28,24.60,69.21,1.26,2.40,0.17,34.23,26.30,35.66,2.44,3.37,1.56,4.41,1.24,154.76,2.97,58.51,72.37,2024-04-05 20:00:00
21~22,11.75,58.65,6.20,28.83,0.37,0.11,---,3.12,1.56,95.08,3.35,23.34,68.39,1.07,2.49,0.16,29.48,31.60,103.60,2.47,3.38,1.59,4.39,0.80,152.68,3.59,58.67,69.13,2024-04-05 21:00:00
22~23,11.63,56.90,6.26,28.35,0.38,0.11,---,2.60,1.60,92.32,2.84,22.63,66.85,1.52,2.42,0.17,32.85,31.00,107.08,2.63,3.44,1.48,4.40,0.87,151.08,2.99,58.01,69.56,2024-04-05 22:00:00
23~24,12.81,55.88,6.29,27.52,0.38,0.11,---,2.44,1.58,90.19,2.81,22.31,65.07,1.45,2.07,0.16,32.99,38.66,47.79,2.65,3.43,1.65,4.39,1.06,148.79,3.16,57.58,68.06,2024-04-05 23:00:00
0~1,18.50,55.34,6.31,26.72,0.38,0.12,---,1.81,1.58,88.58,2.82,22.03,63.73,1.15,2.53,0.17,38.13,28.24,47.28,2.66,3.44,1.49,4.39,0.68,149.12,3.41,57.65,67.94,2024-04-06 00:00:00
1~2,12.87,54.41,6.32,26.82,0.38,0.12,---,1.62,1.58,87.31,2.81,20.94,63.56,1.14,2.09,0.17,38.59,28.03,116.12,2.65,3.44,1.66,4.40,0.92,146.96,3.19,55.57,68.12,2024-04-06 01:00:00
2~3,8.75,53.37,6.61,26.50,0.38,0.12,---,1.59,1.61,87.66,2.78,21.13,63.75,1.13,2.21,0.17,26.76,25.55,68.29,2.69,3.50,1.53,4.39,1.16,145.87,3.07,55.08,68.01,2024-04-06 02:00:00
3~4,8.07,53.47,6.08,26.76,0.37,0.12,---,1.54,1.56,87.03,2.87,20.30,63.86,1.23,2.18,0.16,23.51,23.06,25.69,2.69,3.50,1.72,4.39,0.72,146.86,3.31,55.37,68.25,2024-04-06 03:00:00
4~5,7.93,52.53,6.18,27.00,0.38,0.13,---,1.67,1.60,86.51,2.94,19.97,63.60,1.12,2.42,0.17,23.29,20.22,24.15,2.69,3.50,1.50,4.39,1.50,147.12,3.08,55.29,68.37,2024-04-06 04:00:00
5~6,6.88,51.91,5.94,26.78,0.36,0.12,---,1.72,1.55,87.65,2.81,21.00,63.84,1.02,2.37,0.17,22.04,18.76,25.12,2.65,3.50,1.72,4.39,0.69,147.48,3.41,55.58,68.69,2024-04-06 05:00:00
6~7,5.81,51.87,6.17,26.93,0.12,0.08,---,1.31,0.86,89.26,2.92,21.41,64.93,1.22,2.06,0.16,20.67,17.89,55.63,2.63,4.31,1.51,2.10,0.81,147.65,3.41,55.21,68.93,2024-04-06 06:00:00
7~8,5.56,52.94,6.63,26.78,0.11,0.07,---,1.34,0.58,91.32,2.64,21.53,67.15,1.66,2.18,0.03,19.35,16.53,36.03,2.59,4.25,1.71,0.00,1.17,148.05,3.28,55.41,69.13,2024-04-06 07:00:00
8~9,7.00,53.85,7.19,27.84,0.11,0.05,---,1.27,1.55,90.34,2.69,20.72,66.93,1.02,2.07,0.00,19.79,18.02,26.25,2.47,4.50,1.88,0.00,0.69,149.19,3.22,56.98,69.19,2024-04-06 08:00:00
9~10,7.69,55.65,7.37,28.80,0.12,0.04,---,1.32,1.53,95.65,3.23,21.90,70.52,1.01,2.61,0.00,20.65,22.17,28.59,2.31,5.06,2.25,0.00,0.98,156.60,3.28,58.03,74.31,2024-04-06 09:00:00
10~11,9.75,59.50,6.69,30.52,0.11,0.04,---,1.77,1.50,102.65,3.28,25.05,74.32,0.98,2.51,0.00,24.44,21.54,34.16,2.35,5.63,2.34,0.00,0.71,160.11,3.62,57.92,78.06,2024-04-06 10:00:00
11~12,7.88,57.29,7.38,30.39,0.10,0.04,---,1.95,1.55,104.11,5.99,24.56,73.56,1.90,2.39,0.00,25.17,23.29,37.72,2.28,4.94,1.85,0.00,1.05,158.58,3.50,57.81,76.69,2024-04-06 11:00:00
12~13,11.87,59.15,8.33,31.51,0.10,0.02,---,2.27,1.55,106.89,5.10,25.32,76.47,1.98,2.16,0.00,23.00,26.72,37.44,2.28,5.12,2.00,0.00,1.49,158.60,3.13,58.01,76.87,2024-04-06 12:00:00
13~14,12.13,61.91,8.60,30.88,0.11,0.03,---,2.48,1.55,101.45,4.53,25.11,71.81,1.03,2.41,0.00,22.44,30.60,64.00,2.34,5.00,1.90,0.00,0.69,159.89,3.53,57.38,78.07,2024-04-06 13:00:00
14~15,10.93,61.53,8.64,30.85,0.10,0.05,---,2.35,1.55,102.91,5.56,25.38,71.97,1.08,2.26,0.03,24.38,26.98,57.93,2.47,4.75,1.78,0.00,0.86,154.11,3.51,57.28,73.06,2024-04-06 14:00:00
15~16,12.13,62.94,8.50,30.77,0.12,0.04,---,2.33,1.50,106.24,8.32,24.54,73.38,1.26,2.42,0.17,31.74,26.78,28.82,2.66,4.50,1.69,0.00,0.81,156.75,3.77,57.71,74.68,2024-04-06 15:00:00
16~17,9.06,64.75,8.66,31.04,0.11,0.04,---,2.39,1.65,109.94,8.44,26.87,74.63,1.23,2.92,0.17,29.21,24.39,29.34,2.65,4.31,1.75,0.14,0.85,154.12,3.51,57.49,72.95,2024-04-06 16:00:00
17~18,10.81,65.62,8.29,30.15,0.16,0.04,---,2.27,1.96,103.04,5.96,25.03,72.05,1.24,2.51,0.17,27.27,25.95,34.78,2.63,4.19,1.60,4.40,0.90,153.04,3.09,57.26,71.87,2024-04-06 17:00:00
18~19,11.07,65.28,8.17,29.65,0.37,0.10,---,3.16,1.58,100.72,5.29,24.57,70.86,1.39,2.23,0.17,36.07,26.33,61.91,2.50,3.94,1.62,4.45,0.74,151.51,3.62,56.47,71.00,2024-04-06 18:00:00
19~20,10.81,62.22,8.65,28.49,0.37,0.10,---,3.18,1.58,98.81,5.43,24.58,68.80,1.54,2.17,0.16,33.60,28.76,47.52,2.56,3.69,1.47,4.41,1.13,151.24,3.35,56.59,71.25,2024-04-06 19:00:00
20~21,13.37,60.97,7.28,29.01,0.38,0.10,---,3.19,1.58,95.10,5.06,24.44,65.60,1.44,2.23,0.17,35.56,31.10,39.29,2.53,3.37,1.66,4.41,0.99,151.88,3.31,57.18,71.12,2024-04-06 20:00:00
21~22,14.44,61.34,5.90,28.56,0.37,0.11,---,3.39,1.56,93.12,5.44,22.79,64.89,1.31,2.14,0.17,40.23,34.74,70.47,2.57,3.44,1.50,4.39,1.22,148.10,3.37,56.16,68.57,2024-04-06 21:00:00
22~23,15.69,59.56,6.09,28.10,0.38,0.10,---,3.01,1.57,91.66,5.25,22.28,64.13,1.10,2.30,0.17,45.36,38.98,117.47,2.43,3.37,1.65,4.38,0.90,146.76,2.94,56.28,67.43,2024-04-06 22:00:00
23~24,17.12,56.26,6.03,27.63,0.37,0.11,---,2.85,1.58,90.41,3.75,21.81,64.85,1.49,2.21,0.16,45.50,39.55,58.25,2.38,3.44,1.50,4.39,1.01,147.86,3.28,56.08,67.94,2024-04-06 23:00:00
0~1,12.75,55.81,6.09,27.13,0.38,0.12,---,2.51,1.61,89.40,3.53,22.32,63.55,1.03,2.21,0.17,38.50,29.65,38.16,2.37,3.44,1.59,4.39,0.94,146.99,3.25,55.67,68.01,2024-04-07 00:00:00
1~2,10.94,55.69,6.17,27.29,0.37,0.11,---,1.91,1.59,87.11,3.07,21.21,62.83,1.00,2.05,0.17,32.17,28.43,103.33,2.41,3.50,1.44,4.40,0.92,146.73,3.41,55.68,67.11,2024-04-07 01:00:00
2~3,9.31,54.12,6.07,26.98,0.38,0.12,---,1.89,1.60,88.05,3.09,22.23,62.73,0.98,2.20,0.16,27.89,23.95,96.79,2.41,3.44,1.60,4.39,0.91,145.57,3.35,55.33,67.07,2024-04-07 02:00:00
3~4,7.32,54.90,6.16,26.87,0.38,0.13,---,1.97,1.56,87.28,3.09,21.58,62.61,0.93,2.03,0.17,25.42,22.19,33.00,2.37,3.50,1.53,4.40,0.75,146.85,3.02,55.81,67.50,2024-04-07 03:00:00
4~5,6.81,53.07,5.99,26.79,0.37,0.08,---,1.90,1.60,88.23,3.12,22.10,63.01,0.85,2.15,0.16,23.85,21.12,24.50,2.38,3.50,1.65,4.40,1.09,145.93,3.00,55.97,67.06,2024-04-07 04:00:00
5~6,6.87,54.72,6.04,26.87,0.35,0.12,---,1.88,1.58,88.55,3.07,21.41,64.07,1.41,2.32,0.17,22.27,19.83,24.13,2.40,3.56,1.50,4.41,1.31,146.74,3.75,55.67,67.26,2024-04-07 05:00:00
6~7,6.57,53.91,6.08,26.96,0.12,0.04,---,1.59,0.95,89.15,2.97,21.84,64.34,1.22,2.24,0.16,19.93,19.05,52.21,2.41,4.25,1.60,2.32,0.95,146.17,3.29,55.22,67.43,2024-04-07 06:00:00
7~8,9.93,54.58,7.14,26.65,0.11,0.06,---,1.74,0.62,89.68,2.91,21.88,64.89,1.44,2.16,0.14,19.59,17.88,43.81,2.31,4.25,1.56,0.00,0.93,146.09,3.28,55.52,67.43,2024-04-07 07:00:00
8~9,6.25,54.57,7.19,27.56,0.11,0.06,---,1.61,1.55,90.36,2.87,21.78,65.71,1.20,1.96,0.00,22.40,18.33,25.97,2.47,4.25,1.88,0.00,0.84,148.69,3.90,56.11,68.57,2024-04-07 08:00:00
9~10,7.00,55.03,7.02,28.65,0.10,0.04,---,1.64,1.49,93.46,3.12,22.62,67.72,1.09,2.20,0.00,23.38,19.96,29.22,2.53,4.25,1.72,0.00,0.86,147.80,3.25,56.19,68.38,2024-04-07 09:00:00
10~11,7.75,55.38,7.90,29.42,0.11,0.03,---,1.59,1.53,95.76,3.85,22.06,69.85,1.08,2.00,0.00,24.65,21.57,32.38,2.50,4.87,2.05,0.00,0.67,149.62,3.56,56.57,69.50,2024-04-07 10:00:00
11~12,8.07,64.09,7.69,30.57,0.11,0.03,---,1.61,1.56,96.91,3.78,21.91,71.22,1.10,2.22,0.00,28.50,22.22,39.12,2.50,5.20,2.04,0.00,0.93,152.88,3.63,57.65,70.87,2024-04-07 11:00:00
12~13,10.25,64.50,7.82,31.08,0.11,0.03,---,1.83,1.51,97.92,3.62,22.66,71.64,1.09,2.28,0.00,27.61,26.48,42.01,2.50,5.19,2.22,0.00,0.84,153.75,3.00,58.23,72.07,2024-04-07 12:00:00
13~14,9.06,66.25,7.61,31.01,0.11,0.02,---,3.21,1.55,100.14,4.07,25.78,70.29,1.12,2.32,0.00,30.33,22.78,58.96,2.53,5.20,2.12,0.00,1.48,160.37,4.15,58.39,76.05,2024-04-07 13:00:00
14~15,10.75,67.81,7.17,31.42,0.11,0.02,---,2.64,1.54,111.15,9.25,27.08,74.82,1.36,2.23,0.00,28.93,28.54,68.10,2.75,5.18,2.15,0.00,0.80,163.17,4.60,57.99,78.13,2024-04-07 14:00:00
15~16,9.06,68.60,6.69,31.26,0.11,0.03,---,2.92,1.51,113.91,11.53,27.69,74.69,0.97,2.89,0.00,33.25,34.72,41.97,2.63,5.00,1.85,0.00,0.86,163.58,4.28,58.16,79.00,2024-04-07 15:00:00
16~17,9.25,69.31,6.11,30.67,0.11,0.04,---,3.10,1.66,114.79,11.15,25.90,77.74,1.03,3.42,0.00,35.05,27.86,42.59,2.72,4.94,1.78,0.11,1.06,160.47,3.82,57.81,77.06,2024-04-07 16:00:00
17~18,12.06,69.66,5.73,30.51,0.16,0.03,---,3.11,1.92,114.26,12.13,25.57,76.56,1.30,3.30,0.17,33.51,25.15,40.19,2.46,4.63,1.66,4.22,0.72,156.96,3.22,57.10,74.69,2024-04-07 17:00:00
18~19,17.07,63.99,5.41,29.95,0.37,0.09,---,3.80,1.58,115.19,14.38,24.97,75.84,1.15,3.38,0.17,34.71,28.58,69.49,2.54,4.00,1.63,4.45,0.94,154.43,3.53,56.88,72.19,2024-04-07 18:00:00
19~20,19.18,64.25,5.51,30.61,0.37,0.07,---,4.20,1.59,112.32,12.96,24.54,74.82,1.18,3.34,0.16,37.59,31.62,64.75,2.56,3.62,1.59,4.42,0.70,155.44,3.52,57.14,72.56,2024-04-07 19:00:00
20~21,17.57,64.10,5.66,30.08,0.37,0.10,---,3.36,1.58,105.77,12.76,23.38,69.63,1.12,3.25,0.17,38.72,37.26,131.85,2.56,3.31,1.52,4.41,1.14,152.78,3.04,57.30,70.00,2024-04-07 20:00:00
21~22,15.00,62.90,5.72,30.03,0.37,0.10,---,2.83,1.55,102.25,11.87,22.24,68.14,1.36,2.44,0.17,47.66,42.31,104.06,2.44,3.44,1.57,4.40,0.93,150.66,3.72,56.76,68.94,2024-04-07 21:00:00
22~23,20.93,61.51,5.79,28.85,0.37,0.10,---,2.72,1.57,99.41,10.74,21.26,67.41,1.05,2.38,0.17,44.08,46.89,136.41,2.50,3.38,1.53,4.39,1.26,150.54,3.55,56.30,69.31,2024-04-07 22:00:00
23~24,19.00,59.84,5.53,28.33,0.37,0.10,---,2.61,1.58,99.10,10.63,21.40,67.07,1.05,2.07,0.16,45.68,40.04,70.84,2.50,3.37,1.53,4.39,0.89,148.48,3.26,55.56,68.50,2024-04-07 23:00:00
0~1,13.19,59.06,5.70,28.22,0.37,0.10,---,3.75,1.58,95.91,7.97,22.09,65.85,1.06,2.16,0.17,45.68,38.73,128.44,2.50,3.44,1.56,4.38,0.95,147.04,3.12,55.52,68.00,2024-04-08 00:00:00
1~2,14.06,57.69,6.20,27.53,0.37,0.10,---,2.17,1.58,95.06,6.56,21.31,67.19,1.03,2.14,0.17,39.15,32.13,77.63,2.53,3.37,1.60,4.39,1.01,144.17,3.25,54.90,65.75,2024-04-08 01:00:00
2~3,12.07,58.38,5.48,27.46,0.38,0.12,---,1.97,1.58,91.11,4.84,21.03,65.24,1.16,2.22,0.17,30.79,26.44,29.69,2.50,3.44,1.53,4.38,0.94,141.80,3.29,55.06,63.00,2024-04-08 02:00:00
3~4,7.68,57.21,5.63,26.97,0.37,0.11,---,1.91,1.57,88.59,3.10,21.16,64.33,1.08,2.11,0.16,27.05,24.74,26.11,2.50,3.50,1.66,4.38,0.70,141.77,3.11,55.64,62.81,2024-04-08 03:00:00
4~5,7.82,57.44,5.79,27.08,0.37,0.11,---,1.82,1.56,88.85,2.88,21.32,64.65,1.06,2.25,0.17,23.69,28.53,25.50,2.56,3.44,1.59,4.37,1.19,141.52,3.32,55.49,62.62,2024-04-08 04:00:00
