,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,12.38,71.25,8.75,37.83,0.41,0.10,12.15,2.66,1.65,76.11,1.75,18.53,55.83,1.20,2.74,0.00,73.16,41.03,74.77,3.85,2.75,6.09,4.41,1.04,226.90,7.74,83.99,104.73,2024-08-09 00:00:00
1,1~2,9.56,69.18,9.08,36.45,0.41,0.10,11.92,2.02,1.72,71.93,1.71,18.92,51.30,1.44,2.72,0.00,69.09,42.66,56.35,3.84,2.69,5.94,4.22,1.56,227.03,8.00,83.89,104.63,2024-08-09 01:00:00
2,2~3,9.00,68.69,8.50,35.86,0.42,0.10,12.51,1.87,1.69,69.53,1.60,18.45,49.48,3.83,2.62,0.00,61.39,35.86,51.49,3.84,2.62,5.54,4.17,1.03,224.68,8.00,83.59,102.60,2024-08-09 02:00:00
3,3~4,12.56,64.00,8.47,35.53,0.42,0.04,12.36,2.20,1.66,68.50,1.53,17.75,49.22,3.46,2.39,0.00,54.28,33.16,50.33,3.28,2.63,5.93,4.17,0.79,221.41,7.82,83.75,100.31,2024-08-09 03:00:00
4,4~5,8.94,63.81,8.53,35.30,0.42,0.00,12.83,2.42,1.69,67.60,1.53,17.56,48.51,3.03,2.53,0.00,51.81,31.95,49.68,3.19,2.62,6.31,4.30,0.94,219.96,7.96,83.52,99.13,2024-08-09 04:00:00
5,5~6,7.69,62.26,8.18,35.95,0.32,0.00,13.14,2.73,1.65,67.15,1.44,17.13,48.58,3.07,2.46,0.00,49.99,31.57,43.47,3.25,2.82,5.79,1.62,1.02,221.99,7.19,83.51,101.79,2024-08-09 05:00:00
6,6~7,8.18,62.74,8.77,39.14,0.16,0.04,14.89,2.30,0.72,68.92,1.47,17.43,50.02,3.50,2.46,0.00,48.60,29.72,47.06,3.25,3.75,5.27,0.00,11.15,224.73,7.25,83.76,103.58,2024-08-09 06:00:00
7,7~8,9.63,71.12,8.90,46.07,0.15,0.06,33.69,2.44,0.65,74.00,1.47,19.82,52.71,3.47,2.61,0.00,48.91,26.96,46.94,3.35,3.87,5.60,0.00,12.89,234.57,9.81,86.37,104.95,2024-08-09 07:00:00
8,8~9,11.37,80.51,9.79,56.87,0.17,0.06,79.74,2.38,0.73,96.02,2.84,28.47,64.71,1.61,3.28,0.00,47.29,26.21,52.96,3.96,4.82,6.53,0.00,3.66,257.20,21.94,90.34,109.97,2024-08-09 08:00:00
9,9~10,13.57,103.43,13.65,65.80,0.17,0.61,93.17,4.33,0.70,101.19,3.12,27.78,70.29,1.17,4.08,0.00,46.35,26.02,48.35,4.38,6.07,7.91,0.00,4.24,288.21,27.91,102.88,115.03,2024-08-09 09:00:00
10,10~11,14.37,116.13,17.92,76.65,0.18,0.11,101.38,14.31,0.65,104.81,5.57,31.25,67.99,1.23,4.49,0.00,41.81,24.82,45.50,4.59,6.81,10.59,0.00,13.01,305.77,30.31,106.92,125.78,2024-08-09 10:00:00
