,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,16.57,78.65,9.36,35.82,0.41,0.10,9.66,4.40,1.69,103.91,19.78,19.32,64.81,2.98,3.88,0.16,74.52,64.11,72.75,3.65,2.75,4.79,4.27,1.20,235.38,8.07,87.83,113.16,2024-06-16 00:00:00
1,1~2,11.81,74.72,9.65,34.76,0.39,0.11,9.25,5.25,1.63,103.45,19.35,19.64,64.46,1.85,4.00,0.17,76.93,49.31,127.90,3.66,2.76,4.34,4.27,0.71,234.91,7.94,87.82,113.40,2024-06-16 01:00:00
2,2~3,9.87,72.07,9.31,34.80,0.40,0.10,9.53,4.97,1.70,97.95,14.03,18.94,64.98,1.32,4.04,0.16,71.01,42.88,101.60,3.66,2.81,4.03,4.28,1.39,233.90,7.09,87.14,114.11,2024-06-16 02:00:00
3,3~4,9.94,69.99,9.47,33.57,0.40,0.11,9.58,4.86,1.67,93.63,9.82,19.19,64.62,1.28,4.50,0.17,63.00,38.25,57.18,3.43,2.82,4.38,4.28,0.81,233.67,7.72,86.58,113.84,2024-06-16 03:00:00
4,4~5,9.00,68.66,9.61,33.91,0.40,0.11,10.43,4.94,1.65,93.59,11.06,18.59,63.94,1.25,3.70,0.17,58.68,37.00,48.79,2.91,2.76,4.34,4.28,0.98,232.22,7.47,86.35,112.87,2024-06-16 04:00:00
5,5~6,9.88,67.12,9.41,33.64,0.21,0.07,9.80,4.89,1.54,93.54,10.28,18.73,64.53,1.10,4.27,0.16,55.17,34.46,46.65,2.97,2.75,4.07,2.12,0.97,231.84,7.49,86.54,112.59,2024-06-16 05:00:00
6,6~7,6.93,65.47,9.37,33.36,0.13,0.06,12.66,4.09,0.76,86.21,9.00,17.62,59.59,1.94,4.35,0.17,53.62,33.44,48.13,3.00,3.31,4.62,0.00,0.75,234.07,7.20,86.83,114.44,2024-06-16 06:00:00
7,7~8,6.63,67.73,10.21,34.37,0.13,0.06,14.45,3.80,0.63,77.94,7.18,16.97,53.79,1.39,3.66,0.04,53.71,31.98,44.03,3.00,3.63,4.75,0.00,0.91,237.66,7.56,86.78,117.68,2024-06-16 07:00:00
8,8~9,7.56,70.68,12.56,35.86,0.13,0.05,59.07,4.62,1.63,79.00,7.26,17.37,54.37,1.14,4.68,0.00,56.17,34.39,53.06,3.44,3.82,6.31,0.00,0.74,244.20,7.81,87.82,122.78,2024-06-16 08:00:00
9,9~10,7.56,75.50,13.31,37.25,0.13,0.02,75.95,4.36,1.64,101.34,9.47,21.53,70.34,1.27,4.04,0.00,51.15,35.73,57.19,3.56,4.18,9.85,0.00,1.15,252.54,8.03,89.99,127.98,2024-06-16 09:00:00
10,10~11,11.50,75.94,12.63,41.21,0.13,0.03,81.45,3.68,1.60,122.61,17.87,21.19,83.55,1.08,4.56,0.00,49.08,34.77,58.87,3.53,3.76,10.06,0.00,0.80,255.20,7.40,90.63,130.44,2024-06-16 10:00:00
11,11~12,9.32,86.56,12.40,43.29,0.13,0.03,87.25,3.75,1.61,133.77,22.75,23.53,87.49,1.10,3.98,0.00,50.53,34.66,58.26,3.63,3.69,11.41,0.00,0.87,256.36,8.44,91.43,128.99,2024-06-16 11:00:00
12,12~13,11.25,95.06,12.84,45.26,0.14,0.03,79.82,3.68,1.66,133.74,23.90,23.04,86.80,1.40,4.76,0.00,46.34,33.03,59.46,3.71,3.75,9.46,0.00,0.84,259.15,8.28,91.63,131.41,2024-06-16 12:00:00
13,13~14,10.81,95.16,13.08,49.20,0.13,0.03,79.89,4.79,1.60,143.63,28.94,24.40,90.29,1.38,4.64,0.00,43.64,35.98,64.28,3.72,3.69,11.69,0.00,1.26,261.91,8.16,91.86,134.46,2024-06-16 13:00:00
14,14~15,9.19,99.78,13.60,50.60,0.13,0.05,82.56,5.94,1.58,141.93,30.10,23.35,88.48,1.04,4.27,0.05,37.75,36.50,96.00,3.82,3.75,11.82,0.17,0.96,263.45,8.59,91.18,136.20,2024-06-16 14:00:00
15,15~16,10.00,92.82,13.77,47.40,0.14,0.05,62.51,8.68,1.65,139.37,31.21,22.49,85.67,1.22,4.10,0.17,41.26,34.31,43.19,3.34,3.70,10.94,0.56,0.91,246.92,7.79,87.94,124.58,2024-06-16 15:00:00
16,16~17,9.62,81.56,12.72,44.48,0.13,0.05,44.87,7.07,1.70,134.31,26.42,25.78,82.11,0.99,3.57,0.16,36.90,35.72,41.62,3.34,3.45,8.37,0.58,0.95,237.68,8.12,85.49,118.54,2024-06-16 16:00:00
17,17~18,10.06,83.58,11.78,42.83,0.14,0.08,41.20,5.80,1.61,131.08,25.90,25.40,79.78,1.15,3.38,0.16,37.10,30.22,40.79,3.25,3.53,6.75,0.64,0.77,234.69,8.38,85.88,114.27,2024-06-16 17:00:00
18,18~19,11.82,80.38,12.11,40.66,0.34,0.10,21.23,6.27,1.68,125.48,25.13,24.25,76.10,1.32,3.63,0.17,41.37,32.68,51.18,3.35,3.41,5.37,4.42,0.99,235.38,7.40,86.56,117.34,2024-06-16 18:00:00
19,19~20,11.75,77.44,13.44,40.64,0.45,0.12,18.73,8.27,1.67,115.94,24.24,22.54,69.16,3.27,3.94,0.16,38.86,36.58,72.13,3.18,3.21,4.47,4.37,0.83,234.92,7.37,86.33,115.89,2024-06-16 19:00:00
20,20~21,15.56,75.22,12.87,39.64,0.46,0.08,18.67,8.39,1.67,100.14,20.94,19.87,59.33,3.24,3.51,0.17,42.71,38.49,55.75,3.07,2.84,4.31,4.34,1.10,234.76,7.50,87.22,115.62,2024-06-16 20:00:00
21,21~22,19.19,76.75,11.53,37.55,0.46,0.11,18.36,8.45,1.70,95.88,16.78,19.48,59.62,2.82,3.11,0.17,46.86,42.12,67.84,3.25,2.70,4.03,4.31,0.75,233.63,8.88,87.61,112.14,2024-06-16 21:00:00
22,22~23,14.25,76.25,9.98,36.17,0.46,0.10,13.66,8.47,1.64,88.96,13.62,18.10,57.24,3.20,2.84,0.16,53.56,52.08,124.34,3.22,2.58,4.25,4.29,0.84,227.26,7.35,86.21,109.08,2024-06-16 22:00:00
23,23~24,12.37,73.59,9.15,35.00,0.46,0.10,11.69,6.43,1.63,86.31,10.91,18.07,57.33,2.97,3.30,0.17,66.64,51.38,119.67,3.18,2.63,4.28,4.27,0.76,225.13,7.06,84.90,108.30,2024-06-16 23:00:00
