,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,19.25,68.56,7.88,35.36,0.46,0.01,10.17,2.39,1.63,94.76,3.60,19.65,71.51,1.17,1.85,0.00,83.41,60.21,80.09,3.10,2.26,5.34,4.53,0.93,202.76,6.84,70.18,95.37,2024-09-30 00:00:00
1,1~2,14.62,69.50,7.77,35.14,0.46,0.01,9.86,2.39,1.63,93.13,3.49,18.63,71.01,1.17,1.96,0.00,77.86,48.20,69.73,3.09,2.31,5.48,4.51,1.57,203.50,6.47,70.84,95.11,2024-09-30 01:00:00
2,2~3,11.38,68.81,7.89,34.44,0.47,0.01,10.20,2.55,1.59,89.92,3.59,17.75,68.58,3.35,2.00,0.00,68.61,48.15,57.34,3.16,2.34,5.40,4.50,0.67,206.09,7.10,71.85,95.81,2024-09-30 02:00:00
3,3~4,9.50,67.82,7.65,34.47,0.47,0.02,10.16,2.53,1.66,88.87,3.60,17.56,67.71,3.25,2.01,0.00,61.20,42.85,49.09,3.12,2.38,5.44,4.51,0.99,204.10,7.08,70.88,95.64,2024-09-30 03:00:00
4,4~5,9.37,67.87,7.96,33.95,0.47,0.00,11.15,2.47,1.63,88.97,3.62,17.76,67.59,2.94,2.09,0.00,55.59,35.66,50.32,3.16,2.32,6.09,4.49,0.95,204.13,6.82,71.23,95.53,2024-09-30 04:00:00
5,5~6,9.75,68.19,7.93,34.20,0.46,0.05,12.12,2.45,1.59,88.70,3.57,17.40,67.73,2.97,2.07,0.00,52.93,34.65,75.59,3.22,2.94,5.88,4.07,1.01,206.30,6.84,71.99,96.16,2024-09-30 05:00:00
6,6~7,9.44,68.69,7.99,35.54,0.20,0.05,15.30,2.13,0.75,89.65,3.34,17.24,69.07,2.92,2.10,0.00,52.74,33.31,60.90,3.22,3.63,5.66,0.00,2.40,206.33,6.38,71.24,97.42,2024-09-30 06:00:00
7,7~8,9.38,67.50,8.29,43.93,0.20,0.07,20.60,1.97,0.66,91.41,3.47,19.76,68.18,2.72,1.82,0.00,47.45,30.74,45.44,3.15,3.63,7.21,0.00,7.10,210.33,8.49,70.21,97.71,2024-09-30 07:00:00
8,8~9,9.43,73.38,8.69,52.35,0.20,0.10,42.25,4.68,1.61,102.85,4.84,26.34,71.67,1.12,1.75,0.00,47.74,32.14,47.88,3.10,3.64,7.69,0.00,7.69,212.57,10.63,70.59,97.98,2024-09-30 08:00:00
9,9~10,9.69,92.18,10.51,67.53,0.21,0.05,64.28,6.97,1.63,120.73,10.38,31.88,78.47,1.00,2.21,0.00,48.59,36.11,49.15,3.37,3.82,11.28,0.00,13.22,270.01,48.25,79.47,102.89,2024-09-30 09:00:00
10,10~11,11.50,108.32,15.01,69.28,0.21,0.05,63.33,7.42,1.64,137.34,11.46,38.94,86.94,0.94,2.39,0.00,48.74,31.63,57.60,3.66,5.31,12.79,0.00,16.44,295.47,53.31,84.82,111.95,2024-09-30 10:00:00
