,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,14.50,68.38,5.51,33.81,0.43,0.10,11.15,5.06,2.25,109.31,14.47,27.52,67.32,1.04,0.08,0.16,59.59,57.85,144.80,1.56,3.12,4.94,4.54,0.76,214.37,9.82,83.17,93.44,2023-06-13 00:00:00
1,1~2,12.63,66.63,5.45,32.75,0.43,0.12,11.20,4.51,2.25,104.19,12.66,26.78,64.75,1.09,0.06,0.17,62.83,48.65,79.68,1.54,3.11,5.03,4.55,1.13,215.15,10.94,82.76,93.82,2023-06-13 01:00:00
2,2~3,14.25,65.30,5.24,32.06,0.43,0.12,11.35,3.88,2.26,103.53,12.85,25.96,64.72,1.16,0.07,0.16,50.68,44.03,51.53,1.53,3.16,4.44,4.56,0.69,212.06,10.28,82.29,91.43,2023-06-13 02:00:00
3,3~4,8.56,64.77,5.38,31.06,0.44,0.10,13.44,3.48,2.22,99.52,10.31,25.96,63.25,1.09,0.08,0.17,43.75,35.69,44.49,1.40,3.14,4.07,4.53,0.96,211.85,9.90,81.99,92.32,2023-06-13 03:00:00
4,4~5,8.25,65.10,5.12,31.25,0.43,0.03,12.63,3.19,2.21,99.55,9.21,26.72,63.62,1.06,0.07,0.17,37.85,31.56,39.36,1.38,3.15,4.28,4.55,0.86,209.54,11.04,82.01,88.15,2023-06-13 04:00:00
5,5~6,6.87,64.72,5.58,30.88,0.25,0.02,12.59,3.30,1.25,97.51,8.66,25.66,63.19,0.91,0.07,0.16,34.69,30.34,36.46,1.44,3.18,4.21,2.75,1.18,207.10,9.59,81.95,88.07,2023-06-13 05:00:00
6,6~7,7.44,65.29,7.54,31.81,0.17,0.02,11.93,3.07,0.90,102.42,8.38,25.94,68.10,1.04,0.07,0.06,34.25,28.35,59.19,1.40,3.86,4.03,0.00,2.20,212.87,10.66,82.32,91.12,2023-06-13 06:00:00
7,7~8,10.00,70.44,7.25,35.50,0.17,0.07,17.17,3.06,0.66,106.56,8.81,27.10,70.65,1.20,0.07,0.00,34.92,31.09,52.68,1.25,4.50,4.19,0.00,5.63,226.03,11.65,84.91,98.79,2023-06-13 07:00:00
8,8~9,10.50,77.14,6.18,44.19,0.16,0.05,36.43,4.79,0.71,118.05,10.65,31.40,76.00,1.07,0.07,0.00,35.93,28.63,39.78,1.28,4.52,5.40,0.00,2.54,237.88,13.04,86.96,106.49,2023-06-13 08:00:00
9,9~10,9.13,98.49,7.01,49.62,0.18,0.05,49.94,6.28,0.75,134.62,14.01,40.23,80.38,1.11,0.07,0.00,41.80,34.99,41.67,1.41,5.40,8.07,0.00,3.28,270.95,26.84,93.98,114.88,2023-06-13 09:00:00
