,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,13.57,92.63,10.06,35.25,0.09,0.09,12.01,4.74,2.05,104.30,2.59,25.84,75.87,1.30,2.02,0.17,80.61,68.21,86.81,1.59,3.45,6.26,4.71,0.79,224.47,8.47,67.63,114.73,2023-07-18 00:00:00
1,1~2,10.06,90.03,10.64,34.94,0.10,0.09,11.76,2.49,2.06,102.65,2.84,24.80,75.01,1.37,1.93,0.16,71.01,62.42,78.62,1.57,3.42,6.56,4.70,0.86,222.93,8.87,68.16,112.15,2023-07-18 01:00:00
2,2~3,9.06,89.23,9.88,34.63,0.09,0.11,11.77,2.51,2.06,100.35,2.75,25.17,72.43,1.19,1.95,0.17,68.52,54.80,74.78,1.53,3.43,6.28,4.69,1.17,217.44,9.04,67.14,108.12,2023-07-18 02:00:00
3,3~4,7.75,88.42,9.95,34.75,0.09,0.07,12.81,2.31,2.05,98.26,2.53,25.42,70.31,1.19,1.76,0.16,60.09,51.29,77.99,1.59,3.44,6.41,4.69,0.96,219.05,9.10,67.35,110.01,2023-07-18 03:00:00
4,4~5,7.56,86.33,10.41,34.18,0.10,0.02,13.39,2.36,2.07,97.61,2.50,24.88,70.23,1.21,1.80,0.17,54.96,47.67,81.73,1.63,3.46,6.25,4.70,0.75,214.27,8.74,67.02,106.25,2023-07-18 04:00:00
5,5~6,6.82,84.99,10.53,33.82,0.08,0.01,13.09,2.38,1.40,99.72,2.53,24.97,72.22,1.08,1.80,0.17,50.09,44.34,64.10,1.59,3.52,5.90,3.14,1.40,215.25,8.59,66.39,107.94,2023-07-18 05:00:00
6,6~7,7.37,88.69,10.67,34.68,0.10,0.00,12.34,1.94,0.92,101.05,2.34,25.71,73.00,1.31,1.80,0.11,49.11,42.40,59.67,1.41,3.88,6.00,0.00,10.18,221.16,8.82,67.02,111.87,2023-07-18 06:00:00
7,7~8,8.38,92.23,11.02,40.94,0.10,0.04,31.52,1.80,0.69,105.38,2.57,26.59,76.22,1.23,2.05,0.00,50.19,41.31,59.89,1.47,4.68,7.69,0.00,15.94,229.23,9.59,69.78,115.37,2023-07-18 07:00:00
8,8~9,11.56,109.74,12.19,50.44,0.89,0.17,58.23,1.83,0.71,120.57,3.56,31.40,85.61,1.43,2.50,0.00,48.17,39.32,65.01,1.46,5.47,10.41,0.00,3.68,257.22,24.84,77.73,118.63,2023-07-18 08:00:00
9,9~10,10.94,135.74,13.31,56.19,1.78,0.88,65.89,1.89,0.71,136.94,4.22,41.31,91.41,1.11,3.72,0.00,43.53,37.49,77.31,2.47,5.64,13.09,0.00,3.58,288.16,32.16,84.32,126.15,2023-07-18 09:00:00
10,10~11,12.25,151.90,15.45,62.37,1.76,1.60,65.35,7.34,0.70,146.86,4.88,45.36,96.62,1.46,3.83,0.00,38.78,32.66,46.87,2.60,6.04,12.72,0.00,10.01,303.06,32.63,86.80,137.94,2023-07-18 10:00:00
11,11~12,12.68,156.57,17.67,64.69,1.03,1.77,74.89,10.76,0.72,160.79,4.09,49.16,107.54,3.91,4.03,0.00,39.01,30.61,50.40,2.59,5.66,13.43,0.00,18.16,316.84,32.68,88.76,148.54,2023-07-18 11:00:00
12,12~13,16.63,154.20,17.98,64.19,3.07,1.87,76.53,11.07,0.68,156.34,4.53,47.43,104.38,4.18,3.89,0.00,42.04,30.90,45.35,2.63,5.42,12.63,0.00,15.52,318.66,32.34,89.84,153.16,2023-07-18 12:00:00
13,13~14,11.00,151.69,16.46,66.06,3.32,1.96,74.53,12.31,0.68,156.37,4.84,50.69,100.84,4.32,3.48,0.00,36.44,29.89,44.79,2.62,5.10,12.78,0.00,4.82,321.58,32.01,92.07,155.27,2023-07-18 13:00:00
14,14~15,9.81,148.23,16.15,66.56,3.12,1.58,90.95,12.05,0.73,150.17,6.13,46.57,97.47,3.77,3.93,0.17,30.01,29.80,65.68,2.34,5.34,13.41,0.00,3.93,314.34,31.87,90.27,151.44,2023-07-18 14:00:00
15,15~16,9.13,142.22,17.66,63.63,2.89,1.52,146.53,14.19,0.70,149.74,6.12,43.87,99.75,3.46,3.57,0.16,32.52,29.86,38.27,2.07,5.43,13.03,0.00,11.86,301.06,26.03,88.48,147.68,2023-07-18 15:00:00
16,16~17,8.68,145.78,16.39,60.93,0.40,1.61,47.78,15.28,0.81,147.15,4.78,42.81,99.56,2.91,3.24,0.17,32.29,29.97,38.04,2.28,4.31,12.53,0.00,13.85,306.89,19.44,89.08,157.60,2023-07-18 16:00:00
17,17~18,8.00,142.85,17.09,54.07,0.13,0.10,42.00,14.78,1.29,144.01,4.32,42.91,96.78,1.44,3.27,0.17,34.49,28.44,56.89,2.53,4.01,9.78,0.13,1.32,284.82,11.19,86.36,151.03,2023-07-18 17:00:00
18,18~19,9.25,132.36,15.64,49.62,0.12,0.08,40.79,14.68,1.69,135.00,3.59,38.44,92.97,1.27,1.76,0.16,37.77,34.98,122.14,2.53,3.89,7.75,4.41,1.13,264.15,11.72,77.99,140.97,2023-07-18 18:00:00
19,19~20,10.50,125.49,12.81,46.25,0.13,0.10,40.23,7.87,2.14,126.64,4.57,34.50,87.57,1.31,1.72,0.17,40.16,39.47,67.00,2.28,3.58,7.31,4.75,1.08,256.86,11.81,75.66,139.41,2023-07-18 19:00:00
20,20~21,12.88,109.63,9.92,45.94,0.12,0.10,34.78,7.43,2.09,118.86,4.56,33.09,81.21,1.30,1.86,0.16,52.38,44.05,57.07,2.00,3.49,6.91,4.72,0.84,258.01,11.75,75.56,141.16,2023-07-18 20:00:00
21,21~22,13.12,96.13,10.09,42.56,0.11,0.10,30.55,6.74,2.15,110.37,4.25,28.84,77.28,1.33,1.60,0.17,52.90,49.61,61.12,2.00,3.58,6.53,4.71,0.89,254.06,9.78,74.19,140.99,2023-07-18 21:00:00
22,22~23,14.69,91.72,9.22,38.38,0.11,0.10,12.15,6.56,2.11,105.06,4.22,26.02,74.82,1.25,1.74,0.17,64.19,57.18,70.70,2.10,3.55,6.19,4.71,1.39,247.09,8.87,74.63,133.82,2023-07-18 22:00:00
23,23~24,17.88,84.90,8.90,36.06,0.10,0.11,9.71,8.14,2.08,100.72,2.56,24.70,73.46,1.24,1.59,0.16,71.59,61.85,81.90,2.09,3.49,6.06,4.69,0.92,234.99,8.94,72.61,124.19,2023-07-18 23:00:00
