,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,18.81,69.50,9.76,33.28,0.50,0.11,12.06,1.69,1.66,97.28,3.47,19.50,74.31,0.92,2.53,0.00,88.00,56.61,87.57,2.94,2.57,5.21,4.90,1.09,196.42,8.17,69.94,87.75,2024-09-08 00:00:00
1,1~2,12.31,68.12,9.30,33.20,0.48,0.11,11.59,1.85,1.60,93.96,3.12,18.95,71.89,1.26,2.42,0.00,73.46,49.41,144.00,2.91,2.39,4.62,4.87,0.76,198.00,8.56,70.28,88.34,2024-09-08 01:00:00
2,2~3,9.88,67.19,9.25,33.05,0.49,0.12,11.68,1.76,1.68,89.63,3.04,19.06,67.53,4.03,2.44,0.00,65.25,43.93,56.94,2.90,2.33,4.69,4.87,1.01,196.99,8.34,69.97,88.58,2024-09-08 02:00:00
3,3~4,9.00,67.12,9.45,32.78,0.49,0.11,11.62,1.88,1.62,86.30,3.09,19.09,64.12,3.40,2.38,0.00,63.49,38.77,52.28,2.94,2.38,4.97,4.84,1.69,195.77,8.03,69.36,87.98,2024-09-08 03:00:00
4,4~5,9.62,66.88,9.80,32.77,0.49,0.08,11.99,1.76,1.61,85.24,2.93,18.66,63.65,3.09,2.42,0.00,60.62,37.75,51.75,2.94,2.39,5.26,4.84,0.83,196.20,7.75,69.72,88.47,2024-09-08 04:00:00
5,5~6,8.07,67.06,8.87,32.86,0.44,0.11,12.71,1.85,1.59,85.06,2.95,18.65,63.46,3.02,2.41,0.00,54.21,41.78,49.59,3.03,2.88,5.52,2.08,0.76,193.70,7.69,68.89,87.37,2024-09-08 05:00:00
6,6~7,7.68,68.38,9.29,32.98,0.21,0.08,15.53,1.53,0.69,85.49,2.81,18.37,64.31,3.00,2.35,0.00,53.17,33.90,49.69,3.06,2.95,5.69,0.00,0.97,197.71,8.78,70.03,88.43,2024-09-08 06:00:00
7,7~8,10.88,69.75,9.29,34.33,0.21,0.08,96.67,1.52,0.67,88.57,2.81,18.85,66.91,3.20,2.51,0.00,52.10,32.96,52.78,2.88,3.07,6.16,0.00,0.86,198.96,7.72,70.32,90.69,2024-09-08 07:00:00
8,8~9,9.81,74.56,9.73,37.08,0.20,0.07,128.36,1.64,1.69,95.80,3.13,21.45,71.22,1.31,2.81,0.00,55.64,35.67,64.10,2.87,3.95,8.22,0.00,0.74,205.98,9.25,72.49,92.93,2024-09-08 08:00:00
9,9~10,10.81,81.75,9.89,41.17,0.21,0.07,130.75,2.13,1.66,98.56,2.97,22.57,73.02,1.12,3.66,0.00,62.40,41.61,94.53,3.28,4.31,11.72,0.00,0.96,215.89,8.35,74.22,101.46,2024-09-08 09:00:00
