,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,9.25,48.40,4.45,28.00,0.36,0.11,9.37,2.63,2.98,---,2.87,---,63.63,1.16,0.08,0.00,35.25,26.31,48.37,1.25,2.85,3.03,---,---,---,3.31,73.57,75.81,2023-04-04 00:00:00
1,1~2,8.93,47.31,4.36,27.88,0.35,0.11,9.10,2.35,2.95,---,2.44,---,62.71,1.64,0.10,0.00,27.10,21.22,28.63,1.25,2.85,3.15,---,---,---,3.29,73.63,75.97,2023-04-04 01:00:00
2,2~3,7.00,48.19,4.48,28.00,0.36,0.12,9.14,2.19,2.92,---,2.50,---,62.67,1.37,0.10,0.00,25.93,20.07,27.63,1.28,2.88,3.16,---,---,---,3.15,73.50,73.47,2023-04-04 02:00:00
3,3~4,6.38,48.09,4.37,28.06,0.35,0.12,10.38,2.13,2.97,---,2.34,---,62.95,1.53,0.11,0.00,21.35,20.59,22.31,1.13,2.90,3.01,---,---,---,3.26,73.52,74.16,2023-04-04 03:00:00
4,4~5,5.94,48.81,4.68,28.12,0.36,0.12,11.18,2.15,2.94,---,2.56,---,62.95,1.61,0.10,0.00,19.91,17.09,53.41,1.18,2.85,2.99,---,---,---,3.69,73.87,73.21,2023-04-04 04:00:00
5,5~6,6.00,48.76,4.38,27.75,0.34,0.12,11.60,2.17,2.56,---,2.38,---,62.80,1.50,0.10,0.00,18.59,15.87,24.74,1.22,2.85,3.25,---,---,---,3.18,73.35,74.19,2023-04-04 05:00:00
6,6~7,4.75,48.47,5.73,28.57,0.10,0.06,9.88,1.87,1.69,---,2.44,---,64.27,1.16,0.07,0.00,16.75,14.67,18.55,1.07,3.54,3.03,---,---,---,3.29,73.85,75.81,2023-04-04 06:00:00
7,7~8,4.62,49.28,6.12,29.00,0.09,0.07,11.82,1.85,1.47,---,2.68,---,65.40,1.39,0.06,0.00,16.94,14.46,18.96,1.06,3.54,2.97,---,---,---,2.99,73.79,75.88,2023-04-04 07:00:00
8,8~9,4.75,50.44,5.72,29.12,0.09,0.06,12.70,1.91,2.37,---,2.76,---,65.74,1.22,0.07,0.00,17.00,14.25,47.48,1.03,3.89,3.78,---,---,---,3.23,74.71,77.31,2023-04-04 08:00:00
9,9~10,5.25,53.02,5.63,29.75,0.09,0.04,14.17,1.91,2.38,---,3.21,---,67.48,1.14,0.07,0.00,18.35,15.82,31.38,1.06,4.05,3.97,---,---,---,3.09,76.99,79.66,2023-04-04 09:00:00
10,10~11,9.88,54.94,5.79,31.25,0.09,0.04,16.18,1.89,2.37,---,4.51,---,68.06,1.13,0.07,0.00,21.87,17.43,23.42,1.25,4.10,4.07,---,---,---,3.22,78.32,81.28,2023-04-04 10:00:00
11,11~12,7.81,60.57,6.91,31.81,0.10,0.03,16.07,2.53,2.35,---,4.71,---,69.29,1.17,0.07,0.00,19.32,17.31,23.89,1.19,4.04,4.25,---,---,---,2.98,76.97,83.97,2023-04-04 11:00:00
12,12~13,11.44,60.78,8.17,31.69,0.09,0.03,15.57,2.08,2.37,---,4.16,---,76.40,1.15,0.08,0.00,20.43,19.73,48.09,1.09,4.05,4.12,---,---,---,3.77,78.83,86.75,2023-04-04 12:00:00
13,13~14,9.56,62.41,6.49,33.25,0.09,0.04,17.41,1.86,2.45,---,7.06,---,73.09,1.18,0.06,0.00,20.51,23.34,36.66,1.07,4.11,4.15,---,---,---,3.02,79.69,91.88,2023-04-04 13:00:00
14,14~15,9.81,66.12,5.72,33.88,0.09,0.01,16.17,2.27,2.37,---,5.72,---,78.25,1.48,0.08,0.00,22.68,24.87,30.47,1.12,4.07,3.75,---,---,---,3.12,79.34,94.11,2023-04-04 14:00:00
15,15~16,6.69,64.47,4.63,32.81,0.09,0.04,16.16,2.52,2.40,---,5.00,---,77.78,1.16,1.30,0.00,22.36,26.93,27.09,1.16,3.83,3.73,---,---,---,2.99,78.93,94.85,2023-04-04 15:00:00
16,16~17,7.31,63.22,4.60,32.50,0.10,0.04,16.27,2.39,2.47,---,5.34,---,74.53,1.27,2.69,0.00,21.34,24.01,42.65,1.12,3.74,3.12,---,---,---,3.70,77.96,97.25,2023-04-04 16:00:00
17,17~18,7.25,64.19,4.73,32.19,0.15,0.04,14.79,2.38,2.44,---,5.41,---,72.97,1.12,1.05,0.00,27.22,25.19,43.90,1.28,3.54,2.85,---,---,---,3.29,78.15,97.97,2023-04-04 17:00:00
18,18~19,8.81,64.46,4.64,31.62,0.35,0.09,15.83,2.33,2.79,---,5.84,---,73.10,1.32,0.08,0.00,25.95,25.06,27.49,1.16,3.01,2.52,---,---,---,2.88,77.01,90.56,2023-04-04 18:00:00
19,19~20,9.69,61.81,4.39,31.69,0.35,0.09,14.49,4.91,2.88,---,6.85,---,70.06,1.32,0.08,0.00,25.59,26.16,126.46,1.09,2.98,2.23,---,---,---,3.26,75.48,87.51,2023-04-04 19:00:00
20,20~21,10.19,59.69,4.44,30.56,0.36,0.10,12.65,5.46,2.94,---,6.74,---,67.88,1.29,0.07,0.00,27.22,25.12,69.47,1.07,2.82,2.27,---,---,---,3.32,75.33,87.49,2023-04-04 20:00:00
21,21~22,13.31,57.47,4.61,30.81,0.35,0.10,12.39,5.24,2.91,---,6.10,---,66.89,1.30,0.07,0.00,34.28,28.97,39.05,1.09,2.88,2.35,---,---,---,3.46,74.67,85.53,2023-04-04 21:00:00
22,22~23,13.63,55.90,4.86,30.63,0.35,0.10,11.07,5.30,2.94,---,4.13,---,66.73,1.29,0.08,0.00,36.40,40.63,39.41,1.06,2.92,2.57,---,---,---,3.01,75.19,81.94,2023-04-04 22:00:00
23,23~24,18.00,52.51,4.89,28.87,0.36,0.11,9.92,5.12,2.94,---,3.12,---,64.28,1.25,0.06,0.00,35.60,35.60,93.26,1.06,2.95,2.77,---,---,---,3.36,75.15,80.82,2023-04-04 23:00:00
