,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,18.38,52.97,5.94,26.54,0.36,0.11,10.20,2.83,1.61,83.57,2.87,20.22,60.48,1.11,1.44,0.16,44.15,37.28,163.15,3.03,3.38,2.29,4.41,0.94,154.40,5.21,58.23,71.13,2024-03-07 00:00:00
1,1~2,14.00,51.72,5.86,26.66,0.36,0.12,9.94,2.46,1.66,82.97,2.50,19.91,60.56,1.15,1.33,0.17,30.29,27.16,149.90,2.97,3.50,2.18,4.41,0.94,153.20,4.84,57.23,71.19,2024-03-07 01:00:00
2,2~3,7.25,51.12,5.45,26.10,0.35,0.12,11.59,2.54,1.74,82.63,2.38,19.97,60.28,1.22,1.44,0.16,28.54,28.96,115.31,3.00,3.44,2.47,4.41,0.70,153.80,5.29,57.67,71.24,2024-03-07 02:00:00
3,3~4,6.87,50.60,5.27,25.95,0.36,0.09,12.02,2.42,1.70,81.60,2.46,20.22,58.92,1.23,1.24,0.16,22.47,21.27,47.50,2.97,3.56,2.38,4.42,1.59,152.94,5.18,56.71,71.57,2024-03-07 03:00:00
4,4~5,6.19,51.15,5.37,25.60,0.36,0.02,11.82,2.55,1.72,82.26,2.41,19.94,59.91,1.27,1.14,0.17,17.59,17.35,20.69,2.90,3.50,2.52,4.41,0.91,152.75,5.04,56.16,71.44,2024-03-07 04:00:00
5,5~6,6.06,51.31,5.30,25.32,0.35,0.02,12.46,2.73,1.69,81.78,2.31,19.84,59.63,1.58,1.22,0.15,16.73,16.59,23.22,2.94,3.50,2.45,4.42,1.00,152.50,5.24,56.09,71.18,2024-03-07 05:00:00
6,6~7,5.69,51.54,5.36,25.91,0.21,0.02,11.02,2.04,1.17,83.70,2.32,19.74,61.64,1.60,1.07,0.16,15.03,15.22,50.63,2.88,4.62,2.66,2.36,1.63,152.70,5.00,56.12,70.75,2024-03-07 06:00:00
7,7~8,5.81,52.37,5.82,28.32,0.09,0.02,12.42,1.83,0.62,84.34,2.59,20.57,61.18,1.03,1.00,0.17,15.58,15.55,42.09,2.90,4.63,2.71,0.09,1.95,154.21,5.60,56.32,71.19,2024-03-07 07:00:00
8,8~9,6.44,54.69,6.67,35.20,0.09,0.03,21.32,2.65,1.67,89.09,2.84,22.56,63.69,0.98,1.26,0.17,19.08,19.54,27.82,2.91,4.56,3.19,0.00,5.37,157.83,8.00,56.98,71.82,2024-03-07 08:00:00
9,9~10,11.37,58.16,7.77,37.65,0.09,0.01,26.50,2.53,1.68,94.07,3.41,25.38,65.28,1.34,1.13,0.16,20.01,21.67,27.80,3.25,4.50,3.34,0.00,1.82,167.39,10.10,61.87,74.00,2024-03-07 09:00:00
10,10~11,12.82,64.90,7.59,40.77,0.09,0.01,27.99,3.10,1.65,96.36,6.84,24.21,65.31,1.02,1.22,0.17,19.76,25.86,51.85,3.06,4.94,3.60,0.00,2.46,176.30,11.84,65.58,76.55,2024-03-07 10:00:00
11,11~12,16.00,68.56,8.06,41.23,0.09,0.04,29.48,3.40,1.62,103.50,7.38,25.58,70.54,0.98,1.09,0.17,24.76,26.13,64.00,3.09,4.62,4.47,0.00,2.45,176.74,11.56,65.71,77.19,2024-03-07 11:00:00
12,12~13,14.62,70.72,8.31,39.40,0.09,0.05,30.53,3.97,1.72,111.06,9.41,26.89,74.76,0.96,1.09,0.07,25.82,30.18,34.91,3.16,4.50,3.62,0.00,1.75,175.17,9.85,64.46,79.19,2024-03-07 12:00:00
13,13~14,8.81,66.25,8.69,40.62,0.09,0.05,36.87,3.85,1.72,116.06,11.15,26.14,78.77,0.87,1.99,0.00,26.62,27.12,32.00,2.75,4.38,4.97,0.00,2.00,177.12,11.03,64.36,79.75,2024-03-07 13:00:00
14,14~15,7.75,67.56,9.14,44.05,0.10,0.06,36.35,3.96,1.73,117.64,11.00,26.43,80.21,0.85,2.04,0.03,22.30,25.26,34.87,2.66,4.69,5.19,0.00,1.93,180.89,14.40,64.66,79.81,2024-03-07 14:00:00
15,15~16,10.94,66.48,10.60,42.08,0.09,0.07,31.06,4.10,1.75,120.13,10.75,26.15,83.23,0.85,2.56,0.16,22.23,22.18,51.00,2.93,4.87,4.87,0.00,5.16,183.03,14.38,65.34,81.63,2024-03-07 15:00:00
16,16~17,7.81,65.52,9.73,40.95,0.09,0.02,29.82,4.74,1.86,116.45,8.40,27.07,80.98,0.95,2.84,0.16,26.09,20.38,58.47,2.66,4.50,4.09,0.16,2.83,179.50,11.37,64.67,81.31,2024-03-07 16:00:00
17,17~18,13.07,65.59,10.07,38.79,0.20,0.06,45.65,6.16,2.09,111.09,6.20,26.98,77.91,0.91,2.62,0.17,27.11,26.12,66.66,2.81,4.25,3.63,4.50,1.39,170.85,7.63,64.25,77.81,2024-03-07 17:00:00
18,18~19,16.31,62.20,8.75,33.02,0.35,0.10,53.29,5.34,1.63,108.68,7.15,25.58,75.95,1.00,1.66,0.16,29.69,31.00,57.21,2.69,3.94,3.19,4.47,0.99,166.18,6.47,62.06,77.13,2024-03-07 18:00:00
19,19~20,14.19,60.33,7.38,29.93,0.36,0.10,53.74,4.94,1.66,109.41,9.38,24.22,75.81,1.41,1.71,0.17,30.09,34.23,87.59,2.38,3.69,2.59,4.43,0.93,167.03,5.91,59.92,80.87,2024-03-07 19:00:00
20,20~21,11.81,58.07,8.45,29.84,0.36,0.10,49.72,5.50,1.62,101.53,9.43,23.79,68.31,1.11,1.68,0.16,41.56,39.80,122.41,2.34,3.50,2.51,4.43,1.01,168.73,5.84,59.72,82.76,2024-03-07 20:00:00
21,21~22,15.31,54.60,7.46,28.89,0.35,0.10,42.26,4.27,1.62,97.33,9.50,21.93,65.90,1.10,1.72,0.17,41.30,49.17,132.38,2.34,3.37,2.46,4.42,0.96,164.74,5.93,58.88,80.24,2024-03-07 21:00:00
22,22~23,20.94,54.21,6.42,28.19,0.36,0.11,12.63,3.69,1.62,92.27,7.94,19.44,64.89,1.04,1.59,0.16,50.12,63.92,174.82,2.32,3.50,2.69,4.39,0.94,164.33,5.85,58.56,80.25,2024-03-07 22:00:00
23,23~24,20.81,52.56,5.55,27.54,0.35,0.10,10.22,3.37,1.66,89.49,6.63,18.75,64.11,0.99,1.20,0.17,43.67,52.05,175.27,2.34,3.44,2.46,4.40,1.62,160.76,5.50,57.71,77.82,2024-03-07 23:00:00
