,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,11.69,66.56,8.33,36.94,0.47,0.15,13.20,1.96,1.65,74.87,1.73,18.97,54.17,1.09,2.33,0.00,70.59,49.66,122.00,3.38,3.44,4.81,4.50,0.74,207.99,8.31,87.03,94.47,2024-08-26 00:00:00
1,1~2,9.31,64.44,8.04,35.47,0.47,0.14,12.68,1.98,1.69,70.99,1.62,17.56,51.81,1.34,2.26,0.00,68.72,43.96,92.94,3.40,3.25,4.55,4.45,1.03,206.29,8.13,85.96,91.16,2024-08-26 01:00:00
2,2~3,8.37,63.62,8.02,35.20,0.46,0.15,13.56,2.15,1.64,69.81,1.74,17.65,50.42,3.68,2.34,0.00,66.66,42.03,51.75,3.38,3.26,4.44,4.44,0.99,205.79,8.31,85.79,92.52,2024-08-26 02:00:00
3,3~4,7.88,61.50,7.85,34.95,0.47,0.10,13.53,2.11,1.66,68.46,1.70,17.63,49.13,3.37,2.31,0.00,53.62,36.43,44.59,3.22,3.25,4.35,4.42,0.85,203.57,7.96,85.58,91.15,2024-08-26 03:00:00
4,4~5,8.50,62.00,7.90,35.10,0.47,0.03,14.02,2.20,1.68,68.62,1.68,17.65,49.29,3.24,2.12,0.00,52.74,34.52,45.16,3.19,3.25,4.43,4.43,0.94,202.09,7.74,84.62,90.34,2024-08-26 04:00:00
5,5~6,7.00,61.69,7.81,35.64,0.40,0.07,14.32,2.02,1.63,68.97,1.60,17.76,49.61,3.03,2.23,0.00,46.16,31.65,42.19,3.25,3.31,4.56,1.85,0.79,201.08,8.47,84.77,90.57,2024-08-26 05:00:00
6,6~7,7.44,61.50,8.03,39.28,0.20,0.11,16.42,1.42,0.69,69.46,1.56,17.38,50.52,2.77,2.22,0.00,45.90,32.60,44.28,3.25,4.44,4.76,0.00,9.51,205.72,7.61,84.68,91.99,2024-08-26 06:00:00
7,7~8,12.50,62.38,9.57,46.69,0.20,0.30,21.42,1.45,0.66,74.41,1.63,20.22,52.56,3.22,2.17,0.00,45.72,29.66,46.57,3.28,4.94,6.75,0.00,12.74,216.35,11.07,85.05,96.01,2024-08-26 07:00:00
8,8~9,10.18,77.06,12.05,63.25,0.22,0.09,40.80,1.46,0.71,95.34,3.52,27.30,64.52,1.25,2.68,0.00,43.73,30.53,68.39,3.47,5.81,8.87,0.00,4.62,237.14,23.27,91.50,101.94,2024-08-26 08:00:00
9,9~10,10.32,105.62,13.30,73.32,0.21,0.15,61.42,2.58,0.66,102.18,5.38,31.72,65.08,1.28,3.66,0.00,44.72,33.09,62.94,4.34,6.56,11.32,0.00,4.70,276.23,28.15,101.36,112.17,2024-08-26 09:00:00
10,10~11,10.37,125.82,12.43,81.53,0.23,0.73,63.03,14.92,0.68,119.14,10.69,37.31,71.14,1.20,4.31,0.00,43.83,36.91,43.97,4.72,7.69,12.27,0.00,15.32,296.35,28.80,105.04,135.03,2024-08-26 10:00:00
11,11~12,12.81,140.74,12.66,81.69,0.23,1.07,63.71,16.14,0.71,127.67,11.16,40.50,76.01,1.10,3.94,0.00,45.43,33.45,40.88,5.09,7.50,11.26,0.00,19.37,307.15,34.82,107.28,141.82,2024-08-26 11:00:00
12,12~13,12.07,137.25,13.11,75.92,0.22,0.86,73.84,16.91,0.63,139.50,10.34,40.60,88.56,1.33,4.26,0.00,43.38,33.87,38.56,5.03,6.63,11.37,0.00,16.17,305.84,27.64,107.91,144.81,2024-08-26 12:00:00
13,13~14,13.62,139.07,13.30,79.64,0.23,0.64,75.07,18.87,0.68,144.29,12.41,40.49,91.39,1.33,4.08,0.00,38.05,32.58,38.44,4.82,6.13,13.19,0.00,4.50,318.92,31.30,105.63,146.44,2024-08-26 13:00:00
14,14~15,10.75,141.18,13.87,84.91,0.23,0.19,74.71,14.49,0.71,144.88,12.40,41.65,90.83,0.98,4.59,0.00,41.16,31.33,39.22,5.40,7.00,13.09,0.00,5.85,325.39,32.08,104.49,144.32,2024-08-26 14:00:00
15,15~16,12.44,147.13,13.31,82.13,0.23,0.84,73.78,11.59,0.67,146.67,10.68,42.34,93.65,1.26,4.15,0.00,41.00,34.19,43.06,5.53,8.06,13.23,0.00,20.76,327.76,29.34,101.21,141.54,2024-08-26 15:00:00
16,16~17,10.62,141.87,14.13,77.62,0.22,0.12,57.80,13.21,0.78,140.70,8.60,40.60,91.50,1.15,4.55,0.00,35.34,34.23,43.75,5.82,5.95,9.62,0.00,14.64,321.92,31.93,100.98,138.82,2024-08-26 16:00:00
17,17~18,9.75,134.94,13.21,68.69,0.25,0.24,46.98,16.03,1.20,135.09,6.56,39.81,88.72,1.28,4.51,0.00,38.81,32.57,44.84,5.59,4.81,8.25,0.33,3.68,308.08,22.66,98.64,129.00,2024-08-26 17:00:00
18,18~19,14.32,121.44,12.60,56.80,0.48,0.06,44.71,16.37,1.67,130.44,5.85,34.59,90.00,1.30,4.13,0.00,37.82,40.05,55.10,4.69,4.50,7.15,4.46,2.26,284.98,11.19,94.14,124.87,2024-08-26 18:00:00
19,19~20,11.25,113.00,11.24,48.10,0.47,0.05,41.04,8.31,1.69,126.28,7.62,30.16,88.50,1.30,3.98,0.00,45.18,40.14,84.19,4.50,4.19,6.19,4.55,3.04,275.69,11.57,90.01,119.97,2024-08-26 19:00:00
20,20~21,15.62,103.25,8.48,43.46,0.48,0.08,35.20,7.20,1.73,117.98,8.94,28.75,80.29,1.25,3.95,0.00,55.02,50.05,63.37,4.50,3.75,6.69,4.53,2.46,267.10,10.19,88.50,116.31,2024-08-26 20:00:00
21,21~22,13.88,89.50,7.81,42.40,0.47,0.08,32.83,6.75,1.66,113.32,6.94,25.38,81.00,1.23,3.64,0.00,62.12,57.38,62.47,4.28,3.62,6.53,4.50,2.17,252.62,10.00,87.13,114.12,2024-08-26 21:00:00
22,22~23,13.43,84.32,7.67,37.60,0.47,0.09,16.78,6.30,1.70,89.76,2.10,21.71,65.95,1.13,2.36,0.00,73.37,66.75,69.46,4.19,3.63,6.16,4.48,2.33,240.12,9.61,86.91,107.33,2024-08-26 22:00:00
23,23~24,13.63,81.55,7.38,36.37,0.46,0.08,15.43,3.54,1.69,87.94,1.68,18.94,67.32,1.21,2.41,0.00,74.78,51.72,111.41,3.56,3.50,5.24,4.47,1.61,233.81,10.50,85.56,103.63,2024-08-26 23:00:00
