,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,18.69,61.66,5.21,30.44,0.35,0.13,10.75,2.83,2.17,---,3.72,---,66.67,1.27,0.07,0.00,54.32,57.14,117.76,1.25,3.16,4.53,---,---,---,3.28,78.87,89.19,2023-04-07 00:00:00
1,1~2,14.12,58.66,5.28,29.87,0.36,0.12,9.91,3.71,2.16,---,3.47,---,65.45,1.25,0.07,0.00,40.12,37.10,40.54,1.28,3.07,4.22,---,---,---,3.15,76.65,86.96,2023-04-07 01:00:00
2,2~3,8.19,56.97,4.98,29.31,0.35,0.11,9.59,2.97,2.12,---,3.47,---,64.35,1.27,0.07,0.00,35.70,30.65,30.90,1.28,3.05,3.42,---,---,---,3.25,73.77,79.50,2023-04-07 02:00:00
3,3~4,7.50,56.30,5.36,28.94,0.36,0.12,10.81,2.74,2.15,---,3.31,---,64.78,1.60,0.07,0.00,25.31,26.57,37.86,1.28,2.96,2.90,---,---,---,3.19,73.79,78.82,2023-04-07 03:00:00
4,4~5,6.38,56.38,5.28,28.88,0.36,0.05,11.58,2.75,2.13,---,3.44,---,64.04,1.31,0.08,0.00,24.44,22.31,60.62,1.35,2.98,2.72,---,---,---,3.50,73.58,78.31,2023-04-07 04:00:00
5,5~6,6.50,55.37,5.52,28.75,0.33,0.01,11.75,2.75,1.83,---,3.31,---,63.62,1.21,0.10,0.00,19.99,20.44,123.59,1.37,3.13,2.56,---,---,---,3.59,72.29,77.03,2023-04-07 05:00:00
6,6~7,5.87,54.88,6.41,29.00,0.09,0.00,11.66,2.18,0.86,---,3.37,---,65.46,1.09,0.09,0.00,19.95,18.31,49.06,1.38,4.99,2.53,---,---,---,3.38,72.46,76.82,2023-04-07 06:00:00
7,7~8,5.75,55.62,6.44,30.25,0.09,0.04,22.89,1.88,0.73,---,3.57,---,65.07,1.69,0.10,0.00,23.87,18.31,23.80,1.34,5.10,2.66,---,---,---,3.15,72.05,79.52,2023-04-07 07:00:00
8,8~9,7.88,59.57,6.21,35.31,0.09,0.03,41.21,2.32,1.57,---,4.87,---,67.34,1.08,0.13,0.00,27.38,20.82,28.67,1.31,4.82,3.53,---,---,---,4.79,73.56,79.94,2023-04-07 08:00:00
9,9~10,12.75,63.56,6.63,36.50,0.09,0.02,47.15,2.77,1.58,---,6.17,---,71.50,1.36,0.14,0.00,25.12,26.02,34.65,1.44,4.89,4.09,---,---,---,5.75,75.62,77.54,2023-04-07 09:00:00
