,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,17.31,52.65,4.06,26.79,0.46,0.13,10.38,4.83,2.24,---,3.69,---,63.98,1.45,0.25,0.00,63.69,52.49,100.17,1.37,2.95,3.69,---,---,---,7.43,60.16,79.91,2023-04-21 00:00:00
1,1~2,11.58,52.45,4.27,26.62,0.47,0.12,10.42,4.32,2.23,---,3.62,---,63.37,1.16,0.20,0.00,55.49,42.75,126.92,1.35,2.90,3.62,---,---,---,6.38,59.66,79.00,2023-04-21 01:00:00
2,2~3,10.81,53.33,4.31,26.62,0.48,0.12,10.33,3.53,2.20,---,3.44,---,63.35,1.16,0.18,0.00,38.43,38.66,43.94,1.28,3.09,3.35,---,---,---,6.62,59.19,77.50,2023-04-21 02:00:00
3,3~4,8.94,51.23,4.33,26.72,0.46,0.12,11.70,3.55,2.20,---,3.63,---,64.02,1.05,0.17,0.00,34.34,29.43,32.89,1.22,2.99,3.15,---,---,---,6.88,58.48,77.78,2023-04-21 03:00:00
4,4~5,7.32,50.25,4.09,26.68,0.48,0.02,12.30,3.21,2.19,---,3.59,---,65.35,1.15,0.19,0.00,29.21,28.65,30.53,1.12,2.98,3.44,---,---,---,6.87,58.17,75.15,2023-04-21 04:00:00
5,5~6,7.07,50.59,4.15,26.73,0.40,0.00,12.82,3.09,1.77,---,3.59,---,62.15,1.00,0.25,0.00,27.18,23.67,48.56,1.22,3.06,3.00,---,---,---,7.16,58.33,75.38,2023-04-21 05:00:00
6,6~7,5.85,50.55,5.81,27.28,0.12,0.01,11.18,2.73,0.92,---,3.59,---,65.34,1.00,0.25,0.00,24.09,21.56,43.12,1.22,3.21,2.84,---,---,---,6.16,58.09,76.06,2023-04-21 06:00:00
7,7~8,7.13,53.24,5.47,28.27,0.13,0.07,20.26,2.78,0.71,---,3.50,---,66.31,1.39,0.25,0.00,25.04,22.43,27.08,1.22,3.98,2.98,---,---,---,7.90,58.86,75.78,2023-04-21 07:00:00
8,8~9,7.42,53.68,5.62,34.10,0.12,0.04,31.04,3.06,1.62,---,5.44,---,68.63,1.14,0.23,0.00,26.02,24.70,34.73,1.28,4.15,3.81,---,---,---,8.44,60.62,78.47,2023-04-21 08:00:00
9,9~10,9.59,61.38,5.51,38.33,0.12,0.03,39.47,3.21,1.61,---,8.16,---,73.47,1.34,0.24,0.00,30.06,24.53,52.91,1.37,4.05,6.28,---,---,---,10.19,63.77,81.97,2023-04-21 09:00:00
