,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,15.38,63.03,6.27,31.50,0.48,0.05,8.79,3.18,1.91,82.32,1.87,22.03,58.42,2.27,1.24,0.17,62.95,53.30,54.23,2.72,2.79,4.06,4.67,0.98,197.46,7.75,64.86,91.82,2023-08-21 00:00:00
1,1~2,9.93,62.19,6.01,31.07,0.47,0.07,8.56,4.34,1.91,80.68,1.81,22.28,56.59,1.21,1.12,0.16,58.53,43.36,51.23,2.56,2.81,3.28,4.67,0.75,196.56,7.03,64.36,92.47,2023-08-21 01:00:00
2,2~3,9.25,61.23,6.17,31.18,0.47,0.09,9.07,3.53,1.89,77.69,1.69,21.66,54.34,1.20,1.22,0.17,52.85,40.16,45.55,2.53,2.85,3.16,4.68,1.60,195.00,7.50,64.54,91.18,2023-08-21 02:00:00
3,3~4,7.63,60.36,6.04,30.88,0.47,0.07,9.60,3.49,1.89,76.87,1.72,22.05,53.10,1.25,1.15,0.17,46.90,37.79,49.92,2.53,2.85,3.94,4.67,0.98,192.74,7.25,64.41,88.81,2023-08-21 03:00:00
4,4~5,6.56,60.55,6.43,30.25,0.47,0.07,10.48,3.27,1.89,76.31,1.69,21.00,53.62,1.20,1.13,0.16,42.15,32.85,73.57,2.53,2.86,3.88,4.69,0.71,190.18,6.62,64.56,87.13,2023-08-21 04:00:00
5,5~6,5.88,60.49,6.03,30.31,0.39,0.07,10.13,3.43,1.45,76.52,1.57,21.16,53.79,1.05,1.07,0.17,40.03,31.23,41.58,2.57,2.90,3.43,3.48,1.15,189.58,7.00,64.39,86.06,2023-08-21 05:00:00
6,6~7,7.56,60.26,6.44,30.81,0.19,0.02,9.74,2.92,0.93,77.55,1.50,21.52,54.53,0.94,1.19,0.11,38.06,30.06,38.04,2.59,3.94,3.22,0.00,8.83,192.83,6.53,65.34,88.04,2023-08-21 06:00:00
7,7~8,6.31,65.31,6.80,34.38,0.20,0.02,12.97,3.03,0.71,81.77,3.21,22.84,55.72,1.07,1.13,0.00,37.51,28.73,40.47,2.62,4.34,4.07,0.00,13.62,201.62,7.92,68.48,90.86,2023-08-21 07:00:00
8,8~9,6.69,73.64,8.48,44.69,0.19,0.06,36.84,3.32,0.76,91.96,5.12,27.66,59.18,1.17,1.51,0.00,38.51,29.19,47.63,2.82,5.10,7.34,0.00,3.37,219.73,10.68,71.27,101.89,2023-08-21 08:00:00
9,9~10,8.19,98.54,8.62,50.62,0.19,0.03,59.22,3.74,0.77,107.15,5.13,32.93,69.09,1.20,2.02,0.00,34.18,27.20,53.48,3.25,5.31,10.63,0.00,3.56,263.17,28.12,81.69,109.52,2023-08-21 09:00:00
