,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,22.63,50.88,4.51,25.37,0.37,0.11,9.21,2.81,2.07,---,3.18,---,59.01,1.22,0.19,0.00,45.93,42.31,130.88,1.69,4.60,2.85,---,---,---,3.22,67.51,76.50,2023-03-14 00:00:00
1,1~2,17.12,50.78,4.54,25.13,0.38,0.11,9.41,2.84,2.03,---,2.91,---,59.47,1.24,0.18,0.00,29.10,37.77,123.82,1.69,4.60,2.91,---,---,---,2.76,67.10,76.22,2023-03-14 01:00:00
2,2~3,8.88,50.53,4.41,25.62,0.37,0.11,8.99,2.57,2.08,---,3.12,---,58.52,1.43,0.17,0.00,25.06,22.23,61.26,1.69,4.60,2.88,---,---,---,3.08,67.50,76.41,2023-03-14 02:00:00
3,3~4,5.69,50.47,4.59,25.50,0.37,0.12,10.15,2.36,2.07,---,3.03,---,58.13,1.24,0.17,0.00,20.16,17.47,25.26,1.65,4.56,2.87,---,---,---,2.73,67.83,77.03,2023-03-14 03:00:00
4,4~5,5.00,51.03,4.38,25.88,0.38,0.05,10.68,2.39,2.07,---,3.00,---,58.91,1.21,0.18,0.00,17.03,16.34,19.90,1.75,4.51,2.94,---,---,---,3.00,68.32,75.81,2023-03-14 04:00:00
5,5~6,5.00,50.03,4.72,25.87,0.37,0.01,11.26,2.31,1.98,---,2.79,---,58.03,1.20,0.18,0.00,16.22,15.31,38.45,1.75,4.65,2.81,---,---,---,2.92,67.90,75.32,2023-03-14 05:00:00
6,6~7,5.12,50.76,6.27,26.81,0.20,0.02,9.93,1.89,0.84,---,2.99,---,60.97,1.06,0.17,0.00,15.34,13.59,43.26,1.78,5.42,2.94,---,---,---,2.89,67.60,75.59,2023-03-14 06:00:00
7,7~8,6.56,51.62,6.52,29.00,0.10,0.03,12.20,1.80,0.63,---,3.06,---,61.03,1.37,0.17,0.00,20.13,16.57,19.19,1.69,5.34,2.84,---,---,---,3.23,68.20,75.43,2023-03-14 07:00:00
8,8~9,8.32,53.34,6.20,34.00,0.11,0.03,18.89,1.76,1.54,---,3.70,---,65.31,1.04,0.17,0.00,19.06,22.94,25.23,1.75,4.35,3.65,---,---,---,6.15,69.68,79.35,2023-03-14 08:00:00
9,9~10,9.68,59.07,7.17,37.00,0.11,0.02,26.96,2.73,1.53,---,4.15,---,67.82,1.01,0.16,0.00,18.82,20.56,33.79,2.00,4.16,3.60,---,---,---,9.01,73.56,79.50,2023-03-14 09:00:00
10,10~11,10.63,68.96,7.02,37.38,0.11,0.01,31.25,2.99,1.53,---,4.72,---,70.52,1.05,0.16,0.00,19.65,18.06,42.31,2.25,4.76,3.85,---,---,---,8.76,75.77,81.41,2023-03-14 10:00:00
11,11~12,9.37,70.85,6.96,38.94,0.11,0.02,35.48,3.53,1.53,---,5.03,---,73.23,1.08,0.16,0.00,24.37,23.84,46.67,2.59,4.09,3.90,---,---,---,8.66,77.38,85.37,2023-03-14 11:00:00
12,12~13,10.19,70.12,8.27,37.37,0.11,0.07,33.78,3.56,1.57,---,6.19,---,73.46,1.43,0.30,0.00,27.00,23.63,51.81,2.50,4.04,3.91,---,---,---,6.71,78.70,89.62,2023-03-14 12:00:00
13,13~14,7.06,70.22,9.27,39.38,0.11,0.07,32.19,3.49,1.53,---,9.00,---,75.56,1.26,0.74,0.00,28.85,23.41,41.13,2.35,3.95,3.96,---,---,---,7.79,77.68,89.76,2023-03-14 13:00:00
14,14~15,5.94,72.06,8.84,41.43,0.11,0.02,34.54,3.72,1.57,---,9.71,---,73.94,1.00,0.82,0.00,28.46,28.18,27.17,2.37,4.18,4.13,---,---,---,11.44,78.83,97.77,2023-03-14 14:00:00
