,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,20.31,80.25,9.49,37.78,0.43,0.08,15.54,3.40,1.66,108.55,4.97,22.06,81.52,1.12,3.27,0.00,111.74,72.07,179.38,4.56,3.01,6.37,4.61,0.90,216.62,10.31,73.90,100.62,2024-09-04 00:00:00
1,1~2,14.44,78.19,8.99,37.22,0.45,0.09,15.86,3.45,1.61,107.13,3.28,20.75,83.10,1.62,3.94,0.00,98.33,63.77,85.90,4.53,2.81,5.62,4.55,0.97,213.45,10.38,73.73,97.72,2024-09-04 01:00:00
2,2~3,9.38,76.19,8.75,37.41,0.43,0.10,13.85,3.15,1.63,97.95,3.84,20.27,73.84,4.45,3.33,0.00,85.96,55.65,73.63,4.44,2.81,5.29,4.54,0.83,211.39,10.06,73.37,96.43,2024-09-04 02:00:00
3,3~4,8.87,75.57,8.88,37.42,0.45,0.06,14.16,3.09,1.63,93.34,3.82,20.66,68.86,4.09,3.08,0.00,80.30,50.00,66.03,4.41,2.75,5.18,4.54,1.13,210.42,10.10,73.07,96.19,2024-09-04 03:00:00
4,4~5,7.94,74.68,8.72,36.99,0.44,0.01,14.40,3.04,1.57,88.23,3.72,19.70,64.81,4.09,3.19,0.00,75.96,45.26,61.59,4.40,2.69,6.01,4.53,0.80,210.96,10.21,72.94,96.17,2024-09-04 04:00:00
5,5~6,7.37,74.00,8.93,37.32,0.40,0.05,14.15,3.16,1.57,87.88,3.71,19.36,64.81,4.04,2.89,0.00,73.04,42.49,61.59,4.35,3.37,6.12,1.94,0.93,208.36,9.25,72.91,94.78,2024-09-04 05:00:00
6,6~7,7.88,75.25,8.72,41.63,0.17,0.03,16.78,2.47,0.73,89.12,3.70,19.94,65.48,4.04,3.08,0.00,70.50,42.06,61.69,4.37,3.88,6.12,0.00,1.64,212.28,10.13,72.98,97.44,2024-09-04 06:00:00
7,7~8,9.62,78.31,11.32,48.97,0.18,0.48,22.34,2.53,0.65,95.31,3.96,22.81,68.54,4.44,3.39,0.00,72.70,43.58,80.69,4.41,4.06,7.19,0.00,11.04,224.97,10.81,76.28,101.54,2024-09-04 07:00:00
8,8~9,13.38,90.94,17.76,64.42,0.19,0.78,43.77,6.05,0.71,131.87,9.19,37.65,85.03,1.34,3.90,0.00,75.88,50.96,109.60,4.56,5.31,12.85,0.00,5.35,254.96,26.72,81.15,109.46,2024-09-04 08:00:00
9,9~10,14.00,114.69,17.31,77.94,0.19,1.55,56.00,9.12,0.66,147.44,9.78,39.91,97.75,1.05,4.39,0.00,60.79,45.71,62.11,4.66,6.07,14.53,0.00,5.10,321.32,55.18,93.87,122.58,2024-09-04 09:00:00
