,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,9.87,50.93,4.94,24.15,0.32,0.13,9.88,4.68,1.67,79.55,2.75,17.92,58.88,1.40,0.51,0.17,30.83,29.30,42.88,2.35,3.58,2.69,4.40,1.00,141.75,5.03,54.68,63.37,2024-01-28 00:00:00
1,1~2,11.06,49.47,5.11,23.98,0.33,0.14,9.44,3.56,1.66,77.40,2.55,17.88,56.97,1.41,0.69,0.16,26.27,25.17,132.69,2.37,3.60,2.62,4.41,1.03,141.06,4.75,54.80,62.69,2024-01-28 01:00:00
2,2~3,5.94,49.94,4.93,23.76,0.33,0.15,9.86,3.55,1.68,78.45,2.51,18.53,57.41,1.50,0.57,0.17,18.27,19.59,116.62,2.38,3.73,2.81,4.41,1.33,142.11,5.03,54.72,63.31,2024-01-28 02:00:00
3,3~4,5.63,48.90,5.00,23.95,0.32,0.15,10.11,3.54,1.69,77.65,2.53,18.08,57.04,1.58,0.56,0.16,16.66,16.04,40.75,2.37,3.58,2.70,4.42,1.07,142.46,4.78,54.80,63.76,2024-01-28 03:00:00
4,4~5,5.68,48.57,4.98,23.96,0.33,0.16,11.54,3.56,1.69,77.87,2.47,18.00,57.40,1.43,0.59,0.17,17.65,16.72,15.13,2.41,3.66,2.66,4.42,0.97,142.18,4.69,54.96,63.62,2024-01-28 04:00:00
5,5~6,5.69,48.44,5.16,23.83,0.32,0.12,11.89,3.61,1.69,78.11,2.44,17.87,57.80,1.38,0.58,0.17,16.78,18.10,14.64,2.50,3.73,2.71,4.41,0.75,142.15,4.75,54.88,63.56,2024-01-28 05:00:00
6,6~7,5.00,48.84,5.23,24.01,0.29,0.02,10.54,3.24,1.38,79.27,2.43,17.93,58.91,1.19,0.56,0.17,15.52,12.66,36.24,2.47,4.41,2.63,2.39,1.06,143.50,5.18,54.96,64.44,2024-01-28 06:00:00
7,7~8,5.69,49.06,5.10,24.15,0.07,0.07,13.57,3.30,0.68,80.16,2.44,18.26,59.46,1.52,0.61,0.16,15.76,12.00,46.65,2.44,4.41,2.93,0.50,0.97,142.32,4.97,54.75,63.93,2024-01-28 07:00:00
8,8~9,5.12,49.06,5.09,24.43,0.06,0.07,16.70,3.21,0.69,79.08,2.47,17.60,59.01,1.24,0.57,0.17,17.57,12.54,18.44,2.40,4.34,2.94,0.02,1.36,142.91,5.32,54.67,64.32,2024-01-28 08:00:00
9,9~10,5.00,49.56,5.06,25.60,0.06,0.05,18.03,3.16,0.65,80.93,2.50,18.00,60.43,1.39,0.60,0.14,17.95,19.37,15.27,2.41,4.40,3.44,0.00,0.84,141.31,4.72,54.24,63.81,2024-01-28 09:00:00
10,10~11,5.07,50.35,4.81,26.16,0.06,0.05,19.67,3.17,0.67,83.99,2.47,18.09,63.43,1.19,0.56,0.00,15.24,18.76,34.41,2.40,3.97,3.78,0.00,1.00,142.34,5.33,54.92,63.75,2024-01-28 10:00:00
11,11~12,5.12,51.65,6.33,26.56,0.06,0.05,19.43,3.13,0.65,82.62,2.71,18.97,60.94,1.50,0.60,0.00,16.45,17.11,48.63,2.41,3.77,3.94,0.00,0.71,143.48,5.10,55.03,64.44,2024-01-28 11:00:00
12,12~13,5.94,51.22,7.03,26.47,0.07,0.05,17.93,3.26,0.69,83.19,3.13,19.27,60.79,1.01,0.60,0.00,16.56,13.63,43.74,2.34,3.77,3.59,0.00,0.76,142.15,4.88,55.03,64.19,2024-01-28 12:00:00
13,13~14,6.69,51.56,7.49,26.33,0.05,0.06,18.68,3.82,0.65,85.13,3.37,19.03,62.73,1.15,0.60,0.00,15.81,16.63,20.49,2.32,3.91,4.31,0.00,0.99,146.72,5.12,59.10,63.93,2024-01-28 13:00:00
14,14~15,6.18,55.41,6.82,26.55,0.07,0.05,20.26,3.62,0.69,86.75,2.98,19.34,64.43,0.96,0.59,0.00,19.94,17.87,25.48,2.31,3.84,4.19,0.00,1.42,155.87,4.88,68.76,63.81,2024-01-28 14:00:00
15,15~16,7.88,56.85,7.24,27.34,0.06,0.06,20.26,3.67,0.65,88.04,2.65,21.07,64.32,1.11,0.65,0.00,23.64,17.24,54.56,2.28,3.83,4.22,0.00,0.83,148.33,5.30,60.06,64.19,2024-01-28 15:00:00
16,16~17,8.31,52.87,6.67,26.81,0.07,0.05,18.79,4.56,0.74,88.71,2.60,21.66,64.45,0.89,0.58,0.15,17.99,17.88,38.89,2.31,4.03,3.28,0.20,0.99,150.37,5.07,55.05,72.07,2024-01-28 16:00:00
17,17~18,9.50,51.75,8.26,26.91,0.27,0.10,17.39,4.51,1.63,89.65,2.78,22.10,64.77,0.95,0.57,0.17,21.39,18.86,21.71,2.35,3.96,2.97,4.50,0.83,147.77,5.15,54.44,69.87,2024-01-28 17:00:00
18,18~19,11.94,55.78,7.88,27.01,0.33,0.12,15.71,5.11,1.67,90.73,3.59,21.59,65.55,1.47,0.63,0.16,25.94,23.75,35.47,2.31,3.96,3.09,4.45,0.83,149.00,4.95,54.71,71.12,2024-01-28 18:00:00
19,19~20,7.62,56.26,6.64,26.49,0.33,0.12,15.04,5.52,1.66,87.85,3.47,22.12,62.26,1.48,1.01,0.17,25.76,21.93,55.53,2.22,3.71,2.97,4.44,0.92,148.62,4.93,54.25,71.13,2024-01-28 19:00:00
20,20~21,8.69,54.43,6.29,25.76,0.32,0.12,14.85,5.55,1.70,84.44,3.59,20.19,60.66,1.45,1.02,0.17,25.69,22.18,34.53,2.22,3.53,3.09,4.40,1.07,147.28,4.91,53.90,69.75,2024-01-28 20:00:00
