,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,15.19,70.26,9.18,36.01,0.42,0.07,11.87,3.25,1.63,76.22,2.66,19.50,54.06,1.21,2.65,0.00,58.28,42.03,58.91,3.25,2.82,5.49,4.48,0.85,206.58,9.35,68.54,101.14,2024-08-13 00:00:00
1,1~2,9.75,66.36,9.10,36.02,0.42,0.11,12.04,3.34,1.69,70.87,2.56,18.97,49.34,1.42,2.35,0.00,61.36,34.52,55.81,3.16,2.64,5.26,4.48,0.98,207.39,10.13,68.06,101.89,2024-08-13 01:00:00
2,2~3,9.18,66.19,9.18,35.29,0.41,0.10,12.66,2.40,1.67,70.26,2.56,18.90,48.80,3.67,2.42,0.00,53.84,34.71,50.53,3.03,2.63,5.03,4.46,0.96,205.58,9.46,68.30,100.81,2024-08-13 02:00:00
3,3~4,8.50,65.13,9.15,35.16,0.43,0.06,12.37,1.82,1.68,69.26,2.63,19.00,47.63,3.47,2.43,0.00,53.07,34.68,44.88,3.00,2.64,5.24,4.43,1.02,204.86,9.22,67.84,100.49,2024-08-13 03:00:00
4,4~5,8.32,64.68,8.96,35.47,0.42,0.01,13.11,1.76,1.63,69.81,2.49,19.01,48.31,3.19,2.29,0.00,48.52,31.37,45.28,3.03,2.56,5.26,4.45,0.90,204.09,9.60,68.15,99.74,2024-08-13 04:00:00
5,5~6,7.62,64.50,8.88,35.14,0.33,0.00,12.43,1.88,1.61,67.89,2.54,18.16,47.19,3.42,2.30,0.00,47.82,30.48,42.46,3.06,2.76,5.55,1.76,1.36,203.34,9.62,67.74,99.40,2024-08-13 05:00:00
6,6~7,9.25,65.07,8.89,38.70,0.16,0.04,14.85,1.47,0.75,70.45,2.46,19.02,48.97,2.93,2.41,0.00,48.63,32.38,48.60,3.03,3.75,5.48,0.00,9.71,208.72,9.09,68.30,102.62,2024-08-13 06:00:00
7,7~8,12.56,68.38,9.42,46.07,0.16,0.05,20.98,1.52,0.67,75.96,2.53,22.73,50.70,3.21,2.73,0.00,46.49,33.00,74.97,3.13,3.88,5.56,0.00,13.26,222.45,13.03,69.24,108.95,2024-08-13 07:00:00
8,8~9,10.63,76.37,11.09,57.26,0.16,0.05,56.84,1.34,0.72,89.91,3.22,29.39,57.30,1.35,3.18,0.00,44.32,26.93,42.72,3.69,4.94,6.35,0.00,4.24,248.54,25.60,72.74,116.86,2024-08-13 08:00:00
9,9~10,13.31,107.87,12.49,65.95,0.18,0.44,61.01,2.18,0.74,93.36,4.48,29.11,59.77,1.25,3.46,0.00,41.73,26.64,41.15,3.81,5.82,8.24,0.00,4.52,290.97,32.72,84.77,132.81,2024-08-13 09:00:00
